ÁöÁ¡,ÀÏ½Ã,Æò±Õ Ç³¼Ó(m/s),Æò±Õ ±â¿Â(¡ÆC),Æò±Õ ¼ö¿Â(¡ÆC)
21229,2017-09-30,6.9,21.7,22
21229,2017-10-01,5.8,22.2,21.8
21229,2017-10-02,6.3,20,21.7
21229,2017-10-03,8.7,17.8,21.7
21229,2017-10-04,6.2,16.4,21.3
21229,2017-10-05,5.7,17.8,21.2
21229,2017-10-06,6,19.6,21.3
21229,2017-10-07,5.5,20.3,21.4
21229,2017-10-08,2.7,21.1,21.4
21229,2017-10-09,3,21.5,21.3
21229,2017-10-10,4.8,20.4,21.3
21229,2017-10-11,7.1,19.6,21.2
21229,2017-10-12,9,16,21
21229,2017-10-13,8.1,17.1,20.8
21229,2017-10-14,6.5,17.3,20.9
21229,2017-10-15,6.6,17.2,20.7
21229,2017-10-16,3.1,17.8,20.4
21229,2017-10-17,5.6,17.4,20.7
21229,2017-10-18,8.6,16.3,20.1
21229,2017-10-19,6.2,17.5,20
21229,2017-10-20,4.5,17.7,19.9
21229,2017-10-21,6.2,17.9,19.6
21229,2017-10-22,13.6,17.1,19.4
21229,2017-10-23,9.8,13.7,18.9
21229,2017-10-24,3,14.4,18.7
21229,2017-10-25,1.3,15.4,18.7
21229,2017-10-26,3.2,16.7,18.3
21229,2017-10-27,4.2,18.2,18.5
21229,2017-10-28,4.9,18.4,18.7
21229,2017-10-29,8.4,16.4,18.7
21229,2017-10-30,7.5,12.5,18.2
21229,2017-10-31,5.8,15.8,18.1
21229,2017-11-01,5.8,17.1,18.1
21229,2017-11-02,1.8,17.6,18.1
21229,2017-11-03,6.1,16.3,18.1
21229,2017-11-04,8.7,10.9,18.2
21229,2017-11-05,4.8,14.6,18.5
21229,2017-11-06,7.8,17.2,18.5
21229,2017-11-07,3.8,17.4,18.5
21229,2017-11-08,7.2,17.4,18.1
21229,2017-11-09,5.9,13.5,17.6
21229,2017-11-10,11.1,16.3,17.4
21229,2017-11-11,9.2,11.7,17.1
21229,2017-11-12,5.1,12.8,17.1
21229,2017-11-13,7.9,15.3,17.2
21229,2017-11-14,7.8,13.8,17.6
21229,2017-11-15,9.5,9.5,17.2
21229,2017-11-16,6.8,7.8,17.2
21229,2017-11-17,5.7,12,17.1
21229,2017-11-18,10.6,7.5,16.8
21229,2017-11-19,10.3,4.8,16.5
21229,2017-11-20,8.6,7.1,16.3
21229,2017-11-21,5.5,10.1,16.1
21229,2017-11-22,7.3,12.1,16.1
21229,2017-11-23,10.5,7.1,16.1
21229,2017-11-24,9.4,6.2,16
21229,2017-11-25,9.8,8.7,15.7
21229,2017-11-26,7.4,9.8,15.7
21229,2017-11-27,4.7,11.1,15.6
21229,2017-11-28,9,15.3,15.6
21229,2017-11-29,6.4,12.3,15.5
21229,2017-11-30,7.1,8.1,
21229,2017-12-01,10.7,5.8,15.4
21229,2017-12-02,4.8,7.2,15.3
21229,2017-12-03,5.5,10.9,15.2
21229,2017-12-04,8,9,15
21229,2017-12-05,11.3,3.5,14.5
21229,2017-12-06,8.1,5.1,14.5
21229,2017-12-07,9.2,7.6,14.4
21229,2017-12-08,8.2,4.1,14.2
21229,2017-12-09,5.8,5.5,14
21229,2017-12-10,8.5,9.1,14.3
21229,2017-12-11,12.8,1.5,14.1
21229,2017-12-12,11.5,.4,13.9
21229,2017-12-13,9.7,2.8,13.7
21229,2017-12-14,5.6,4.6,13.6
21229,2017-12-15,6.1,7.7,13.6
21229,2017-12-16,10.2,3.9,12.9
21229,2017-12-17,8.6,1.4,12.9
21229,2017-12-18,8.9,5.4,12.4
21229,2017-12-19,9.1,3.1,12.5
21229,2017-12-20,6.4,4.9,12.4
21229,2017-12-21,4.7,6.9,12.4
21229,2017-12-22,3.8,8.4,12.8
21229,2017-12-23,4.2,10,13
21229,2017-12-24,7,,
21229,2017-12-25,9.8,5.1,12.6
21229,2017-12-26,12.6,3.1,12.4
21229,2017-12-27,11.4,2.2,12.2
21229,2017-12-28,5.3,4.4,11.9
21229,2017-12-29,6.1,6.6,12.1
21229,2017-12-30,4.3,6.6,13.2
21229,2017-12-31,10.2,7.3,12.9
21229,2018-01-01,9.5,5,13
21229,2018-01-02,10,5.9,13
21229,2018-01-03,6.5,2.7,12.7
21229,2018-01-04,6.2,3.5,12.5
21229,2018-01-05,3.6,5.1,12.4
21229,2018-01-06,5.6,5.5,12.1
21229,2018-01-07,4.7,7.8,11.8
21229,2018-01-08,5.9,9.3,11.5
21229,2018-01-09,11.5,3.6,10.3
21229,2018-01-10,10.5,.4,10
21229,2018-01-11,8.7,-1.5,11
21229,2018-01-12,7,-.5,10.7
21229,2018-01-13,7,2,10.6
21229,2018-01-14,6.4,6.1,12.2
21229,2018-01-15,8.3,9.3,10.9
21229,2018-01-16,5.7,9.6,10.9
21229,2018-01-17,4.6,7.7,10.9
21229,2018-01-18,6.7,7.9,10
21229,2018-01-19,3.2,7.3,10.2
21229,2018-01-20,6.7,7.2,10.7
21229,2018-01-21,5.8,4.9,10.9
21229,2018-01-22,3.9,6.3,10.5
21229,2018-01-23,12.8,-.2,10.3
21229,2018-01-24,13.7,-5.1,9.9
21229,2018-01-25,9.3,-2.3,9.8
21229,2018-01-26,10.8,-2,9.5
21229,2018-01-27,5.7,1.7,9.5
21229,2018-01-28,8.3,3.6,9.7
21229,2018-01-29,10.7,-1.3,9.9
21229,2018-01-30,8.3,.6,9.8
21229,2018-01-31,6.3,2.7,9.5
21229,2018-02-01,2.3,3.6,9.8
21229,2018-02-02,6.8,4.4,10.2
21229,2018-02-03,8.4,1.7,10.2
21229,2018-02-04,9.7,-.6,10
21229,2018-02-05,11,-1.9,9.7
21229,2018-02-06,8.7,-2.2,9.3
21229,2018-02-07,7.2,-.9,9.6
21229,2018-02-08,5.4,2.8,9.8
21229,2018-02-09,7.5,7.7,9.7
21229,2018-02-10,5.8,7.3,9.8
21229,2018-02-11,12.8,-.7,9.7
21229,2018-02-12,9.7,-1.1,9.6
21229,2018-02-13,9.7,1.8,9.4
21229,2018-02-14,10.7,7.8,9.3
21229,2018-02-15,3.5,3.8,9.3
21229,2018-02-16,3.9,5.3,9.4
21229,2018-02-18,3.8,3.5,9.2
21229,2018-02-19,2.6,5.2,9.2
21229,2018-02-20,7.6,5.8,9.2
21229,2018-02-21,6.2,2.4,9.1
21229,2018-02-22,5.3,4.3,9
21229,2018-02-23,8.7,6.9,9
21229,2018-02-24,8.9,4.2,8.9
21229,2018-02-25,7.5,4.8,8.9
21229,2018-02-26,5.2,6,9.4
21229,2018-02-27,6.4,7.3,10.3
21229,2018-02-28,10.4,7.1,10.6
21229,2018-03-01,14.1,6.1,10.9
21229,2018-03-02,7.9,4.7,10.9
21229,2018-03-03,7.9,10,10.6
21229,2018-03-04,6.4,10.4,10.4
21229,2018-03-05,10.4,4.4,10.3
21229,2018-03-06,4.5,3.6,10.4
21229,2018-03-07,8.1,5,10.1
21229,2018-03-08,10.9,5.8,9.6
21229,2018-03-09,8.9,1.6,8.8
21229,2018-03-10,5.4,5.6,9.1
21229,2018-03-11,6.3,6,9
21229,2018-03-12,6.1,8.5,9.3
21229,2018-03-13,9.4,11,9.5
21229,2018-03-14,4.2,11.2,10.1
21229,2018-03-15,9.1,9.9,10.2
21229,2018-03-16,10,2.4,9.7
21229,2018-03-17,5,4.7,9.5
21229,2018-03-18,5,9.3,9.4
21229,2018-03-19,8.7,7.3,9.2
21229,2018-03-20,11.6,3.8,8.9
21229,2018-03-21,11.8,4.2,8.5
21229,2018-03-22,9.4,5.6,8.6
21229,2018-03-23,2.7,7.7,9.2
21229,2018-03-24,4.3,10.1,9.7
21229,2018-03-25,5.3,11.1,9.9
21229,2018-03-26,2.9,11.4,10.7
21229,2018-03-27,3.9,12.2,11.1
21229,2018-03-28,6,13.2,12.1
21229,2018-03-29,5.7,11.3,12.1
21229,2018-03-30,5.8,9.9,12.1
21229,2018-03-31,7,11.5,11.8
21229,2018-04-01,3.6,13,12
21229,2018-04-02,4.6,13.7,12.1
21229,2018-04-03,5.1,12.4,12.1
21229,2018-04-04,7.9,7.5,11.8
21229,2018-04-05,7.6,7.6,11.5
21229,2018-04-06,7.5,8.9,11.3
21229,2018-04-07,9,6.3,11.4
21229,2018-04-08,8.1,7.6,11.6
21229,2018-04-09,5.2,9.5,11.6
21229,2018-04-10,10.4,12.7,11.6
21229,2018-04-11,7.6,13.7,11.6
21229,2018-04-12,4.8,13,11.6
21229,2018-04-13,4.6,10.6,11.6
21229,2018-04-14,7.1,10.4,12.3
21229,2018-04-15,5.6,10.5,12
21229,2018-04-16,4.8,11.1,12.3
21229,2018-04-17,4.7,11.8,12.3
21229,2018-04-18,2.7,13.4,12.1
21229,2018-04-19,4.2,13.4,12
21229,2018-04-20,2.4,14.1,12.3
21229,2018-04-21,3.9,15.2,13
21229,2018-04-22,6.5,13.1,13
21229,2018-04-23,9.3,11.4,12.3
21229,2018-04-24,10.8,10.6,11.5
21229,2018-04-25,7.3,10.4,11
21229,2018-04-26,5.3,12.1,11.7
21229,2018-04-27,5.5,12.2,11.9
21229,2018-04-28,5.7,12.8,12
21229,2018-04-29,6.4,14.1,12.3
21229,2018-04-30,4.5,14,12.9
21229,2018-05-01,2.8,13.5,13.8
21229,2018-05-02,3.7,13.5,13.5
21229,2018-05-03,8.5,11.4,13.1
21229,2018-05-04,6.5,14.1,13.7
21229,2018-05-05,8.1,15.2,13.8
21229,2018-05-06,6.2,13.9,13.6
21229,2018-05-07,4.8,13.6,14.1
21229,2018-05-08,8.1,11.8,13.7
21229,2018-05-09,7.2,10.4,13.5
21229,2018-05-10,5.3,12.2,14
21229,2018-05-11,4.9,15.2,14.5
21229,2018-05-12,5.6,15.7,14.3
21229,2018-05-13,5.4,14.8,14.2
21229,2018-05-14,3.7,15.2,14.8
21229,2018-05-15,3.9,16.7,15.6
21229,2018-05-16,7.4,17.4,15.3
21229,2018-05-17,4.2,17.3,15.4
21229,2018-05-18,8.9,13.6,14.8
21229,2018-05-19,7.9,13.7,14.4
21229,2018-05-20,7,13.5,14.4
21229,2018-05-21,3.8,14.5,14.8
21229,2018-05-22,2.9,15.3,15.3
21229,2018-05-23,4.4,15.3,15.4
21229,2018-05-24,6,16.6,15.2
21229,2018-05-25,2.9,17.8,16.3
21229,2018-05-26,3.9,15.9,16.1
21229,2018-05-27,2.4,16.1,16.3
21229,2018-05-28,3.3,16.5,16.6
21229,2018-05-29,2.2,17,17.1
21229,2018-05-30,2.8,18.5,17.3
21229,2018-05-31,4.8,17.4,17.8
21229,2018-06-01,3.5,18.7,18.5
21229,2018-06-02,4.7,18.9,18.3
21229,2018-06-03,4.1,19.5,18.5
21229,2018-06-04,4.2,19.7,19
21229,2018-06-05,3.2,19.9,19.4
21229,2018-06-06,3.9,19.7,19.6
21229,2018-06-07,6,20,19.7
21229,2018-06-08,5.5,20,19.8
21229,2018-06-09,6.3,17.5,19.4
21229,2018-06-10,7.4,17.9,19
21229,2018-06-11,7,16.8,18.8
21229,2018-06-12,7.1,17.2,18.4
21229,2018-06-13,4.6,17.9,18.6
21229,2018-06-14,7,17.7,18.5
21229,2018-06-15,7.6,16.7,18.3
21229,2018-06-16,3.7,16.2,18.5
21229,2018-06-17,3.9,17.9,18.3
21229,2018-06-18,2.5,19.5,19.1
21229,2018-06-19,4.5,19.9,19.2
21229,2018-06-20,5.3,19.7,19.4
21229,2018-06-21,5.1,20.8,19.5
21229,2018-06-22,3.6,21.1,20.2
21229,2018-06-23,4.3,21.1,19.8
21229,2018-06-24,3.9,21.6,20.1
21229,2018-06-25,2,21.7,21
21229,2018-06-26,7.1,22,20.5
21229,2018-06-27,,21.7,20.5
21229,2018-06-28,,21.2,21.1
21229,2018-06-29,,21.5,21
21229,2018-06-30,,21.9,21.3
21229,2018-07-01,,22.3,21.5
21229,2018-07-02,,22.5,21.3
21229,2018-07-03,,22.4,21.7
21229,2018-07-04,,22,21.6
21229,2018-07-05,,20.6,21.6
21229,2018-07-06,,19.2,21
21229,2018-07-07,,19.1,20.8
21229,2018-07-08,,19.5,21
21229,2018-07-09,,19.7,20.8
21229,2018-07-10,,21.6,21.2
21229,2018-07-13,3.2,24.3,22.7
21229,2018-07-14,2.6,24.1,23.4
21229,2018-07-15,2.4,24.6,23.6
21229,2018-07-16,2.4,25,24.3
21229,2018-07-17,2.7,25.5,24.8
21229,2018-07-18,2.2,25.9,25.4
21229,2018-07-19,2.8,26.2,26.3
21229,2018-07-20,3.6,26.3,25.7
21229,2018-07-21,4.2,26.4,25.2
21229,2018-07-22,4.4,26.5,25.6
21229,2018-07-23,3.3,27.3,26.3
21229,2018-07-24,2.4,27.8,27.7
21229,2018-07-25,4.8,27.4,27
21229,2018-07-26,3.7,27.4,27.2
21229,2018-07-27,3,27.8,28.4
21229,2018-07-28,5.2,27.6,27.8
21229,2018-07-29,9.8,26.6,26.4
21229,2018-07-30,3.2,26.9,26.2
21229,2018-07-31,3,27.1,26.7
21229,2018-08-01,1.7,,
21229,2018-08-02,1.8,27.9,28.3
21229,2018-08-03,3.5,28,28.3
21229,2018-08-04,4.4,28.7,28.3
21229,2018-08-05,3.9,28.8,28.2
21229,2018-08-06,6.3,26.9,27.8
21229,2018-08-07,4.1,25.9,27.4
21229,2018-08-08,3.5,26,27.4
21229,2018-08-09,4.1,26.1,27.1
21229,2018-08-10,3.1,26.1,26.8
21229,2018-08-11,5,26.3,27.1
21229,2018-08-12,5.1,27,27.4
21229,2018-08-13,2.6,27.9,27.7
21229,2018-08-14,3.3,28.2,28
21229,2018-08-15,3,28.6,28.5
21229,2018-08-16,7.7,25.7,28
21229,2018-08-17,6.1,24.4,27.1
21229,2018-08-18,4.5,24.5,26.8
21229,2018-08-19,2.3,25.1,26.5
21229,2018-08-20,3.6,26.5,26.7
21229,2018-08-21,7.5,27.4,26.6
21229,2018-08-22,2.7,27.9,27.3
21229,2018-08-23,8,28.2,26.9
21229,2018-08-24,10.3,26.9,26.4
21229,2018-08-25,5.6,26,25.8
21229,2018-08-26,5.3,23.7,25.6
21229,2018-08-27,3,25.2,25.7
21229,2018-08-28,2.8,24.8,25.9
21229,2018-08-29,6.3,26.1,26.1
21229,2018-08-30,7.8,26.7,26.2
21229,2018-08-31,3.7,24.3,25.6
21229,2018-09-01,7,23.6,25.7
21229,2018-09-02,2.9,23.9,25.7
21229,2018-09-03,6.4,26,25.1
21229,2018-09-04,4.4,23.7,24.9
21229,2018-09-05,7.5,25.2,24.9
21229,2018-09-06,6.1,25.2,24.8
21229,2018-09-07,9.1,24.2,24.3
21229,2018-09-08,3.3,23.5,24.8
21229,2018-09-09,9.1,23.1,24.3
21229,2018-09-10,8.1,21.3,24
21229,2018-09-11,6.8,21.1,23.9
21229,2018-09-12,4.8,22.5,23.7
21229,2018-09-13,4,22.5,23.8
21229,2018-09-14,5.5,22.7,23.8
21229,2018-09-15,3.4,22.9,23.5
21229,2018-09-16,2.8,23.4,23.3
21229,2018-09-17,3.4,23.5,23.6
21229,2018-09-18,1.1,22.9,24
21229,2018-09-19,1.9,23.4,23.9
21229,2018-09-20,6.2,23.5,23.6
21229,2018-09-21,7.5,22.2,23.2
21229,2018-09-22,3.6,22.8,23.1
21229,2018-09-23,3.8,23,23.2
21229,2018-09-24,5.4,21.5,23
21229,2018-09-25,6.6,20.4,22.8
21229,2018-09-26,7,19.9,22.5
21229,2018-09-27,6.7,20,22.3
21229,2018-09-28,5.2,20.4,22
21229,2018-09-29,5.1,21.2,22
21229,2018-09-30,5,20.5,22
21229,2018-10-01,10.5,19.5,21.7
21229,2018-10-02,3.8,19.7,21.5
21229,2018-10-03,2.2,20.9,21.7
21229,2018-10-04,6.2,21.5,21.7
21229,2018-10-05,9,20.4,21.7
21229,2018-10-06,12.6,22,21.6
21229,2018-10-07,5,20.8,21.7
21229,2018-10-08,7.3,19.4,21.3
21229,2018-10-09,3,19.4,21.2
21229,2018-10-10,7.5,19.6,21
21229,2018-10-11,7.9,15.7,20.9
21229,2018-10-12,5.1,16.4,20.8
21229,2018-10-14,2.2,18.3,20.7
21229,2018-10-15,3.8,18.7,20.8
21229,2018-10-16,4.1,17.7,20.7
21229,2018-10-17,8.7,15.8,20.6
21229,2018-10-18,11.7,15.9,20.4
21229,2018-10-19,9.2,16.2,20.3
21229,2018-10-20,3.6,17,20.1
21229,2018-10-21,2,17.5,20.3
21229,2018-10-22,4.3,18.8,20.2
21229,2018-10-23,6.8,19.2,20
21229,2018-10-24,4.6,17.3,20
21229,2018-10-25,1.9,17.6,20.5
21229,2018-10-26,7.5,18.2,20.4
21229,2018-10-27,10.6,14.8,20.1
21229,2018-10-28,9.7,14.3,19.6
21229,2018-10-29,8,13.2,19.3
21229,2018-10-30,7,12,18.7
21229,2018-10-31,7,12.3,18.6
21229,2018-11-01,3.5,14.6,18.8
21229,2018-11-02,1.8,15.7,19.5
21229,2018-11-03,4.4,16.8,19.7
21229,2018-11-04,4.3,17.3,20.2
21229,2018-11-05,2.7,17.2,19.9
21229,2018-11-06,5.2,15.2,19.9
21229,2018-11-07,8.1,16,19.5
21229,2018-11-08,10.8,17.7,19.3
21229,2018-11-09,12.1,17.4,19.1
21229,2018-11-10,6.5,16.3,18.7
21229,2018-11-11,4.2,16.4,18.5
21229,2018-11-12,6.9,13.6,18.3
21229,2018-11-13,5.7,12.2,18.1
21229,2018-11-14,7.5,11.6,18
21229,2018-11-15,3.4,12.7,18.3
21229,2018-11-16,5.7,15.1,18.8
21229,2018-11-17,7.9,12.1,18.3
21229,2018-11-18,5.6,13,19
21229,2018-11-19,7.3,12.7,19
21229,2018-11-20,6.2,12.5,17.9
21229,2018-11-21,6.9,13.1,18.6
21229,2018-11-22,10.6,9.4,17.7
21229,2018-11-23,6.7,7.1,17.3
21229,2018-11-24,5.2,10.1,17.6
21229,2018-11-25,4.2,11.8,16.5
21229,2018-11-26,4.4,13.9,17.4
21229,2018-11-27,6,15.2,17.8
21229,2018-11-28,6.8,11.5,17.4
21229,2018-11-29,6.7,11.4,17.2
21229,2018-11-30,5.1,10.8,17
21229,2018-12-01,7.4,10.7,17.4
21229,2018-12-02,7.6,13.9,17.4
21229,2018-12-03,7.8,17.5,17.9
21229,2018-12-04,6.9,13.4,17.6
21229,2018-12-05,9.6,9.6,17.5
21229,2018-12-06,9.6,11.3,17.6
21229,2018-12-07,11.7,3.9,17.5
21229,2018-12-08,9.7,1.7,17.2
21229,2018-12-09,7.3,2.6,16.7
21229,2018-12-10,3.9,6.1,16.5
21229,2018-12-11,5,8.1,16.5
21229,2018-12-12,8.3,6,16.7
21229,2018-12-13,8.3,5.7,16.5
21229,2018-12-14,6.2,4.3,16.4
21229,2018-12-15,5.5,7.3,16
21229,2018-12-16,7.3,10.2,16
21229,2018-12-17,8.5,8.6,15.8
21229,2018-12-18,8,8,15.7
21229,2018-12-19,8.9,10.9,14.6
21229,2018-12-20,4.7,10.1,14.2
21229,2018-12-21,4.5,12.2,14.9
21229,2018-12-22,5.9,11.6,14.5
21229,2018-12-23,6.7,8.9,14
21229,2018-12-24,4.9,6.2,13.7
21229,2018-12-25,4.4,7.8,13.9
21229,2018-12-26,8.4,7.5,13.8
21229,2018-12-27,12.4,1.6,13.5
21229,2018-12-28,9.3,1.8,13.6
21229,2018-12-29,10.9,1.6,13.8
21229,2018-12-30,8.1,3.6,13.5
21229,2018-12-31,3.7,5.6,13.4
21229,2019-01-01,6.2,6,13.6
21229,2019-01-02,6.7,5.2,13.4
21229,2019-01-03,5.4,6.2,13.5
21229,2019-01-04,5,8.5,13.7
21229,2019-01-05,8.7,6.4,14.3
21229,2019-01-06,4.4,5.3,14.3
21229,2019-01-07,5.7,7.1,13.3
21229,2019-01-08,9.3,5.6,13.3
21229,2019-01-09,8.1,4.3,13
21229,2019-01-10,7.2,8.9,12.9
21229,2019-01-11,5.8,7.6,13
21229,2019-01-12,6.5,8.6,13.2
21229,2019-01-13,5.5,8.2,13.3
21229,2019-01-14,3.9,8.6,13.7
21229,2019-01-15,10.4,7.4,13.2
21229,2019-01-16,7.8,3.9,13.1
21229,2019-01-17,8.9,6,13.2
21229,2019-01-18,3,6.4,13.2
21229,2019-01-19,1.4,8.7,13.2
21229,2019-01-20,8.8,6.5,12.9
21229,2019-01-21,8.1,5.9,12.8
21229,2019-01-22,7.4,7.3,12.7
21229,2019-01-23,8.6,7.8,12.8
21229,2019-01-24,3.5,5.3,12.6
21229,2019-01-25,9,4.5,13.6
21229,2019-01-26,11.2,3.2,13.5
21229,2019-01-27,7.2,7.8,13.4
21229,2019-01-28,11,6.4,13.3
21229,2019-01-29,4.5,6.2,13.7
21229,2019-01-30,5.8,10.5,13.1
21229,2019-01-31,10.3,4.4,12.3
21229,2019-02-01,6.3,4.8,12.2
21229,2019-02-02,4.6,8,12.9
21229,2019-02-03,9,10.8,13.1
21229,2019-02-04,9,7.3,13.1
21229,2019-02-05,6.2,9.2,12.9
21229,2019-02-06,5.7,11.4,12.9
21229,2019-02-07,6.9,6.5,12.9
21229,2019-02-08,6.4,1.4,12.9
21229,2019-02-09,10.1,2.9,12.8
21229,2019-02-10,6.4,2.3,12.6
21229,2019-02-11,9.8,4.1,12.5
21229,2019-02-12,6.5,4,12.2
21229,2019-02-13,7.6,3.1,12.1
21229,2019-02-14,6.1,2.8,11.9
21229,2019-02-15,8.7,7.1,12.2
21229,2019-02-16,7.1,3.7,12
21229,2019-02-17,5,5.4,12.2
21229,2019-02-18,2.9,8.8,12.4
21229,2019-02-19,5.9,8.4,12.1
21229,2019-02-20,8.6,6.8,12
21229,2019-02-21,2.4,7.2,12
21229,2019-02-22,3.6,8.9,11.8
21229,2019-02-23,6.7,8,11.8
21229,2019-02-24,6.6,9.2,11.7
21229,2019-02-25,6.9,8.9,11.7
21229,2019-02-26,4.5,8.5,11.6
21229,2019-02-27,7.4,9.2,11.8
21229,2019-02-28,4.3,9.3,11.8
21229,2019-03-01,1.3,9.4,12
21229,2019-03-02,2.7,10.1,12.3
21229,2019-03-03,4.9,10.4,12
21229,2019-03-04,5.5,10.4,11.8
21229,2019-03-05,5.6,11.4,12
21229,2019-03-06,5.5,11.4,12.7
21229,2019-03-07,10,7.5,12
21229,2019-03-08,5.7,8.7,11.7
21229,2019-03-09,9.5,12.1,11.6
21229,2019-03-10,5.3,11,12
21229,2019-03-11,6.9,9.9,12
21229,2019-03-12,8.4,10.3,12
21229,2019-03-13,12.3,6.4,11.6
21229,2019-03-14,6.4,7.7,12
21229,2019-03-15,6.8,8.8,12
21229,2019-03-16,6.2,8.4,12.1
21229,2019-03-17,6.2,8,12.2
21229,2019-03-18,9.3,11.5,12
21229,2019-03-19,3,13,12.5
21229,2019-03-20,5.8,13.3,12.8
21229,2019-03-21,7.9,12.6,12.7
21229,2019-03-22,6.1,6.5,11.9
21229,2019-03-23,5.9,5.8,11.9
21229,2019-03-24,6.3,7.9,11.8
21229,2019-03-25,7.2,11.2,11.9
21229,2019-03-26,5.4,11.9,11.8
21229,2019-03-27,6.9,12.1,12.6
21229,2019-03-28,6.5,7.2,12.1
21229,2019-03-29,5.6,10.3,12.3
21229,2019-03-30,5.4,9.8,12.1
21229,2019-03-31,9.1,6.5,12.1
21229,2019-04-01,7.6,6.2,11.5
21229,2019-04-02,4.3,6.7,11.7
21229,2019-04-03,5.3,8.7,11.8
21229,2019-04-04,8.7,12.2,11.6
21229,2019-04-05,8.1,12.4,11.6
21229,2019-04-06,4.2,11.4,11.6
21229,2019-04-07,6.7,10.9,11.7
21229,2019-04-08,7,9.8,11.7
21229,2019-04-09,3.1,9.6,11.8
21229,2019-04-10,8.9,7.6,11.6
21229,2019-04-11,2.9,9.4,12
21229,2019-04-12,3.4,11.2,12.1
21229,2019-04-13,7.7,12.2,12
21229,2019-04-14,8.6,12,11.9
21229,2019-04-15,7.2,11.8,12.4
21229,2019-04-16,5.8,13.4,13.2
21229,2019-04-17,3.9,13.8,13.6
21229,2019-04-18,6.4,14.2,13.4
21229,2019-04-19,6.2,9.9,12.3
21229,2019-04-20,5,11.2,12.4
21229,2019-04-21,2.9,13.2,13.2
21229,2019-04-22,3.1,13.3,13.3
21229,2019-04-23,4.3,14.4,13.8
21229,2019-04-24,4,14.3,13.9
21229,2019-04-25,8.5,11.9,13.6
21229,2019-04-26,9.6,9.9,13.6
21229,2019-04-27,5.5,11.4,13.5
21229,2019-04-28,6.2,13.2,13.4
21229,2019-04-29,4.4,13.2,13.2
21229,2019-04-30,3.3,13.4,13.7
21229,2019-05-01,3.2,14.1,14.7
21229,2019-05-02,5.3,14.9,14.6
21229,2019-05-03,4.2,15.2,14.7
21229,2019-05-04,4.7,14.8,15.1
21229,2019-05-05,5.5,15.8,15.1
21229,2019-05-06,7.2,13.3,15
21229,2019-05-07,8,14.5,14.8
21229,2019-05-08,7.4,16.4,15.5
21229,2019-05-09,4.7,17.1,15.7
21229,2019-05-10,2.4,17.5,16.7
21229,2019-05-11,2.1,17.6,17.3
21229,2019-05-12,3.1,16.6,17
21229,2019-05-13,4.1,16.3,16.8
21229,2019-05-14,3.2,17.2,17.1
21229,2019-05-15,3.8,17.7,16.9
21229,2019-05-16,3.3,17.7,16.6
21229,2019-05-17,3.5,18.4,16.8
21229,2019-05-18,3.2,18.4,17.2
21229,2019-05-19,4.1,18.5,17.5
21229,2019-05-20,8.1,18.3,16.6
21229,2019-05-21,7.8,17.4,16.3
21229,2019-05-22,6.6,18,16.3
21229,2019-05-23,4.2,18.5,16.9
21229,2019-05-24,3.5,18.7,17.5
21229,2019-05-25,3.4,18.8,17.7
21229,2019-05-26,4,19.7,18.1
21229,2019-05-27,11.1,18.4,17.1
21229,2019-05-28,6.4,16.9,16.2
21229,2019-05-29,5.5,16.9,16.5
21229,2019-05-30,4.4,18.4,17.1
21229,2019-05-31,7.7,17.8,17.1
21229,2019-06-01,5,18.1,17.5
21229,2019-06-02,4.2,18,17.7
21229,2019-06-03,4.1,18.5,18.1
21229,2019-06-04,4.1,19,18
21229,2019-06-05,4.9,17.8,18.3
21229,2019-06-06,4.1,18.3,18.3
21229,2019-06-07,10.2,17.5,18.1
21229,2019-06-08,5.6,16.7,17.6
21229,2019-06-10,6.8,17,18
21229,2019-06-11,7.4,16.6,18
21229,2019-06-12,3.5,16.6,18.1
21229,2019-06-13,4.2,17.3,18.2
21229,2019-06-14,3.6,18.9,18.2
21229,2019-06-15,6.4,18,18.1
21229,2019-06-16,6.8,16.8,18
21229,2019-06-17,5.6,18,18.2
21229,2019-06-18,3.8,19.8,19.1
21229,2019-06-19,1.9,20.2,19.7
21229,2019-06-20,3.3,20.9,20.2
21229,2019-06-21,5.8,20.1,20
21229,2019-06-22,7.5,17.8,19.4
21229,2019-06-23,6.7,17.5,19.4
21229,2019-06-24,2.8,18.2,19.8
21229,2019-06-25,4.1,19.1,20
21229,2019-06-26,4.2,20.3,20.2
21229,2019-06-27,6.2,20.6,20.4
21229,2019-06-28,5.2,19.9,20.7
21229,2019-06-29,3.9,20.1,20.5
21229,2019-06-30,4.7,20.8,21
21229,2019-07-01,3.1,21.6,21.3
21229,2019-07-02,3,22.5,22.1
21229,2019-07-03,4.3,21.6,21.8
21229,2019-07-04,3.7,21.9,22.4
21229,2019-07-05,4.4,22.2,22.5
21229,2019-07-06,5.6,21.9,22.5
21229,2019-07-07,6.8,21,22.3
21229,2019-07-08,7.2,20.8,22.2
21229,2019-07-09,6.9,20.5,22.1
21229,2019-07-10,7.2,21.8,22.1
21229,2019-07-11,8.5,21.7,21.8
21229,2019-07-12,6.5,20.7,21.6
21229,2019-07-13,3.4,21.8,21.7
21229,2019-07-14,1.6,22,22.2
21229,2019-07-15,2.9,22,22.7
21229,2019-07-16,2.8,21.3,22.9
21229,2019-07-17,2.7,22,23
