,날짜,종가
328,2020-03-09,4.3152739120115646e-05
323,2020-03-16,4.30551967622492e-05
318,2020-03-23,4.247186239116585e-05
313,2020-03-30,4.229671143068626e-05
309,2020-04-06,4.2643923240938166e-05
304,2020-04-13,4.267486023983272e-05
299,2020-04-20,4.2642104814293634e-05
294,2020-04-27,4.263210623920875e-05
291,2020-05-04,4.265119849867781e-05
286,2020-05-11,4.287337349139317e-05
281,2020-05-18,4.284581931917993e-05
276,2020-05-25,4.289452236949342e-05
271,2020-06-01,4.298302170642596e-05
266,2020-06-08,4.299688272600237e-05
261,2020-06-15,4.306168586500161e-05
256,2020-06-22,4.308023694130317e-05
251,2020-06-29,4.310251934225556e-05
246,2020-07-06,4.3098804008188775e-05
241,2020-07-13,4.3140638481449525e-05
236,2020-07-20,4.31238949501919e-05
231,2020-07-27,4.313784699005673e-05
226,2020-08-03,4.31452917700356e-05
221,2020-08-10,4.315925766076824e-05
216,2020-08-17,4.315180806075775e-05
211,2020-08-24,4.31462225482159e-05
206,2020-08-31,4.315180806075775e-05
202,2020-09-07,4.315180806075775e-05
197,2020-09-14,4.314994606256742e-05
192,2020-09-21,4.314436103201312e-05
187,2020-09-28,4.312575470070726e-05
182,2020-10-05,4.309787527474896e-05
177,2020-10-12,4.314436103201312e-05
172,2020-10-19,4.314994606256742e-05
167,2020-10-26,4.314994606256742e-05
162,2020-11-02,4.31462225482159e-05
157,2020-11-09,4.315925766076824e-05
152,2020-11-16,4.314994606256742e-05
147,2020-11-23,4.31462225482159e-05
142,2020-11-30,4.32152117545376e-05
137,2020-12-07,4.323950361049855e-05
132,2020-12-14,4.324137334601747e-05
127,2020-12-21,4.325259515570934e-05
122,2020-12-28,4.324324324324324e-05
117,2021-01-04,4.334633723450368e-05
112,2021-01-11,4.338394793926248e-05
107,2021-01-18,4.334821622090251e-05
102,2021-01-25,4.336513443191674e-05
97,2021-02-01,4.339336081579519e-05
92,2021-02-08,4.3535045711798e-05
87,2021-02-22,4.344048653344917e-05
82,2021-03-01,4.344048653344917e-05
77,2021-03-08,4.343105320304018e-05
72,2021-03-15,4.332567913002037e-05
67,2021-03-22,4.3335066736002776e-05
62,2021-03-29,4.334633723450368e-05
57,2021-04-05,4.332943368430175e-05
52,2021-04-12,4.335197468244679e-05
47,2021-04-19,4.334070125254627e-05
43,2021-04-26,4.340277777777778e-05
35,2021-05-10,4.336513443191674e-05
30,2021-05-17,4.3391477913737744e-05
25,2021-05-24,4.337265787647467e-05
20,2021-05-31,4.340277777777778e-05
15,2021-06-07,4.347826086956522e-05
10,2021-06-14,4.3584379358437934e-05
5,2021-06-21,4.345181194055792e-05
0,2021-06-28,4.344048653344917e-05
