날짜,종가,오픈,고가,저가,변동 %
2017년 09월 28일,172.06,172.54,172.94,171.78,-0.25%
2017년 09월 27일,172.49,171.31,172.53,171.25,0.68%
2017년 09월 26일,171.32,171.41,172.12,171.15,-0.04%
2017년 09월 25일,171.39,171.91,172.05,170.75,-0.31%
2017년 09월 22일,171.92,171.82,173.15,171.48,0.02%
2017년 09월 21일,171.89,172.11,172.55,171.66,-0.15%
2017년 09월 20일,172.14,171.84,172.47,171.22,0.19%
2017년 09월 19일,171.81,171.92,172.06,171.29,-0.03%
2017년 09월 18일,171.87,173,173.28,171.31,-0.62%
2017년 09월 15일,172.94,172.98,173.51,172.56,-0.05%
2017년 09월 14일,173.02,173.05,173.42,172.52,0.00%
2017년 09월 13일,173.02,172.73,173.17,172.44,0.18%
2017년 09월 12일,172.71,173.04,173.28,172.4,-0.23%
2017년 09월 11일,173.1,174.65,174.99,173.06,-0.89%
2017년 09월 08일,174.65,173.91,175.4,173.63,0.44%
2017년 09월 07일,173.88,173.69,174.19,172.96,0.13%
2017년 09월 06일,173.65,173.15,174.24,172.97,0.25%
2017년 09월 05일,173.21,173.54,173.81,172.37,-0.19%
2017년 09월 04일,173.54,171.02,173.69,170.68,1.48%
2017년 09월 01일,171.01,170.76,171.28,170.43,0.19%
2017년 08월 31일,170.69,170.44,171.14,170.29,0.13%
2017년 08월 30일,170.47,170.57,170.91,170.21,0.00%
2017년 08월 29일,170.47,169.31,171,169.31,0.72%
2017년 08월 28일,169.25,168.63,169.43,168.49,0.35%
2017년 08월 25일,168.66,169.38,169.94,168.5,-0.41%
2017년 08월 24일,169.35,169.33,169.69,169.1,0.01%
2017년 08월 23일,169.34,169.96,170.25,169.18,-0.37%
2017년 08월 22일,169.97,170.84,171,169.94,-0.51%
2017년 08월 21일,170.84,170.88,171.03,170.46,-0.01%
2017년 08월 18일,170.85,171.07,171.49,170.62,-0.18%
