"국가별","항목","단위","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월",
"모로코","CPI 기반 실질 환율 지수","","97.76856","98.32212","98.6648","99.13438","98.36119","98.4954","98.60116","98.92194","98.48868","98.80602","98.75708","99.79971","99.87039","99.65878","99.19163","98.68664","98.12666","98.2653","98.30481","98.17312","97.82355","97.82236","98.12973","98.66621","98.75641","98.16186","97.42619","97.79112","97.94909","98.70962","98.94889","99.46992","100.50702","100.63237","100.29915","101.22125","100.40266","99.5374","99.84384","99.15658","99.45089","100.03543","99.9476","100.0768","100.99771","100.21139","100.38354","100.51308","100.1205","99.84599","100.64919","101.53342","98.5375","100.67592","98.97806","99.23867","101.66688","101.95616","102.40714","101.57277","100.41123","100.36647","100.3488","100.70661","100.59153","98.91089","",
"모잠비크","SDR 비율(자국화폐/SDR, 기말)","Meticais Novos/SDR","63.60503","65.78066","67.25621","71.68075","76.02558","81.52128","89.02243","95.73918","103.23711","110.3949","105.91002","100.02951","95.91807","95.98765","94.43401","92.03503","88.6641","82.93465","84.13721","86.11199","86.82452","86.63503","85.30657","85.78849","84.0524","88.0685","89.3269","89.58713","85.83796","84.94241","83.43789","81.69303","83.98521","84.60801","83.82595","85.02686","85.49196","86.91328","87.6391","88.73698","89.36762","85.72924","86.37384","84.47814","83.93392","84.44318","86.6395","87.97545","85.00229","87.97343","89.63406","91.07299","92.68305","95.10834","96.45002","100.14413","101.60834","101.75356","103.3885","106.14154","107.87611","108.42033","107.71507","96.14335","82.69851","88.13914","90.56364",
"모잠비크","USD 비율(자국화폐/US$, 기말)","Meticais Novos/US$","45.9","47.65","48.69","50.88","53.64","58.11","63.64","68.71","74.04","79.09","77.09","73.89","71.35","70.64","69.75","67.83","64.67","59.91","60.47","61.17","61.43","61.3","60.73","60.61","59.02","60.44","61.78","61.62","59.69","59.96","59.32","58.15","59.93","60.64","60.65","61.47","61.47","62.05","62.69","63.92","64.49","62.23","62.13","61.42","61.34","61.94","62.81","64.08","61.47","63.89","65.27","66.73","67.83","69.32","70.11","70.87","71.61","72.29","73.24","74.22","74.9","75.25","74.84","67.84","57.59","61.01","63.49",
"모잠비크","USD 비율(자국화폐/US$, 평균)","Meticais Novos/US$","50.23545","46.3165","48.9635","50.43773","52.7585","55.5081","61.07636","66.3081","71.76913","76.8925","78.012","75.95476","72.67762","70.78381","70.26","68.74478","65.91556","61.64773","60.44","60.85","61.34","61.35","61.11","60.8","59.77","59.22909","61.524","62.0419","60.59476","59.99818","59.44","58.77727","58.72609","60.4375","60.55524","61.06045","61.53","61.73","62.44","63.09","64.37","63.33","62.11","61.98","60.86","61.73","62.32","63.47","63.15","62.65","64.58","66.06","67.31","68.53","69.73","70.46","71.24","71.91","72.8","73.71","74.6","75.05","75.13","72.59","58.5","59.22","62.53",
"나미비아","SDR 비율(자국화폐/SDR, 기말)","Nam$/SDR","21.54118","22.22724","22.28392","21.0558","20.13062","22.16317","20.84243","19.73856","20.17425","19.39392","18.88198","18.83354","18.31511","18.36375","17.59912","18.34805","18.25436","18.13398","18.14063","18.57278","18.40841","19.15298","19.74265","19.34778","17.6493","17.41946","16.95787","17.08843","17.69399","17.72762","19.0445","18.48124","20.61428","19.6805","20.24594","18.90482","20.0703","18.69812","19.49023","20.2611","19.61459","20.37919","19.70048","19.51181","20.96384","20.67351","20.66237","20.22879","19.53027","20.39568","21.48347","24.51478","24.76884","24.06054","23.81976","23.71425","23.52103","23.88738","23.09577","21.82509","21.05925","21.99989","21.66175","21.15551","20.57095","19.90744","20.3975",
"나미비아","USD 비율(자국화폐/US$, 기말)","Nam$/US$","15.545","16.1009","16.1324","14.9457","14.2032","15.79835","14.89975","14.16595","14.46865","13.89435","13.74385","13.912","13.62395","13.5144","12.9989","13.52255","13.3144","13.09955","13.0378","13.19325","13.0243","13.552","14.05485","13.6693","12.393","11.9547","11.72835","11.7538","12.30405","12.51375","13.53965","13.15515","14.7099","14.10535","14.6484","13.6672","14.43085","13.34915","13.94175","14.5947","14.1544","14.79305","14.17085","14.1861","15.32065","15.16425","14.97935","14.73435","14.12345","14.8122","15.6439","17.9622","18.12705","17.5366","17.3147","16.7821","16.5768","16.9706","16.36095","15.2613","14.62175","15.2692","15.0505","14.9276","14.3253","13.77995","14.29975",
"나미비아","USD 비율(자국화폐/US$, 평균)","Nam$/US$","14.926","16.3801","15.7694","15.4224","14.6322","15.3563","15.0564","14.4232","13.7349","14.037","13.9435","13.9137","13.8361","13.5629","13.1955","12.9382","13.4662","13.2679","12.8967","13.1379","13.2309","13.1345","13.6756","14.0782","13.1703","12.2041","11.822","11.8356","12.0841","12.5294","13.2855","13.4145","14.089","14.7797","14.4963","14.0866","14.1805","13.8615","13.7956","14.3831","14.15739","14.437","14.5665","14.0466","15.1423","14.8485","14.9065","14.8036","14.4357","14.3972","15.0153","16.6611","18.576","18.1426","17.1332","16.7714","17.2308","16.7158","16.4613","15.5487","14.9058","15.1255","14.7521","14.9867","14.4079","14.0602","13.9167",
"니제르","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
"니제르","USD 비율(자국화폐/US$, 기말)","Cfa Francs/US$","602.51401","600.69322","602.45867","576.15898","575.2495","588.09127","590.84579","590.26096","589.2535","587.72243","599.2664","616.79079","622.29105","609.90888","619.00255","613.56","600.14364","584.57981","574.79583","559.35619","554.72051","555.61325","563.63379","553.59693","546.94989","526.57702","537.05338","532.38942","543.05572","560.69493","562.66684","558.92723","563.00489","566.65256","579.56971","577.47777","572.88821","570.99321","574.59443","583.85136","584.73614","588.24948","576.41213","588.24948","594.3793","602.40334","588.09127","597.30195","583.90333","593.51882","597.57402","598.71942","603.12339","589.04185","585.7805","553.64365","549.37772","560.26392","560.74286","547.54341","534.55872","540.50511","541.174","559.4516","542.92087","537.6256","551.96651",
"니제르","USD 비율(자국화폐/US$, 평균)","Cfa Francs/US$","603.05786","604.03144","591.3277","590.97","578.48662","579.92373","584.16806","592.63278","585.06267","585.04431","594.91581","607.42639","622.17863","617.9873","616.34743","613.92203","611.74801","593.2236","584.13968","569.84524","555.57846","550.55023","557.98282","558.832","554.19511","537.69171","531.2339","531.73385","534.32793","555.32033","561.68946","561.33177","567.97945","562.63306","571.18993","577.07827","576.19894","574.57384","577.87713","580.36574","583.68251","586.48278","580.83217","584.71574","589.55923","596.11294","593.48847","593.57509","590.23706","590.93289","601.51949","592.90676","603.90631","601.69329","582.83505","572.21897","554.57535","556.2536","557.06741","554.11579","539.00715","538.95743","542.20733","551.26667","547.58454","540.06434","544.49411",
"나이지리아","SDR 비율(자국화폐/SDR, 기말)","Naira/SDR","272.98892","271.95783","272.11899","277.5375","279.21401","276.36711","395.87285","436.12813","426.66875","426.07212","419.02396","412.89757","410.02119","414.78242","413.6142","415.67051","419.3276","422.77152","425.62546","430.27842","432.28521","432.11517","429.5529","433.11795","435.78508","445.44241","442.29682","444.37369","439.61575","433.42447","430.05958","429.74891","429.03509","427.4351","423.75985","424.37354","426.97301","429.66397","428.96885","426.12355","425.35884","422.86021","426.65592","422.04684","420.0801","418.53496","423.47281","421.4804","424.52745","422.72411","421.52865","492.69219","493.27115","495.29878","496.62611","538.37893","540.60573","536.28586","537.83477","544.86561","548.74229","548.94548","548.3624","539.95604","547.11115","585.04683","",
"나이지리아","USD 비율(자국화폐/US$, 기말)","Naira/US$","197","197","197","197","197","197","283","313","306","305.25","305","305","305","305.25","305.5","306.35","305.85","305.4","305.9","305.65","305.85","305.75","305.8","306","306","305.7","305.9","305.65","305.7","305.95","305.75","305.9","306.15","306.35","306.6","306.8","307","306.75","306.85","306.95","306.95","306.95","306.9","306.85","307","307","307","307","307","307","306.95","361","361","361","361","381","381","381","381","381","381","381","381","381","381","404.97","",
"나이지리아","USD 비율(자국화폐/US$, 평균)","Naira/US$","196.9865","197","197","197","197","197","231.7614","294.5722","309.7304","305.23","305.21","305.18","305.22","305.20238","305.3125","306.40217","306.05278","305.5381","305.715","305.8619","305.66739","305.88684","305.62381","305.90455","306.31389","305.77727","305.895","305.74286","305.61","305.82619","305.87105","305.81429","306.05714","306.2725","306.505","306.7119","306.92105","306.84545","306.76818","306.92381","306.9625","306.95","306.94706","306.93696","306.9325","306.91905","306.96364","306.95227","306.95","306.95909","306.955","326.625","361","361","361","377.19048","381","381","381","381","381","381","381","381","381","396.8211","",
"나이지리아","명목 환율 지수","","86.88603","88.18277","87.62224","86.89633","85.81832","86.31268","73.72581","58.49861","55.22556","56.16065","56.85917","57.66319","58.41112","58.28005","57.83046","57.58023","57.41467","57.057","56.57456","56.11408","55.4701","54.92146","55.51273","55.54516","55.08616","53.9667","53.42737","53.52223","53.66998","54.77785","55.42111","56.44636","57.31978","57.48149","57.84111","57.76599","57.52548","57.02607","56.90951","56.86152","57.01691","57.79117","57.66477","57.55159","58.64286","58.85698","58.59386","58.3072","58.12274","57.82216","58.55914","55.71797","51.13906","51.11871","50.41347","47.80287","46.77118","46.48608","46.21267","45.74338","45.08654","44.81945","44.79181","45.25374","45.28473","44.76544","",
"나이지리아","CPI 기반 실질 환율 지수","","124.40317","127.24916","128.99843","129.80772","130.13711","133.75674","115.68547","92.7905","88.57718","90.84988","92.81107","94.85782","97.099","97.36291","98.33505","99.11967","100.09431","100.78306","101.11621","101.37702","101.00805","100.80069","102.76665","103.57062","103.24924","101.6511","101.29521","102.15553","102.96766","105.57657","107.53493","110.44839","113.09582","114.28265","115.90935","116.98028","117.66054","117.57941","118.02021","118.28214","119.04837","121.26115","121.6817","122.34008","125.68934","127.43261","127.95223","128.38064","129.12173","129.13961","131.91856","126.72252","117.59298","118.78783","117.77966","112.63981","110.78992","111.0664","111.42206","111.26149","110.32151","110.23879","110.9852","112.71786","113.44155","112.81362","",
"르완다","SDR 비율(자국화폐/SDR, 기말)","Francs/SDR","1035.70458","1041.38336","1052.98465","1082.54587","1096.69124","1091.46345","1095.65781","1105.13685","1125.6838","1130.93532","1118.00191","1105.8956","1102.06862","1116.62395","1115.38056","1120.88082","1134.12865","1145.74218","1155.16025","1171.28569","1179.88094","1183.92524","1180.49818","1193.47096","1200.9344","1235.03466","1229.01362","1239.68032","1229.51544","1214.44924","1209.32078","1211.94563","1213.77112","1212.82478","1207.11809","1212.73238","1222.64608","1236.12412","1238.13556","1233.95593","1235.65331","1232.38119","1248.80399","1240.93907","1239.52372","1240.31737","1260.81189","1260.84521","1275.68071","1275.1729","1276.30149","1270.19508","1273.088","1280.85008","1289.13291","1333.4903","1347.83645","1346.78119","1359.7746","1384.94468","1400.62513","1405.06468","1406.11656","1387.84603","1410.33291","","",
"르완다","USD 비율(자국화폐/US$, 기말)","Francs/US$","747.40689","754.35415","762.30613","768.40622","773.7727","778.01697","783.25947","793.13351","807.32241","810.23373","813.77347","816.90517","819.78917","821.75483","823.83235","826.09141","827.21303","827.65665","830.22176","832.02748","834.78818","837.70525","840.4002","843.1932","843.27332","847.58453","850.00671","852.6794","854.98045","857.26757","859.76419","862.67623","866.12037","869.25214","873.3777","876.74245","879.10087","882.50609","885.66313","888.85671","891.67956","894.57318","898.28344","902.22723","905.86005","909.78643","914.03567","918.38074","922.51744","926.08412","929.38105","930.68337","931.70818","933.55143","937.07716","943.68442","949.90796","956.80992","963.25889","968.42949","972.47504","975.19638","976.96416","979.2822","982.13469","","",
"르완다","USD 비율(자국화폐/US$, 평균)","Francs/US$","744.11567","751.03073","758.96742","765.78653","771.28434","776.37424","780.19168","788.52","800.29188","808.89514","811.89802","815.23862","818.53966","820.77462","822.86069","825.01105","826.69172","827.97308","829.1078","831.16677","833.53077","836.2919","839.30055","841.85571","844.08742","846.40821","848.81528","851.42006","853.91407","856.04917","858.51606","861.29645","864.40242","867.67119","871.41502","875.14161","878.07143","880.82925","884.18841","887.33411","889.00683","893.20172","896.36449","900.37207","904.02395","907.97623","911.88787","916.30024","920.72094","924.47154","927.85853","929.97712","931.05413","932.68132","935.29152","940.42507","946.98042","953.3668","960.65788","966.01802","970.55423","973.85837","976.2737","977.99487","980.9833","","",
"상투메프린시페","SDR 비율(자국화폐/SDR, 기말)","Dobras/SDR","31.07304","31.02097","30.74888","30.48046","30.84436","30.85602","30.90322","30.74926","30.58864","30.46542","30.81789","31.3608","31.50878","31.31825","31.33123","30.96096","29.71784","30.35519","29.86857","29.40562","29.06012","29.39866","29.63727","29.32083","29.23688","28.74131","28.85643","29.01565","28.59559","28.52399","29.62608","29.71533","29.38544","29.23678","29.77666","29.7612","29.74889","30.02633","30.08122","29.87196","30.44943","30.3141","30.54448","29.61136","30.27847","30.53669","30.42949","30.56433","30.27904","30.58788","30.6872","30.30412","30.877","30.51425","29.86938","29.48155","29.17611","29.55062","29.54986","29.38871","28.73264","29.19742","28.84429","","","","",
"상투메프린시페","USD 비율(자국화폐/US$, 기말)","Dobras/US$","22.42358","22.47088","22.26059","21.63546","21.7623","21.99479","22.09197","22.0681","21.93768","21.82628","22.43179","23.16566","23.43825","23.04798","23.14159","22.81829","21.67566","21.92786","21.46675","20.8884","20.56059","20.80149","21.09886","20.71531","20.52958","19.7247","19.9576","19.9576","19.8848","20.1348","21.0626","21.1517","20.9688","20.9545","21.5441","21.5158","21.3899","21.4367","21.5177","21.5177","21.9731","22.0047","21.9711","21.529","22.1279","22.399","22.0601","22.2626","21.8965","22.2142","22.3459","22.2041","22.5973","22.2404","21.7122","20.8635","20.5623","20.994","20.933","20.5502","19.9495","20.2647","20.0409","","","","",
"상투메프린시페","USD 비율(자국화폐/US$, 평균)","Dobras/US$","22.52459","22.55985","22.086","22.07207","21.60684","21.66033","21.81851","22.13389","21.85159","21.85159","22.22021","22.68729","23.23817","23.08272","23.01983","22.92934","22.84808","22.15591","21.81851","21.28389","20.75927","20.56378","20.8277","20.89127","20.71337","20.10721","19.82061","19.87048","19.91808","20.71431","20.97672","20.97835","21.20947","21.00478","21.32135","21.558","21.53097","21.46301","21.5865","21.6606","21.79745","21.89931","21.71686","21.82279","22.01023","22.24463","22.18699","22.15404","22.07449","22.05924","22.47209","22.15056","22.54786","22.5011","21.77509","21.42137","20.72147","20.75176","20.80646","20.72065","20.15706","20.12787","20.24588","","","","",
"세네갈","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
"세네갈","USD 비율(자국화폐/US$, 기말)","Cfa Francs/US$","602.51401","600.69322","602.45867","576.15898","575.2495","588.09127","590.84579","590.26096","589.2535","587.72243","599.2664","616.79079","622.29105","609.90888","619.00255","613.56","600.14364","584.57981","574.79583","559.35619","554.72051","555.61325","563.63379","553.59693","546.94989","526.57702","537.05338","532.38942","543.05572","560.69493","562.66684","558.92723","563.00489","566.65256","579.56971","577.47777","572.88821","570.99321","574.59443","583.85136","584.73614","588.24948","576.41213","588.24948","594.3793","602.40334","588.09127","597.30195","583.90333","593.51882","597.57402","598.71942","603.12339","589.04185","585.7805","553.64365","549.37772","560.26392","560.74286","547.54341","534.55872","540.50511","541.174","559.4516","542.92087","537.6256","551.96651",
"세네갈","USD 비율(자국화폐/US$, 평균)","Cfa Francs/US$","603.05786","604.03144","591.3277","590.97","578.48662","579.92373","584.16806","592.63278","585.06267","585.04431","594.91581","607.42639","622.17863","617.9873","616.34743","613.92203","611.74801","593.2236","584.13968","569.84524","555.57846","550.55023","557.98282","558.832","554.19511","537.69171","531.2339","531.73385","534.32793","555.32033","561.68946","561.33177","567.97945","562.63306","571.18993","577.07827","576.19894","574.57384","577.87713","580.36574","583.68251","586.48278","580.83217","584.71574","589.55923","596.11294","593.48847","593.57509","590.23706","590.93289","601.51949","592.90676","603.90631","601.69329","582.83505","572.21897","554.57535","556.2536","557.06741","554.11579","539.00715","538.95743","542.20733","551.26667","547.58454","540.06434","544.49411",
"세이셸","SDR 비율(자국화폐/SDR, 기말)","Rupees/SDR","18.22887","18.15657","18.30587","18.71068","18.84269","18.70009","18.64155","18.51859","18.54447","18.61653","18.39062","18.17548","18.15614","18.37979","18.28554","18.51026","18.71406","18.82842","18.95473","19.24463","19.32598","19.31127","19.26681","19.47814","19.70389","20.16425","20.02337","20.14518","19.96692","19.66454","19.53153","19.5757","19.51055","19.44394","19.34493","19.37608","19.50098","19.52362","19.59571","19.43926","19.48142","19.39715","19.55763","19.25598","19.24063","19.25179","19.46775","19.34458","19.48705","19.34479","19.34047","19.224","24.41296","24.64873","24.83144","25.78637","25.96426","25.99832","27.7774","30.55623","31.13472","31.22751","30.73492","29.69361","21.27401","23.9991","",
"세이셸","USD 비율(자국화폐/US$, 기말)","Rupees/US$","13.1547","13.1522","13.2525","13.2811","13.2945","13.3298","13.3264","13.2904","13.2998","13.3374","13.3862","13.4259","13.5057","13.5262","13.5059","13.6421","13.6497","13.6012","13.6229","13.6705","13.6735","13.664","13.7161","13.7614","13.8357","13.8384","13.8485","13.8563","13.8846","13.881","13.8859","13.9342","13.9223","13.9358","13.9965","14.0079","14.0215","13.9385","14.0172","14.0027","14.0583","14.0802","14.0681","14.0001","14.0613","14.1214","14.1133","14.0903","14.0922","14.049","14.0834","14.0856","17.8666","17.9653","18.0501","18.2485","18.2987","18.4703","19.6774","21.3666","21.6173","21.6737","21.3545","20.9522","14.8149","16.6122","",
"세이셸","USD 비율(자국화폐/US$, 평균)","Rupees/US$","13.1129","13.1168","13.1593","13.264","13.3036","13.3094","13.307","13.3206","13.3424","13.3816","13.3998","13.4358","13.4891","13.5235","13.5588","13.5817","13.6088","13.607","13.6097","13.6572","13.687","13.7049","13.7106","13.7453","13.7796","13.8367","13.8657","13.8634","13.8677","13.8736","13.8832","13.8874","13.9198","13.9406","13.9702","13.9951","14.03","14.0279","14.0387","14.0202","14.0297","14.0084","14.0009","14.0094","14.0299","14.0657","14.0616","14.0615","14.0451","14.0452","14.0547","14.0727","16.7281","18.042","18.0745","18.1732","18.3618","18.49541","18.97382","20.84654","21.53024","21.60049","21.50479","21.4043","16.95898","16.05196","",
"시에라리온","SDR 비율(자국화폐/SDR, 기말)","Leones/SDR","7814.2733","7916.37504","8020.85233","8377.72994","8567.57546","8544.36604","8622.51635","8494.72396","8761.91466","9174.43902","9668.66882","9763.36231","9672.95769","9879.26129","9796.41516","9856.2012","9954.69452","10137.17233","10213.42494","10443.00447","10582.11864","10640.79535","10590.67738","10640.70318","10733.64275","11011.72401","10950.22245","11082.83829","11018.17711","10841.60422","10887.5825","11247.24119","11684.13965","11525.39287","11484.97698","11590.57775","11677.15555","11891.04674","11954.25823","12044.05336","12103.67975","12102.43976","12146.98706","12318.13543","12671.29895","12875.41018","13182.04641","13303.72674","13436.51517","13408.03066","13393.67989","13326.12265","13243.07337","13334.98662","13401.27665","13785.99084","13905.35852","13833.97941","14134.4107","14335.28541","14594.75166","14654.39488","14685.74229","14501.20675","14667.48997","","",
"시에라리온","USD 비율(자국화폐/US$, 기말)","Leones/US$","5639.1","5734.44","5806.68","5946.63","6044.87","6090.595","6164.03","6096.485","6283.905","6572.825","7037.65","7212.02","7195.365","7270.425","7235.74","7264.04","7260.775","7322.85","7340.46","7418.23","7487.05","7529.065","7539.535","7517.71","7536.96","7557.17","7573.36","7623.02","7661.82","7652.98","7740.505","8005.91","8337.545","8260.445","8309.645","8379.385","8396.05","8489.375","8551.12","8675.705","8734.33","8785.04","8737.51","8955.925","9260.35","9444.255","9556.43","9690.235","9716.71","9737.475","9753.05","9764.17","9691.93","9719.245","9741.455","9756.07","9800.01","9828.24","10012.76","10024.02","10133.355","10171","10203.595","10232.24","10214.22","","",
"시에라리온","USD 비율(자국화폐/US$, 평균)","Leones/US$","5608.71","5672.9","5778.45","5870.34","6023.47","6093.36048","6103.20795","6103.99875","6216.18826","6429.00452","6809.15357","7144.29886","7239.19658","7261.65881","7253.07342","7251.01955","7266.80265","7299.36023","7333.15952","7381.3819","7450.595","7502.5315","7533.76409","7538.38","7541.46","7540.01","7572.19725","7611.83395","7641.07789","7670.94091","7695.474","7870.49114","8212.97023","8249.625","8292.15152","8393.02095","8429.78816","8437.2375","8524.66684","8623.99325","8697.9295","8765.36045","8826.84474","8906.78348","9119.71405","9357.46619","9525.77348","9625.563","9711.32125","9725.76341","9750.95711","9763.05","9713.60353","9771.95588","9742.41159","9769.18977","9803.46619","9839.61","9946.57","10037.62095","10094.92273","10187.757","10207.80658","10210.71","10224.51","","",
"시에라리온","명목 환율 지수","","87.97966","87.7795","85.22147","82.92068","79.48293","79.34311","79.786","80.64047","78.02947","75.72724","72.23981","70.52603","70.77944","70.15143","70.09681","69.98248","69.66563","68.29034","67.14693","66.11293","64.55533","63.59083","64.19589","64.47357","63.99337","62.48952","61.71735","61.60635","61.7577","63.3112","63.90232","63.06189","61.63049","61.63255","61.54893","60.75894","60.37601","59.96373","59.36453","58.93991","58.73653","58.93013","58.14881","57.56858","56.98926","55.84035","54.69226","54.00968","53.36817","53.20116","53.83105","54.49623","55.943","55.47082","54.45071","53.80669","52.92877","52.72919","52.22458","51.31067","50.04298","49.33369","49.23917","49.97211","49.92577","49.3896","",
"시에라리온","CPI 기반 실질 환율 지수","","138.64362","138.08251","133.76527","130.27181","125.27833","126.48466","129.49301","132.99366","131.25814","129.65604","125.76251","124.94065","127.87412","127.33829","128.54185","128.81779","127.8764","126.1397","126.691","96.56908","95.44335","95.33199","97.2003","98.63131","98.89635","97.2665","96.44843","96.61173","97.12879","101.13079","104.07721","105.02179","104.16143","105.13973","104.60809","105.25366","104.06143","104.31425","103.53941","103.44462","104.61885","105.33821","105.79662","107.11964","108.08306","107.05036","105.3503","103.32882","102.16778","102.07515","104.73095","107.84443","112.4418","112.67684","111.15689","111.16962","111.39938","112.60856","110.45857","106.96413","104.33957","103.76344","104.30853","105.8145","105.71616","104.59116","",
"소말리아","SDR 비율(자국화폐/SDR, 기말)","Shilling/SDR","30881.00593","30791.97711","31576.16293","32269.01695","32605.67612","32287.25344","32215.37721","32103.48916","32132.61869","32166.52615","31715.3055","32497.0691","32270.68389","32618.68009","27341.86195","31757.03729","32363.01417","32953.75262","32704.56528","32807.58608","32755.3041","32866.19199","32806.43571","33410.94543","33616.68857","34395.3815","33840.98424","34027.69903","33657.85614","33156.72414","34186.74784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"소말리아","USD 비율(자국화폐/US$, 기말)","Shilling/US$","22285","22305","22859.5","22905","23005","23015","23030","23040","23045","23045","23085","24005","24005","24005","20195","23405","23605","23805","23505","23305","23175","23255","23355","23605","23605","23605","23405","23405","23405","23405","24305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"소말리아","USD 비율(자국화폐/US$, 평균)","Shilling/US$","22286.2963","22687.69231","22736.38","22751","22940.41667","23016.66667","22993.07692","23036.57692","23043.33333","22990.4","23057.40741","23527.69231","23960.76923","23994.07407","21525.83333","21197.11538","23436.92308","23621.66667","23245","23258.7037","23197.40741","23202.6","23365.37037","23595.38462","23535.76923","23566.11111","23546.66667","23306.92308","23405.02849","23581","23581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"남아프리카공화국","SDR 비율(자국화폐/SDR, 기말)","Rand/SDR","21.54118","22.19266","22.1853","20.75487","20.08066","22.14879","20.66813","19.71752","20.26663","19.3845","19.02101","18.95511","18.39644","18.27828","17.63425","18.0102","18.15564","18.17592","18.17493","18.32819","18.47568","19.07282","19.81221","19.28363","17.5386","17.26449","16.99045","17.25455","17.87721","17.81985","19.37006","18.38326","20.62506","19.78989","20.43565","19.03656","19.99493","18.59741","19.51254","20.11138","19.80969","20.22303","19.69972","19.58107","20.85622","20.73444","20.91164","20.11561","19.39488","20.52483","21.35007","24.41753","24.67864","23.99645","23.84845","23.66889","23.70663","23.70955","22.952","21.8471","21.15171","21.62515","21.53164","20.9709","20.66487","19.89308","20.387",
"남아프리카공화국","USD 비율(자국화폐/US$, 기말)","Rand/US$","15.545","16.07585","16.061","14.7321","14.16795","15.7881","14.77515","14.15085","14.5349","13.8876","13.84505","14.0018","13.68445","13.4515","13.02485","13.27355","13.2424","13.12985","13.06245","13.0195","13.0719","13.49528","14.10437","13.62398","12.31527","11.84834","11.75088","11.86806","12.43146","12.57885","13.77111","13.08541","14.71759","14.18375","14.78566","13.76245","14.37666","13.27725","13.95771","14.48685","14.29519","14.6797","14.17031","14.23646","15.242","15.20894","15.16006","14.65191","14.02554","14.906","15.54676","17.89094","18.06104","17.48989","17.33556","16.75","16.7076","16.84426","16.25911","15.27669","14.68595","15.00911","14.96009","14.79734","14.3907","13.77001","14.29239",
"남아프리카공화국","USD 비율(자국화폐/US$, 평균)","Rand/US$","14.9904","16.36503","15.76568","15.38684","14.62243","15.37645","15.08105","14.4095","13.76079","14.01824","13.97332","13.91747","13.83853","13.54344","13.26423","12.9393","13.51284","13.28518","12.91721","13.13388","13.23093","13.13451","13.67563","14.07818","13.1703","12.20408","11.82197","11.83557","12.08405","12.52938","13.28549","13.41446","14.08897","14.77974","14.4963","14.08659","14.18052","13.86149","13.79562","14.38307","14.15436","14.43697","14.56647","14.04656","15.14229","14.84852","14.90653","14.80356","14.43568","14.39717","15.01531","16.61119","18.576","18.14256","17.13317","16.77138","17.2308","16.71584","16.46134","15.54867","14.90584","15.12546","14.75213","14.98668","14.40787","14.06021","13.91672",
