"국가별","항목","단위","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월",
"남아프리카공화국","명목 환율 지수","","57.71729","53.58484","55.06763","55.86714","57.78506","55.3349","56.68463","59.6975","61.97079","60.99758","61.90498","63.13244","64.50666","65.66501","66.50582","68.08017","64.93993","65.46395","66.74793","65.04809","63.75275","63.74588","61.94441","60.35368","64.0381","67.52337","69.06499","69.07246","67.90018","67.10565","64.04649","64.17729","61.92241","59.25603","60.8535","62.70638","62.17317","63.05454","63.33011","60.90556","62.0577","61.56531","60.7455","62.88","59.28319","60.70472","60.24689","60.54775","61.89473","61.85436","60.12679","55.16014","50.26131","51.3454","53.38119","54.0521","52.00747","53.41723","54.0976","56.69682","58.17089","57.11485","58.61886","58.41927","60.67632","61.52741","",
"남아프리카공화국","CPI 기반 실질 환율 지수","","67.07423","62.81378","64.87137","65.96234","68.67914","65.86791","67.70541","71.56422","74.46334","73.43277","74.78969","76.5713","78.4107","79.99588","81.43728","83.40582","79.36657","80.2463","81.87361","79.53005","78.1397","78.40742","76.3398","74.42249","79.17337","83.62648","85.43983","85.54765","84.43815","83.52331","79.81041","80.18561","77.4172","74.28085","76.52962","79.25978","78.5024","79.60295","80.00395","77.19675","78.73946","78.22977","77.41022","79.93786","75.72959","77.63578","76.83548","77.30313","79.07334","79.03143","77.13582","71.01504","64.42919","65.59525","68.26941","69.72434","67.18612","69.08002","70.19944","73.75352","75.58183","74.15538","76.09878","75.93284","79.10668","80.25794","",
"수단","SDR 비율(자국화폐/SDR, 기말)","Pounds/SDR","8.44228","8.41039","8.41537","8.58294","8.63479","8.54675","8.52218","8.48889","8.49475","8.67373","8.92576","8.79526","8.86493","9.08154","9.04855","9.06831","9.16304","9.25191","9.29914","9.40849","9.44619","9.44556","9.38802","9.45975","9.518","26.22819","26.02595","26.16954","25.88511","25.49971","25.31829","25.28759","25.22498","25.1145","65.65099","65.7032","66.0626","66.53313","66.40385","65.94191","65.82357","61.99286","62.55952","61.89378","61.57526","61.34877","62.07256","61.78051","62.22715","67.19523","74.84382","75.06391","75.15211","75.46103","75.66326","77.71874","78.0402","77.41659","77.64019","78.65514","79.21477","79.2441","543.38252","539.68677","556.53755","608.70585","",
"수단","USD 비율(자국화폐/US$, 기말)","Pounds/US$","6.09229","6.09229","6.09229","6.09229","6.09229","6.09229","6.0923","6.0923","6.0923","6.2141","6.4969","6.4969","6.5943","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","17.99999","17.99999","17.99999","17.99999","17.99999","17.99999","17.99999","17.99999","17.99999","47.5","47.5","47.5","47.5","47.5","47.5","47.5","45","45","45","45","45","45","45","45","48.8","54.5","55","55","55","55","55","55","55","55","55","55","55","377.54","380.81","387.5644","421.3468","",
"수단","USD 비율(자국화폐/US$, 평균)","Pounds/US$","6.09229","6.09229","6.09229","6.09229","6.09229","6.09229","6.0923","6.0923","6.0923","6.2141","6.4969","6.4969","6.5943","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","6.68336","10.83527","17.99999","17.99999","17.99999","17.99999","17.99999","17.99999","17.99999","17.99999","42.11176","47.5","47.5","47.5","47.5","47.5","46.70455","45","45","45","45","45","45","45","45","46.25714","51.695","55","55","55","55","55","55","55","55","55","55","55","151","379.04","381.86696","406.58783","",
"에스와티니","SDR 비율(자국화폐/SDR, 기말)","Emalangeni/SDR","21.54118","22.19266","22.1853","20.75487","20.08066","22.14879","20.66813","19.71752","20.26663","19.3845","19.02101","18.95511","18.39644","18.27828","17.63425","18.0102","18.15564","18.17592","18.17493","18.32819","18.47568","19.07282","19.81221","19.28363","17.5386","17.26449","16.99045","17.25455","17.87721","17.81985","19.37006","18.38326","20.62506","19.78989","20.43565","19.03656","19.99493","18.59741","19.51254","20.11138","19.80969","20.22303","19.69972","19.58107","20.85622","20.73444","20.91164","20.11561","19.39488","20.52483","21.35007","24.41753","24.67864","23.99645","23.84845","23.66889","23.70663","23.70955","22.952","21.8471","21.15171","21.62515","21.53164","20.9709","20.66487","19.89308","20.387",
"에스와티니","USD 비율(자국화폐/US$, 기말)","Emalangeni/US$","15.545","16.07585","16.061","14.7321","14.16795","15.7881","14.77515","14.15085","14.5349","13.8876","13.84505","14.0018","13.68445","13.4515","13.02485","13.27355","13.2424","13.12985","13.06245","13.0195","13.0719","13.49528","14.10437","13.62398","12.31527","11.84834","11.75088","11.86806","12.43146","12.57885","13.77111","13.08541","14.71759","14.18375","14.78566","13.76245","14.37666","13.27725","13.95771","14.48685","14.29519","14.6797","14.17031","14.23646","15.242","15.20894","15.16006","14.65191","14.02554","14.906","15.54676","17.89094","18.06104","17.48989","17.33556","16.75","16.7076","16.84426","16.25911","15.27669","14.68595","15.00911","14.96009","14.79734","14.3907","13.77001","14.29239",
"에스와티니","USD 비율(자국화폐/US$, 평균)","Emalangeni/US$","14.9904","16.36503","15.76568","15.38684","14.62243","15.37645","15.08105","14.4095","13.76079","14.01824","13.97332","13.91747","13.83853","13.54344","13.26423","12.9393","13.51284","13.28518","12.91721","13.13388","13.23093","13.13451","13.67563","14.07818","13.1703","12.20408","11.82197","11.83557","12.08405","12.52938","13.28549","13.41446","14.08897","14.77974","14.4963","14.08659","14.18052","13.86149","13.79562","14.38307","14.15436","14.43697","14.56647","14.04656","15.14229","14.84852","14.90653","14.80356","14.43568","14.39717","15.01531","16.61119","18.576","18.14256","17.13317","16.77138","17.2308","16.71584","16.46134","15.54867","14.90584","15.12546","14.75213","14.98668","14.40787","14.06021","13.91672",
"탄자니아","SDR 비율(자국화폐/SDR, 기말)","Shillings/SDR","2977.26986","3005.70007","3010.6306","3070.66358","3088.22029","3061.48817","3047.88523","3036.19027","3034.8","3036.3414","2988.28656","2938.9778","2920.72207","3019.26275","3014.19827","3017.52234","3053.69477","3086.31516","3102.98912","3141.51817","3158.75616","3162.63077","3143.37768","3160.16164","3175.91903","3262.13346","3245.66921","3269.18883","3253.44416","3209.48023","3187.89841","3190.91725","3188.0327","3177.62799","3150.52873","3152.05243","3172.71545","3198.53487","3199.95247","3178.39993","3172.73768","3152.75042","3182.90318","3148.56434","3132.67553","3121.18019","3157.13462","3141.63526","3163.80814","3151.24986","3143.93497","3125.37041","3130.83778","3144.52643","3160.7012","3246.97331","3260.07848","3234.04185","3243.50887","3285.92382","3310.40645","3311.61791","3308.18629","","","","",
"탄자니아","USD 비율(자국화폐/US$, 기말)","Shillings/US$","2148.52","2177.26","2179.54","2179.6","2178.9","2182.29","2178.86","2179.01","2176.51","2175.32","2175.12","2170.97","2172.62","2221.96","2226.32","2223.92","2227.31","2229.48","2230.14","2231.59","2234.88","2237.77","2237.78","2232.67","2230.07","2238.75","2244.76","2248.62","2262.38","2265.54","2266.43","2271.33","2274.91","2277.46","2279.48","2278.77","2281.23","2283.53","2288.99","2289.5","2289.53","2288.55","2289.51","2289.17","2289.4","2289.42","2288.79","2288.32","2287.93","2288.57","2289.36","2289.98703","2291.3005","2291.89752","2297.5295","2297.81807","2297.58921","2297.59916","2297.68871","2297.69866","2298.46485","2298.4549","2298.5146","","","","",
"탄자니아","USD 비율(자국화폐/US$, 평균)","Shillings/US$","2144.25","2172.38","2177.83","2179.16","2181.77","2181.67","2182.34","2179.97","2177.89","2174.03","2175.49","2172.07","2170.44","2205.95","2225.32","2225.45","2226.07","2228.74","2230.45","2231.3","2232.43","2236.45","2238.03","2234.92","2231.17","2234.74","2242.42","2246.57","2256.87","2264.57","2264.97","2267.69","2273.69","2276.09","2278.5","2279.31","2279.96","2282.37","2285.39","2289.1","2289.54","2288.12","2289.23","2289.08","2289.09","2289.36","2289.36","2289.2","2288.64","2288.55","2289.51","2289.37146","2290.72232","2291.58906","2293.84827","2297.63849","2297.68729","2297.61182","2297.63634","2297.68871","2297.90004","2298.40148","2298.52107","","","","",
"토고","SDR 비율(자국화폐/SDR, 기말)","Cfa Francs/SDR","834.92208","829.25496","832.18501","811.70417","815.31835","825.02072","826.50109","822.45817","821.6211","820.351","823.30158","834.98824","836.56563","828.76162","838.063","832.50792","822.81115","809.24589","799.76378","787.43301","784.0362","785.24583","791.72835","783.57114","778.93006","767.28734","776.51848","774.02208","780.94814","794.30921","791.43178","785.21859","788.98858","790.62246","801.03841","798.78189","796.76809","799.78879","803.26907","810.53204","810.30359","810.38378","801.33478","809.0886","813.31244","821.26013","811.20736","820.03604","807.43646","817.24662","820.63715","817.13125","824.10906","808.17647","805.85564","782.33616","779.51902","788.61318","791.56695","783.03824","769.90806","778.76072","778.89625","792.85897","779.62747","776.69001","787.33808",
"토고","USD 비율(자국화폐/US$, 기말)","Cfa Francs/US$","602.51401","600.69322","602.45867","576.15898","575.2495","588.09127","590.84579","590.26096","589.2535","587.72243","599.2664","616.79079","622.29105","609.90888","619.00255","613.56","600.14364","584.57981","574.79583","559.35619","554.72051","555.61325","563.63379","553.59693","546.94989","526.57702","537.05338","532.38942","543.05572","560.69493","562.66684","558.92723","563.00489","566.65256","579.56971","577.47777","572.88821","570.99321","574.59443","583.85136","584.73614","588.24948","576.41213","588.24948","594.3793","602.40334","588.09127","597.30195","583.90333","593.51882","597.57402","598.71942","603.12339","589.04185","585.7805","553.64365","549.37772","560.26392","560.74286","547.54341","534.55872","540.50511","541.174","559.4516","542.92087","537.6256","551.96651",
"토고","USD 비율(자국화폐/US$, 평균)","Cfa Francs/US$","603.05786","604.03144","591.3277","590.97","578.48662","579.92373","584.16806","592.63278","585.06267","585.04431","594.91581","607.42639","622.17863","617.9873","616.34743","613.92203","611.74801","593.2236","584.13968","569.84524","555.57846","550.55023","557.98282","558.832","554.19511","537.69171","531.2339","531.73385","534.32793","555.32033","561.68946","561.33177","567.97945","562.63306","571.18993","577.07827","576.19894","574.57384","577.87713","580.36574","583.68251","586.48278","580.83217","584.71574","589.55923","596.11294","593.48847","593.57509","590.23706","590.93289","601.51949","592.90676","603.90631","601.69329","582.83505","572.21897","554.57535","556.2536","557.06741","554.11579","539.00715","538.95743","542.20733","551.26667","547.58454","540.06434","544.49411",
"토고","명목 환율 지수","","99.22068","100.10171","101.20581","100.54508","101.25289","101.56307","102.10851","102.59053","103.30099","103.36242","102.87458","102.41863","101.71971","102.25932","102.07416","102.43967","102.15722","104.0657","104.74598","106.26644","107.41907","107.47338","107.15072","107.29655","107.51541","108.31075","108.65619","108.75496","108.62773","107.12283","107.19055","108.80731","109.41907","110.65743","109.84666","108.82816","108.67048","108.34977","107.77783","107.66782","107.40851","108.10364","108.72575","107.94591","108.56676","108.06963","108.20598","107.90928","108.36941","107.86211","107.16068","109.62656","109.90895","110.2197","111.81743","112.94488","114.95999","114.28543","113.86062","113.56763","114.72951","114.23887","113.66325","113.20383","113.98756","114.33931","",
"토고","CPI 기반 실질 환율 지수","","94.48303","95.17866","96.38528","95.38017","95.76265","95.78479","96.69176","96.45388","95.65722","95.1248","94.45471","94.41816","93.44066","92.61402","92.57235","92.9004","92.35317","94.14736","94.94899","95.67123","97.09445","96.6992","96.19614","95.54792","95.30525","95.95239","96.21891","95.85761","97.11124","96.14851","94.61649","96.12567","96.77075","97.20898","96.73127","96.1459","96.01236","96.19986","95.25267","94.45736","93.40121","94.23692","95.08609","94.03103","93.94495","93.63888","93.64343","93.22221","92.75959","93.11233","92.28309","94.94691","95.21803","94.76858","94.77684","97.12874","98.73474","98.91901","98.6107","98.1224","99.46337","98.25037","97.81243","97.31219","97.86127","98.09165","",
"튀니지","SDR 비율(자국화폐/SDR, 기말)","Dinars/SDR","2.81594","2.81428","2.81581","2.84413","2.84501","2.96555","3.06669","3.09874","3.0847","3.08028","3.09624","3.12557","3.14426","3.13686","3.11246","3.16783","3.28388","3.38826","3.42114","3.48728","3.45319","3.49367","3.51452","3.51604","3.53741","3.53877","3.50917","3.52199","3.51304","3.64717","3.71363","3.7767","3.89067","3.91075","3.98356","4.0736","4.16459","4.23249","4.24509","4.23278","4.15451","4.10531","3.99602","3.95611","3.93009","3.91002","3.89748","3.92854","3.8698","3.89085","3.95601","3.9459","3.96284","3.94689","3.94673","3.88467","3.88016","3.90686","3.91603","3.90258","3.89549","3.90875","3.91986","3.9747","3.95313","3.96301","4.02394",
"튀니지","USD 비율(자국화폐/US$, 기말)","Dinars/US$","2.0321","2.0386","2.0385","2.0188","2.0073","2.1139","2.1923","2.2239","2.2123","2.2068","2.2537","2.3088","2.3389","2.3085","2.2989","2.3347","2.3952","2.4476","2.4588","2.4772","2.4432","2.472","2.502","2.4841","2.4839","2.4286","2.427","2.4225","2.4429","2.5745","2.6402","2.6883","2.7763","2.8029","2.8822","2.945","2.9944","3.0217","3.0366","3.049","2.998","2.98","2.8744","2.8763","2.87216","2.86804","2.82551","2.86149","2.79847","2.8257","2.8807","2.8912","2.9002","2.8767","2.8689","2.7491","2.7346","2.7756","2.7741","2.7289","2.7047","2.7129","2.7235","2.8046","2.7529","2.7432","2.821",
"튀니지","USD 비율(자국화폐/US$, 평균)","Dinars/US$","2.0285","2.0445","2.0229","2.0286","2.0104","2.0502","2.1613","2.2191","2.2024","2.204","2.2379","2.274","2.3211","2.3219","2.2902","2.3016","2.3684","2.4535","2.4514","2.47","2.4589","2.4475","2.4839","2.4964","2.4894","2.4625","2.4245","2.427","2.4276","2.5163","2.6013","2.6548","2.7515","2.7763","2.838","2.9101","2.9725","3.0203","3.0527","3.0542","3.0291","2.9898","2.9284","2.8768","2.8652","2.8611","2.8449","2.8521","2.8386","2.8179","2.86","2.8665","2.903","2.9013","2.859","2.8143","2.7429","2.7543","2.7597","2.7469","2.7225","2.7097","2.7233","2.7693","2.77","2.7444","2.7921",
"튀니지","명목 환율 지수","","85.78392","85.68878","85.25595","84.66328","83.90261","82.59982","78.76944","77.63403","77.403","77.40388","77.39967","77.92849","78.02073","77.68675","78.32642","77.77467","75.23973","71.05471","70.26894","68.53711","67.53353","67.26965","67.1504","67.01569","66.74581","65.73376","66.07758","66.14246","66.49516","66.34615","64.93547","63.95616","62.72644","61.98809","61.19727","59.95558","58.58117","57.39749","56.9355","57.12635","57.91644","59.13149","59.84704","61.0924","61.95883","62.56369","62.66385","62.40189","62.41429","62.84197","62.90557","62.65446","63.04939","62.89131","62.25499","62.39849","62.62137","62.53048","62.51234","62.39545","61.54958","62.21235","62.08694","62.06236","61.90869","61.71637","",
"튀니지","CPI 기반 실질 환율 지수","","97.07442","97.17088","96.90695","96.13364","95.56511","94.31971","90.15247","88.72416","88.7421","89.33269","89.51826","90.21699","90.41319","90.08319","90.95628","90.49833","87.81293","83.22268","82.60659","81.18192","80.20264","80.11257","80.32966","80.52166","80.37227","79.64226","80.35185","80.80049","81.64742","81.53289","80.12067","79.19042","77.87476","77.07966","76.43739","75.45481","74.26734","73.1575","72.88188","73.22001","74.27125","76.15959","77.42526","79.18198","80.79694","81.93337","82.30449","82.27298","82.41927","83.09321","83.57646","83.97979","85.01258","85.349","84.37141","84.63234","85.21677","85.54026","85.73691","85.50312","84.49065","85.17302","85.26215","85.46657","85.63386","85.63314","",
"우간다","SDR 비율(자국화폐/SDR, 기말)","Shillings/SDR","4679.62602","4803.50701","4625.40227","4753.97045","4713.40171","4720.01591","4762.86952","4703.53738","4706.7977","4729.79839","4760.59306","4914.45876","4853.70982","4876.16995","4855.99321","4903.90799","4996.87407","4987.19503","4996.33369","5083.21203","5088.73967","5092.21755","5127.84747","5144.37973","5176.84187","5282.37581","5271.68939","5360.23855","5339.84296","5338.43407","5456.85479","5200.00393","5269.20673","5332.84407","5195.64686","5153.05388","5164.49587","5143.51547","5165.22675","5157.53175","5192.68984","5178.33281","5136.49792","5090.08984","5048.47341","5022.73995","5119.17932","5078.87999","5068.34385","5066.72707","5100.79197","5181.36122","5201.89274","5192.83038","5131.53713","5209.16233","5218.98789","5229.87098","5280.18227","5292.49701","5257.08072","5312.67153","5275.63486","5192.54889","5138.16352","5122.41387","5073.37523",
"우간다","USD 비율(자국화폐/US$, 기말)","Shillings/US$","3377.01","3479.55","3348.55072","3374.43478","3325.55","3364.52174","3404.86111","3375.63","3375.64","3388.56","3465.15","3630.22222","3610.5","3588.51","3586.69","3614.19","3644.63","3602.63","3590.9","3610.88","3600.38","3603.08","3650.53","3634.53","3635.08","3625.21","3645.99","3686.89","3713.22","3768.34722","3879.54","3701.42","3759.99","3822.14","3759.17","3725.39","3713.35","3672.11","3694.79","3715.13","3747.18","3758.9","3694.76","3700.76","3689.49","3684.235","3711.19","3699.38","3665.20833","3679.67","3714.31","3796.43","3807","3784.81","3730.14","3686.42","3678.16","3715.52","3740.46","3700.805","3650.07","3687.30217","3665.49","3663.93","3578.14","3545.74","3556.71",
"우간다","USD 비율(자국화폐/US$, 평균)","Shillings/US$","3362.49257","3451.20895","3435.11396","3365.49689","3343.57208","3348.91925","3367.9926","3379.29339","3373.535","3381.40619","3435.84836","3560.62343","3598.16598","3609.4773","3585.34955","3599.01411","3618.69722","3623.60659","3591.09857","3601.5305","3606.03174","3599.866","3637.90952","3638.85081","3623.26158","3640.05304","3637.5626","3660.11786","3697.2425","3726.84303","3840.47675","3760.44344","3729.5325","3800.67942","3777.97773","3739.77229","3714.12678","3702.43409","3672.894","3706.1915","3736.97575","3765.62933","3728.9883","3696.48696","3693.73386","3675.49643","3695.83636","3697.44286","3676.47942","3680.79273","3676.8465","3772.9075","3785.74642","3791.46","3737.9445","3703.53705","3677.52762","3695.08727","3719.91693","3710.67738","3666.54318","3691.56366","3667.31579","3662.86955","3623.302","3552.78658","3540.35211",
"우간다","명목 환율 지수","","81.4613","80.23459","80.18285","81.29836","81.05142","81.29756","80.9931","81.04083","80.76162","80.79428","80.22216","78.83267","79.11514","78.98926","79.11216","78.63633","78.04995","77.65413","78.00684","77.71583","76.95229","76.77026","76.66934","76.83128","76.64738","75.09877","74.61983","74.26051","73.80538","74.4825","72.92298","75.20968","76.66664","75.77778","76.67415","77.38632","77.69667","77.39453","77.93996","77.24256","76.76895","76.69165","77.2893","77.91754","79.05989","79.70767","79.11315","78.87991","79.06673","78.78856","79.53281","78.69363","79.78916","79.62382","80.05725","80.45946","80.64063","79.92025","79.22848","79.02709","79.29046","78.49053","78.97815","79.70424","80.55193","79.88029","",
"우간다","CPI 기반 실질 환율 지수","","103.42954","95.723","95.67492","97.04204","96.52835","96.74443","96.55006","96.44906","96.43207","96.21986","95.51707","94.33904","95.43403","95.4909","96.18662","95.43046","94.66057","94.36776","94.49006","93.50434","92.18496","91.87974","91.642","91.67092","91.71649","89.66645","89.06458","88.68052","87.85283","88.51284","86.76104","89.93904","91.98939","90.8682","91.74048","92.66452","92.82624","92.91241","93.69449","92.77533","92.20732","91.89051","92.60809","92.91659","94.15432","94.76243","93.99771","93.64014","93.8529","93.49579","94.55762","93.61735","95.23445","94.77461","96.22116","96.47948","96.46376","95.50846","94.73747","94.15463","94.47257","93.56564","94.29899","95.24828","96.23942","95.40361","",
"잠비아","SDR 비율(자국화폐/SDR, 기말)","New Kwacha/SDR","15.21532","15.54439","15.71936","15.60972","13.60637","14.51979","13.73665","14.31002","13.31597","13.95814","13.20269","13.40225","13.33577","13.52034","12.8349","13.13429","12.77794","12.83265","12.70337","12.54304","12.93251","13.65244","14.0609","14.33819","14.12741","14.19238","14.0974","13.78264","14.30872","14.63401","13.9954","13.96438","14.4343","17.23135","16.14323","16.48805","16.57824","16.72433","16.83163","16.88113","17.62686","18.18457","17.83641","17.71538","17.89788","17.95474","18.3321","20.09926","19.51167","20.3238","20.76401","24.83933","25.33309","25.13538","24.95512","25.80304","26.64946","28.18171","28.82195","30.04811","30.48472","30.85547","31.36892","31.30731","32.03099","32.53695","",
"잠비아","USD 비율(자국화폐/US$, 기말)","New Kwacha/US$","10.98","11.26","11.38","11.08","9.6","10.35","9.82","10.27","9.55","10","9.61","9.9","9.92","9.95","9.48","9.68","9.32","9.27","9.13","8.91","9.15","9.66","10.01","10.13","9.92","9.74","9.75","9.48","9.95","10.33","9.95","9.94","10.3","12.35","11.68","11.92","11.92","11.94","12.04","12.16","12.72","13.2","12.83","12.88","13.08","13.17","13.29","14.64","14.11","14.76","15.12","18.2","18.54","18.32","18.14","18.26029","18.78161","20.02147","20.41735","21.01129","21.166","21.41549","21.795","22.09084","22.3059","22.52211","",
"잠비아","USD 비율(자국화폐/US$, 평균)","New Kwacha/US$","10.83","11.13","11.33","11.34","9.74","10.01","10.7","9.9","10.01","9.98","9.88","9.82","9.85","9.93","9.76","9.6","9.44","9.26","9.25","8.94","9.02","9.39","9.73","10.04","9.85","9.86","9.79","9.59","9.52","10.02","10.11","9.89","10.1","10.95","11.91","11.85","11.91","11.93","11.92","12.04","12.04","13.24","13.05","12.75","13.03","13.14","13.18","13.98","14.38","14.41","14.69","16.52","18.59","18.23","18.19","18.15299","19.51","19.81378","20.19871","20.83461","20.98901","21.29576","21.58335","21.98214","22.21117","22.33428","",
"잠비아","명목 환율 지수","","58.11254","58.1379","56.34996","55.53888","63.36627","62.60496","58.51266","63.06901","61.56691","62.21975","63.59264","64.95706","65.65705","64.92014","65.57206","66.47406","68.10342","68.99061","68.47791","71.06854","69.84065","66.63514","65.37911","63.87876","64.02352","62.03338","61.7884","63.21868","64.14404","62.45552","63.12127","65.20138","65.08367","60.79422","55.91038","55.91424","55.63615","54.98051","54.93499","54.89727","54.84321","50.45982","51.13535","51.91275","52.14973","51.65403","51.39938","48.33868","46.6677","46.45944","46.39508","42.62711","39.17781","39.83473","39.07056","38.89013","36.09288","35.24861","34.43546","32.78918","31.90657","31.43195","30.88591","30.677","30.12603","29.75336","",
"잠비아","CPI 기반 실질 환율 지수","","79.10446","79.70189","78.07233","76.84216","87.84627","87.03865","81.60541","88.20499","86.44978","87.35688","89.25316","91.61136","92.50224","91.41728","93.08169","94.00381","96.4188","97.64179","97.03259","100.39215","98.48801","93.92001","91.91976","89.8679","89.94485","87.25117","87.47177","90.24178","91.93408","89.87611","91.04025","94.5533","94.73063","88.48465","81.72806","81.97413","82.02953","81.52096","81.74563","81.98258","82.12386","76.24792","77.84175","79.72396","80.77429","80.87598","81.10665","76.46246","74.65939","74.98127","76.09322","70.51996","66.25636","68.65356","67.22625","67.15522","62.64121","61.97998","61.26374","59.32084","59.28479","59.94411","60.13296","60.78033","60.75089","61.10062","",
