"날짜","종가","오픈","고가","저가","변동 %"
"2019년 01월 28일","35.486","35.494","35.598","35.409","0.01%"
"2019년 01월 25일","35.483","35.607","35.648","35.356","-0.35%"
"2019년 01월 24일","35.607","35.546","35.657","35.503","0.17%"
"2019년 01월 23일","35.546","35.613","35.670","35.445","-0.19%"
"2019년 01월 22일","35.613","35.652","35.676","35.489","-0.14%"
"2019년 01월 21일","35.662","35.465","35.681","35.419","0.55%"
"2019년 01월 18일","35.467","35.350","35.510","35.299","0.33%"
"2019년 01월 17일","35.349","35.334","35.548","35.272","0.04%"
"2019년 01월 16일","35.334","35.177","35.434","35.169","0.39%"
"2019년 01월 15일","35.196","35.139","35.281","35.090","0.18%"
"2019년 01월 14일","35.133","35.064","35.238","34.986","0.23%"
"2019년 01월 11일","35.054","35.008","35.122","34.859","0.13%"
"2019년 01월 10일","35.008","34.998","35.154","34.945","0.03%"
"2019년 01월 09일","34.998","35.045","35.153","34.925","-0.13%"
"2019년 01월 08일","35.045","34.981","35.143","34.934","0.18%"
"2019년 01월 07일","34.982","34.945","35.117","34.880","0.20%"
"2019년 01월 04일","34.913","34.944","35.252","34.823","-0.09%"
"2019년 01월 03일","34.944","34.711","35.220","34.657","0.67%"
"2019년 01월 02일","34.711","34.721","34.784","34.407","-0.03%"
"2019년 01월 01일","34.722","34.456","34.794","34.394","0.77%"
"2018년 12월 31일","34.456","34.329","34.521","34.098","0.40%"
"2018년 12월 28일","34.318","34.422","34.590","34.197","-0.30%"
"2018년 12월 27일","34.422","34.509","34.543","34.346","-0.18%"
"2018년 12월 26일","34.484","34.464","34.625","34.432","-0.11%"
"2018년 12월 25일","34.522","34.631","34.691","34.465","-0.29%"
"2018년 12월 24일","34.622","34.611","34.675","34.465","0.12%"
"2018년 12월 21일","34.580","34.377","34.616","34.294","0.59%"
"2018년 12월 20일","34.378","34.495","34.553","34.291","-0.34%"
"2018년 12월 19일","34.495","34.470","34.535","34.276","0.07%"
"2018년 12월 18일","34.471","34.448","34.578","34.390","0.07%"
"2018년 12월 17일","34.448","34.492","34.592","34.385","-0.16%"
"2018년 12월 14일","34.502","34.337","34.635","34.323","0.48%"
"2018년 12월 13일","34.337","34.335","34.467","34.289","0.01%"
"2018년 12월 12일","34.335","34.406","34.507","34.271","-0.20%"
"2018년 12월 11일","34.405","34.308","34.529","34.285","0.30%"
"2018년 12월 10일","34.302","34.273","34.411","34.185","0.20%"
"2018년 12월 07일","34.232","34.045","34.300","34.002","0.55%"
"2018년 12월 06일","34.044","34.030","34.222","33.948","0.04%"
"2018년 12월 05일","34.031","33.929","34.080","33.893","0.30%"
"2018년 12월 04일","33.929","33.828","34.017","33.769","0.30%"
"2018년 12월 03일","33.828","33.984","34.139","33.791","-0.46%"
"2018년 11월 30일","33.984","33.958","34.214","33.893","0.08%"
"2018년 11월 29일","33.958","34.138","34.219","33.908","-0.53%"
"2018년 11월 28일","34.138","34.206","34.290","34.089","-0.20%"
"2018년 11월 27일","34.206","34.195","34.281","34.137","0.03%"
"2018년 11월 26일","34.195","34.265","34.321","34.105","-0.20%"
"2018년 11월 23일","34.265","34.438","34.491","34.178","-0.47%"
"2018년 11월 22일","34.427","34.300","34.459","34.176","0.37%"
"2018년 11월 21일","34.300","34.250","34.401","34.203","0.12%"
"2018년 11월 20일","34.260","34.205","34.355","34.165","0.25%"
"2018년 11월 19일","34.174","34.106","34.298","34.075","0.09%"
"2018년 11월 16일","34.142","34.237","34.433","34.114","-0.26%"
"2018년 11월 15일","34.232","34.376","34.509","34.132","-0.42%"
"2018년 11월 14일","34.376","34.376","34.629","34.294","0.08%"
"2018년 11월 13일","34.350","34.323","34.502","34.244","0.00%"
"2018년 11월 12일","34.349","34.201","34.420","34.143","0.43%"
"2018년 11월 09일","34.201","34.021","34.250","33.955","0.53%"
"2018년 11월 08일","34.021","34.017","34.137","33.835","0.01%"
"2018년 11월 07일","34.017","34.091","34.218","33.994","-0.22%"
"2018년 11월 06일","34.091","34.050","34.188","33.979","0.17%"
"2018년 11월 05일","34.034","34.011","34.226","33.940","-0.01%"
"2018년 11월 02일","34.036","34.203","34.373","33.878","-0.40%"
"2018년 11월 01일","34.174","34.456","34.515","34.096","-0.89%"
"2018년 10월 31일","34.481","34.266","34.545","34.186","0.63%"
"2018년 10월 30일","34.266","34.367","34.412","34.160","-0.29%"
"2018년 10월 29일","34.367","34.564","34.564","34.279","-0.35%"
"2018년 10월 26일","34.486","34.544","34.645","34.471","-0.15%"
"2018년 10월 25일","34.539","34.604","34.678","34.441","-0.20%"
"2018년 10월 24일","34.609","34.590","34.708","34.419","0.07%"
"2018년 10월 23일","34.585","34.550","34.726","34.473","0.10%"
"2018년 10월 22일","34.550","34.782","34.844","34.483","-0.54%"
"2018년 10월 19일","34.739","34.907","34.944","34.669","-0.42%"
"2018년 10월 18일","34.884","34.734","34.965","34.643","0.43%"
"2018년 10월 17일","34.735","34.589","34.801","34.505","0.47%"
"2018년 10월 16일","34.572","34.642","34.797","34.350","-0.27%"
"2018년 10월 15일","34.667","34.608","34.743","34.498","0.39%"
"2018년 10월 12일","34.533","34.716","34.866","34.518","-0.53%"
"2018년 10월 11일","34.716","34.635","34.975","34.543","0.20%"
"2018년 10월 10일","34.645","34.369","34.721","34.348","0.83%"
"2018년 10월 09일","34.359","34.477","34.533","34.267","-0.34%"
"2018년 10월 08일","34.477","34.536","34.560","34.330","-0.08%"
"2018년 10월 05일","34.506","34.622","34.698","34.316","-0.34%"
"2018년 10월 04일","34.622","34.620","34.707","34.525","0.01%"
"2018년 10월 03일","34.620","34.614","34.669","34.529","0.10%"
"2018년 10월 02일","34.586","34.477","34.651","34.426","0.23%"
"2018년 10월 01일","34.508","34.390","34.555","34.299","0.50%"
"2018년 09월 28일","34.338","34.340","34.397","34.213","-0.03%"
"2018년 09월 27일","34.350","34.438","34.456","34.234","-0.17%"
"2018년 09월 26일","34.409","34.466","34.507","34.267","-0.24%"
"2018년 09월 25일","34.492","34.540","34.592","34.444","-0.14%"
"2018년 09월 24일","34.540","34.424","34.610","34.321","0.47%"
"2018년 09월 21일","34.380","34.532","34.630","34.283","-0.46%"
"2018년 09월 20일","34.538","34.530","34.699","34.498","0.04%"
"2018년 09월 19일","34.525","34.474","34.680","34.412","0.13%"
"2018년 09월 18일","34.479","34.577","34.651","34.450","-0.27%"
"2018년 09월 17일","34.571","34.326","34.610","34.276","0.75%"
"2018년 09월 14일","34.312","34.360","34.461","34.258","-0.07%"
"2018년 09월 13일","34.335","34.202","34.453","34.194","0.29%"
"2018년 09월 12일","34.237","34.299","34.477","34.170","-0.17%"
"2018년 09월 11일","34.294","34.434","34.698","34.275","-0.42%"
"2018년 09월 10일","34.438","34.429","34.516","34.297","0.21%"
"2018년 09월 07일","34.366","34.241","34.413","34.182","0.43%"
"2018년 09월 06일","34.219","34.137","34.282","34.084","0.16%"
"2018년 09월 05일","34.164","34.116","34.316","34.006","0.17%"
"2018년 09월 04일","34.107","34.020","34.191","33.982","0.26%"
"2018년 09월 03일","34.020","34.122","34.142","33.896","-0.05%"
"2018년 08월 31일","34.038","34.008","34.187","33.935","0.06%"
"2018년 08월 30일","34.019","33.991","34.060","33.871","0.13%"
"2018년 08월 29일","33.975","34.018","34.107","33.845","-0.13%"
"2018년 08월 28일","34.018","34.064","34.181","33.937","-0.16%"
"2018년 08월 27일","34.072","34.231","34.311","34.032","-0.21%"
"2018년 08월 24일","34.145","34.168","34.290","34.024","-0.14%"
"2018년 08월 23일","34.193","34.203","34.306","34.139","-0.03%"
"2018년 08월 22일","34.203","34.209","34.307","34.107","0.04%"
"2018년 08월 21일","34.189","33.921","34.254","33.886","0.72%"
"2018년 08월 20일","33.946","33.746","34.067","33.688","0.56%"
"2018년 08월 17일","33.756","33.997","34.008","33.662","-0.70%"
"2018년 08월 16일","33.994","34.013","34.140","33.873","-0.05%"
"2018년 08월 15일","34.012","33.890","34.156","33.843","0.36%"
"2018년 08월 14일","33.890","34.083","34.177","33.856","-0.55%"
"2018년 08월 13일","34.078","33.990","34.151","33.818","0.50%"
"2018년 08월 10일","33.908","33.797","34.023","33.765","0.30%"
"2018년 08월 09일","33.805","33.630","33.865","33.607","0.57%"
"2018년 08월 08일","33.612","33.628","33.755","33.579","-0.14%"
"2018년 08월 07일","33.658","33.779","33.863","33.617","-0.37%"
"2018년 08월 06일","33.784","33.815","33.902","33.683","0.03%"
"2018년 08월 03일","33.775","33.890","33.971","33.743","-0.34%"
"2018년 08월 02일","33.890","33.760","34.016","33.731","0.39%"
"2018년 08월 01일","33.760","33.532","33.856","33.494","0.68%"
"2018년 07월 31일","33.532","33.616","33.732","33.463","-0.17%"
"2018년 07월 30일","33.588","33.465","33.611","33.362","0.50%"
"2018년 07월 27일","33.420","33.641","33.706","33.358","-0.64%"
