"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 01월 04일","57.06","55.67","58.31","55.34","321.11K","1.98%"
"2019년 01월 03일","55.95","54.29","56.30","53.93","278.36K","1.89%"
"2019년 01월 02일","54.91","54.12","56.56","52.51","300.95K","2.06%"
"2018년 12월 31일","53.80","53.00","54.82","52.66","109.11K","3.07%"
"2018년 12월 28일","52.20","53.44","53.80","51.60","17.11K","0.08%"
"2018년 12월 27일","52.16","54.65","54.67","51.94","102.59K","-4.24%"
"2018년 12월 26일","54.47","50.84","55.29","49.93","77.00K","7.93%"
"2018년 12월 24일","50.47","53.49","54.66","50.36","76.22K","-6.22%"
"2018년 12월 21일","53.82","54.97","55.33","52.79","226.34K","-0.98%"
"2018년 12월 20일","54.35","56.49","56.75","54.28","299.45K","-5.05%"
"2018년 12월 19일","57.24","56.51","58.11","56.04","319.37K","1.74%"
"2018년 12월 18일","56.26","59.00","59.24","55.89","398.56K","-5.62%"
"2018년 12월 17일","59.61","60.25","61.21","58.64","246.03K","-1.11%"
"2018년 12월 14일","60.28","61.53","61.58","59.92","206.56K","-1.90%"
"2018년 12월 13일","61.45","60.29","62.02","59.33","252.40K","2.16%"
"2018년 12월 12일","60.15","60.67","61.43","59.98","246.92K","-0.08%"
"2018년 12월 11일","60.20","59.91","61.10","59.58","235.33K","0.38%"
"2018년 12월 10일","59.97","61.34","62.33","59.61","264.95K","-2.76%"
"2018년 12월 07일","61.67","60.25","63.73","59.10","423.08K","2.68%"
"2018년 12월 06일","60.06","61.36","61.97","58.36","399.99K","-2.44%"
"2018년 12월 05일","61.56","61.35","63.29","60.80","256.24K","-0.84%"
"2018년 12월 04일","62.08","61.90","63.58","61.24","277.42K","0.63%"
"2018년 12월 03일","61.69","59.98","62.60","59.85","294.77K","5.08%"
"2018년 11월 30일","58.71","59.28","59.93","58.25","27.02K","-1.34%"
"2018년 11월 29일","59.51","59.12","60.37","57.50","94.57K","1.28%"
"2018년 11월 28일","58.76","60.63","61.27","58.55","150.81K","-2.41%"
"2018년 11월 27일","60.21","60.39","61.40","58.92","271.17K","-0.45%"
"2018년 11월 26일","60.48","58.98","61.13","58.60","267.38K","2.86%"
"2018년 11월 23일","58.80","62.58","62.79","58.41","279.67K","-6.07%"
"2018년 11월 22일","62.60","63.60","63.81","62.27","164.11K","-1.39%"
"2018년 11월 21일","63.48","62.60","64.48","62.56","334.98K","1.52%"
"2018년 11월 20일","62.53","66.90","66.90","61.71","417.01K","-6.38%"
"2018년 11월 19일","66.79","66.99","67.64","65.27","262.55K","0.04%"
"2018년 11월 16일","66.76","66.68","68.38","66.06","327.72K","0.21%"
"2018년 11월 15일","66.62","66.12","67.42","65.77","316.04K","0.76%"
"2018년 11월 14일","66.12","65.62","67.63","65.02","379.72K","0.99%"
"2018년 11월 13일","65.47","69.13","69.68","64.61","445.04K","-6.63%"
"2018년 11월 12일","70.12","70.69","71.88","68.87","319.23K","-0.09%"
"2018년 11월 09일","70.18","70.87","70.99","69.13","292.21K","-0.67%"
"2018년 11월 08일","70.65","72.10","73.08","70.56","350.47K","-1.97%"
"2018년 11월 07일","72.07","71.66","73.55","71.36","361.36K","-0.08%"
"2018년 11월 06일","72.13","72.85","73.28","71.18","290.88K","-1.42%"
"2018년 11월 05일","73.17","72.85","74.13","72.26","231.14K","0.47%"
"2018년 11월 02일","72.83","72.75","73.50","72.16","312.87K","-0.08%"
"2018년 11월 01일","72.89","74.69","74.99","72.56","360.16K","-3.42%"
"2018년 10월 31일","75.47","76.28","76.92","75.42","34.70K","-0.58%"
"2018년 10월 30일","75.91","76.82","77.32","75.09","115.19K","-1.85%"
"2018년 10월 29일","77.34","77.64","78.03","76.55","117.94K","-0.36%"
"2018년 10월 26일","77.62","76.60","77.91","75.77","229.75K","0.95%"
"2018년 10월 25일","76.89","75.67","77.08","75.35","215.24K","0.95%"
"2018년 10월 24일","76.17","76.35","77.57","75.11","366.65K","-0.35%"
"2018년 10월 23일","76.44","80.04","80.12","75.88","513.72K","-4.25%"
"2018년 10월 22일","79.83","80.11","80.41","78.99","269.91K","0.06%"
"2018년 10월 19일","79.78","79.44","80.88","79.22","291.07K","0.62%"
"2018년 10월 18일","79.29","80.23","80.31","78.69","359.01K","-0.95%"
"2018년 10월 17일","80.05","81.74","81.85","79.17","336.60K","-1.67%"
"2018년 10월 16일","81.41","80.88","81.75","79.80","329.33K","0.78%"
"2018년 10월 15일","80.78","81.00","81.92","79.85","284.65K","0.44%"
"2018년 10월 12일","80.43","80.28","81.48","79.23","373.09K","0.21%"
"2018년 10월 11일","80.26","82.47","82.63","79.80","482.51K","-3.41%"
"2018년 10월 10일","83.09","84.98","85.17","82.26","319.09K","-2.25%"
"2018년 10월 09일","85.00","83.91","85.45","83.73","351.40K","1.30%"
"2018년 10월 08일","83.91","84.17","84.31","82.66","290.09K","-0.30%"
"2018년 10월 05일","84.16","84.89","85.12","83.92","300.62K","-0.50%"
"2018년 10월 04일","84.58","85.99","86.43","84.14","361.25K","-1.98%"
"2018년 10월 03일","86.29","84.79","86.74","84.01","345.22K","1.76%"
"2018년 10월 02일","84.80","84.95","85.38","84.31","268.61K","-0.21%"
"2018년 10월 01일","84.98","82.79","85.45","82.55","347.53K","2.73%"
"2018년 09월 28일","82.72","81.63","82.87","81.60","19.68K","1.22%"
"2018년 09월 27일","81.72","81.80","82.44","81.32","124.00K","0.47%"
"2018년 09월 26일","81.34","81.45","82.22","81.10","130.53K","-0.65%"
"2018년 09월 25일","81.87","81.35","82.55","81.17","240.40K","0.83%"
"2018년 09월 24일","81.20","78.97","81.48","78.97","243.31K","3.05%"
"2018년 09월 21일","78.80","78.67","80.12","78.23","297.57K","0.13%"
"2018년 09월 20일","78.70","79.44","79.83","78.51","300.16K","-0.88%"
"2018년 09월 19일","79.40","78.97","79.50","78.51","275.87K","0.47%"
"2018년 09월 18일","79.03","77.78","79.73","77.46","259.18K","1.26%"
"2018년 09월 17일","78.05","78.07","78.90","77.73","207.61K","-0.05%"
"2018년 09월 14일","78.09","78.45","78.94","77.37","261.06K","-0.12%"
"2018년 09월 13일","78.18","79.60","79.71","77.87","298.14K","-1.96%"
"2018년 09월 12일","79.74","79.42","80.13","78.75","315.27K","0.86%"
"2018년 09월 11일","79.06","77.38","79.54","77.36","280.31K","2.18%"
"2018년 09월 10일","77.37","77.08","77.92","76.90","244.53K","0.70%"
"2018년 09월 07일","76.83","76.69","77.10","75.88","209.00K","0.43%"
"2018년 09월 06일","76.50","77.02","77.77","75.64","274.79K","-1.00%"
"2018년 09월 05일","77.27","77.82","78.09","76.91","277.12K","-1.15%"
"2018년 09월 04일","78.17","78.19","79.72","77.44","320.45K","0.03%"
"2018년 09월 03일","78.15","77.69","78.44","77.30","110.91K","0.94%"
"2018년 08월 31일","77.42","77.53","77.79","77.00","25.83K","-0.45%"
"2018년 08월 30일","77.77","77.33","78.03","77.18","90.22K","0.82%"
"2018년 08월 29일","77.14","75.99","77.42","75.67","130.44K","1.57%"
"2018년 08월 28일","75.95","76.34","76.97","75.73","179.66K","-0.34%"
"2018년 08월 27일","76.21","75.54","76.34","75.39","101.08K","0.51%"
"2018년 08월 24일","75.82","74.73","76.42","74.68","235.09K","1.46%"
"2018년 08월 23일","74.73","74.72","74.87","74.21","199.66K","-0.07%"
"2018년 08월 22일","74.78","72.76","75.00","72.70","300.69K","2.96%"
"2018년 08월 21일","72.63","72.15","72.95","72.05","201.24K","0.58%"
"2018년 08월 20일","72.21","71.77","72.75","71.42","249.10K","0.53%"
"2018년 08월 17일","71.83","71.35","72.49","71.25","217.16K","0.56%"
"2018년 08월 16일","71.43","70.65","71.52","70.40","227.20K","0.95%"
"2018년 08월 15일","70.76","72.22","72.44","70.30","298.11K","-2.35%"
"2018년 08월 14일","72.46","72.82","73.93","72.16","242.75K","-0.21%"
"2018년 08월 13일","72.61","73.00","73.09","71.04","220.34K","-0.27%"
"2018년 08월 10일","72.81","71.97","73.14","71.40","228.74K","1.03%"
"2018년 08월 09일","72.07","72.16","72.89","71.86","197.06K","-0.29%"
"2018년 08월 08일","72.28","74.64","74.87","71.65","269.51K","-3.17%"
"2018년 08월 07일","74.65","73.61","74.90","73.57","228.99K","1.22%"
"2018년 08월 06일","73.75","73.21","74.47","73.08","200.58K","0.74%"
"2018년 08월 03일","73.21","73.37","73.73","72.48","175.36K","-0.33%"
"2018년 08월 02일","73.45","72.42","73.75","71.84","226.45K","1.46%"
"2018년 08월 01일","72.39","74.07","74.12","72.13","284.02K","-2.51%"
"2018년 07월 31일","74.25","74.93","75.10","74.14","21.88K","-0.96%"
"2018년 07월 30일","74.97","74.31","75.27","74.14","81.03K","0.92%"
"2018년 07월 27일","74.29","74.50","74.85","73.83","119.34K","-0.34%"
"2018년 07월 26일","74.54","74.37","74.83","73.77","183.35K","0.83%"
"2018년 07월 25일","73.93","73.70","74.60","73.07","210.87K","0.67%"
"2018년 07월 24일","73.44","72.91","74.00","72.68","215.15K","0.52%"
"2018년 07월 23일","73.06","73.22","74.50","72.52","316.98K","-0.01%"
"2018년 07월 20일","73.07","72.65","73.47","72.26","231.51K","0.68%"
"2018년 07월 19일","72.58","73.06","73.79","71.83","313.81K","-0.44%"
"2018년 07월 18일","72.90","71.74","73.28","71.19","287.11K","1.03%"
"2018년 07월 17일","72.16","72.01","72.78","71.35","286.44K","0.45%"
"2018년 07월 16일","71.84","74.92","75.37","71.52","330.00K","-4.63%"
"2018년 07월 13일","75.33","74.34","75.93","73.22","302.43K","1.18%"
"2018년 07월 12일","74.45","74.17","75.10","72.67","416.41K","1.43%"
"2018년 07월 11일","73.40","78.78","78.83","73.04","560.84K","-6.92%"
"2018년 07월 10일","78.86","78.25","79.51","78.15","261.55K","1.01%"
"2018년 07월 09일","78.07","77.21","78.31","77.04","212.19K","1.24%"
"2018년 07월 06일","77.11","77.57","77.68","76.36","315.28K","-0.36%"
"2018년 07월 05일","77.39","78.14","78.50","77.30","254.02K","-1.09%"
"2018년 07월 04일","78.24","77.89","78.28","77.61","97.25K","0.62%"
"2018년 07월 03일","77.76","77.40","78.55","76.67","273.46K","0.60%"
"2018년 07월 02일","77.30","78.55","78.95","77.16","265.38K","-2.69%"
"2018년 06월 29일","79.44","77.79","79.70","77.45","17.12K","2.04%"
"2018년 06월 28일","77.85","77.50","78.42","77.09","144.22K","0.30%"
"2018년 06월 27일","77.62","76.54","78.16","76.28","166.19K","1.72%"
"2018년 06월 26일","76.31","74.74","76.72","74.13","289.47K","2.11%"
"2018년 06월 25일","74.73","74.80","75.13","73.74","274.38K","-1.09%"
"2018년 06월 22일","75.55","73.24","75.83","73.24","377.39K","3.42%"
"2018년 06월 21일","73.05","74.46","74.69","72.93","411.81K","-2.26%"
"2018년 06월 20일","74.74","75.20","75.86","74.10","368.84K","-0.45%"
"2018년 06월 19일","75.08","75.24","75.55","74.45","290.59K","-0.35%"
"2018년 06월 18일","75.34","73.06","75.49","72.45","316.12K","2.59%"
"2018년 06월 15일","73.44","75.98","76.06","73.00","285.80K","-3.29%"
"2018년 06월 14일","75.94","76.56","76.92","75.76","279.21K","-1.04%"
"2018년 06월 13일","76.74","75.40","76.87","75.26","292.47K","1.13%"
"2018년 06월 12일","75.88","76.50","77.07","75.43","260.33K","-0.76%"
"2018년 06월 11일","76.46","76.30","76.84","75.52","231.28K","0.00%"
"2018년 06월 08일","76.46","77.39","77.61","76.12","251.83K","-1.11%"
"2018년 06월 07일","77.32","75.88","77.45","75.44","327.98K","2.60%"
"2018년 06월 06일","75.36","75.19","76.25","74.46","365.65K","-0.03%"
"2018년 06월 05일","75.38","75.40","75.74","73.81","400.85K","0.12%"
"2018년 06월 04일","75.29","76.66","76.95","75.20","324.29K","-1.95%"
"2018년 06월 01일","76.79","77.71","77.95","76.35","296.57K","-1.03%"
"2018년 05월 31일","77.59","77.37","78.75","77.04","21.44K","0.12%"
"2018년 05월 30일","77.50","75.37","77.73","74.81","125.33K","2.80%"
"2018년 05월 29일","75.39","75.82","76.20","74.54","114.46K","0.12%"
"2018년 05월 28일","75.30","76.11","76.17","74.49","65.10K","-1.49%"
"2018년 05월 25일","76.44","78.82","78.88","76.01","275.72K","-2.98%"
"2018년 05월 24일","78.79","79.65","79.78","78.57","228.58K","-1.27%"
"2018년 05월 23일","79.80","79.47","79.85","78.21","292.97K","0.29%"
"2018년 05월 22일","79.57","79.36","80.49","79.16","305.31K","0.44%"
"2018년 05월 21일","79.22","78.61","79.59","78.10","245.77K","0.90%"
"2018년 05월 18일","78.51","79.46","79.87","78.33","277.28K","-1.00%"
"2018년 05월 17일","79.30","79.26","80.50","79.12","330.17K","0.03%"
"2018년 05월 16일","79.28","78.10","79.35","77.61","336.57K","1.08%"
"2018년 05월 15일","78.43","78.42","79.47","77.90","390.92K","0.26%"
"2018년 05월 14일","78.23","77.05","78.53","76.55","290.13K","1.44%"
"2018년 05월 11일","77.12","77.55","77.60","76.95","261.80K","-0.45%"
"2018년 05월 10일","77.47","77.44","78.00","76.51","314.19K","0.34%"
"2018년 05월 09일","77.21","76.19","77.43","76.08","364.75K","3.15%"
"2018년 05월 08일","74.85","75.60","76.18","73.10","519.80K","-1.73%"
"2018년 05월 07일","76.17","75.00","76.34","74.83","230.47K","1.74%"
"2018년 05월 04일","74.87","73.74","75.08","73.24","289.86K","1.70%"
"2018년 05월 03일","73.62","73.07","74.09","72.47","382.14K","0.35%"
"2018년 05월 02일","73.36","73.28","73.63","72.38","347.06K","0.31%"
"2018년 05월 01일","73.13","74.65","74.98","72.74","360.97K","-2.71%"
"2018년 04월 30일","75.17","74.62","75.41","73.47","24.76K","0.71%"
"2018년 04월 27일","74.64","74.72","75.03","74.35","156.53K","-0.13%"
"2018년 04월 26일","74.74","74.23","74.97","74.11","179.48K","1.00%"
"2018년 04월 25일","74.00","74.00","74.19","73.17","275.13K","0.19%"
"2018년 04월 24일","73.86","75.09","75.47","73.68","330.60K","-1.14%"
"2018년 04월 23일","74.71","73.77","75.10","73.13","317.45K","0.88%"
"2018년 04월 20일","74.06","73.94","74.20","72.83","371.90K","0.38%"
"2018년 04월 19일","73.78","73.72","74.75","73.46","393.96K","0.41%"
"2018년 04월 18일","73.48","71.72","73.93","71.66","352.65K","2.65%"
"2018년 04월 17일","71.58","71.65","71.89","70.83","315.04K","0.22%"
"2018년 04월 16일","71.42","72.70","72.85","71.11","297.44K","-1.60%"
"2018년 04월 13일","72.58","71.94","72.88","71.56","328.50K","0.78%"
"2018년 04월 12일","72.02","72.09","72.49","71.10","330.21K","-0.06%"
"2018년 04월 11일","72.06","71.03","73.09","70.57","495.41K","1.44%"
"2018년 04월 10일","71.04","68.46","71.34","68.46","452.34K","3.48%"
"2018년 04월 09일","68.65","67.10","68.80","67.00","257.50K","2.29%"
"2018년 04월 06일","67.11","68.09","68.62","66.86","296.09K","-1.79%"
"2018년 04월 05일","68.33","68.36","68.93","67.73","270.82K","0.46%"
"2018년 04월 04일","68.02","68.15","68.28","66.69","361.48K","-0.15%"
"2018년 04월 03일","68.12","67.63","68.46","67.62","232.26K","0.71%"
"2018년 04월 02일","67.64","69.32","70.04","67.49","190.05K","-3.74%"
"2018년 03월 29일","70.27","69.86","70.44","69.10","25.29K","1.06%"
"2018년 03월 28일","69.53","69.72","70.25","68.78","141.89K","-0.83%"
"2018년 03월 27일","70.11","70.13","71.03","69.45","131.39K","-0.01%"
"2018년 03월 26일","70.12","70.43","71.05","69.67","183.69K","-0.47%"
"2018년 03월 23일","70.45","69.11","70.57","68.87","283.01K","2.23%"
"2018년 03월 22일","68.91","69.63","69.70","68.58","286.63K","-0.81%"
"2018년 03월 21일","69.47","67.61","69.86","67.48","401.05K","3.04%"
"2018년 03월 20일","67.42","66.15","67.88","66.15","326.47K","2.07%"
"2018년 03월 19일","66.05","66.01","66.39","65.39","272.42K","-0.24%"
"2018년 03월 16일","66.21","65.07","66.42","64.88","264.21K","1.67%"
"2018년 03월 15일","65.12","64.90","65.38","64.61","208.59K","0.35%"
"2018년 03월 14일","64.89","64.73","65.21","64.06","267.59K","0.39%"
"2018년 03월 13일","64.64","64.92","65.68","64.05","320.57K","-0.48%"
"2018년 03월 12일","64.95","65.50","65.86","64.18","240.03K","-0.82%"
"2018년 03월 09일","65.49","63.93","65.63","63.69","286.49K","2.96%"
"2018년 03월 08일","63.61","64.51","64.56","63.43","294.79K","-1.13%"
"2018년 03월 07일","64.34","65.23","65.80","63.83","332.91K","-2.20%"
"2018년 03월 06일","65.79","65.74","66.16","65.30","199.79K","0.38%"
"2018년 03월 05일","65.54","64.65","65.88","64.10","261.06K","1.82%"
"2018년 03월 02일","64.37","64.07","64.64","63.20","266.38K","0.85%"
"2018년 03월 01일","63.83","64.57","65.04","63.19","340.97K","-2.96%"
"2018년 02월 28일","65.78","66.41","66.87","65.43","27.39K","-1.28%"
"2018년 02월 27일","66.63","67.57","67.61","66.32","106.34K","-1.29%"
"2018년 02월 26일","67.50","67.29","67.90","66.72","188.30K","0.28%"
"2018년 02월 23일","67.31","66.30","67.37","65.79","201.72K","1.39%"
"2018년 02월 22일","66.39","64.91","66.56","64.62","253.00K","1.48%"
"2018년 02월 21일","65.42","65.05","65.53","64.40","245.87K","0.26%"
"2018년 02월 20일","65.25","65.64","65.81","64.78","289.17K","-0.64%"
"2018년 02월 19일","65.67","64.96","65.90","64.84","125.63K","1.28%"
"2018년 02월 16일","64.84","64.66","65.22","64.19","239.58K","0.79%"
"2018년 02월 15일","64.33","64.44","65.15","63.12","292.91K","-0.05%"
"2018년 02월 14일","64.36","62.84","64.58","61.95","349.10K","2.61%"
"2018년 02월 13일","62.72","62.85","63.10","61.76","367.26K","0.21%"
"2018년 02월 12일","62.59","62.50","64.40","62.50","349.67K","-0.32%"
"2018년 02월 09일","62.79","64.44","64.64","61.77","399.50K","-3.12%"
"2018년 02월 08일","64.81","65.28","65.60","64.10","346.32K","-1.07%"
"2018년 02월 07일","65.51","67.20","67.72","65.16","567.76K","-2.02%"
"2018년 02월 06일","66.86","67.02","67.60","66.53","328.85K","-1.12%"
"2018년 02월 05일","67.62","68.15","68.46","66.90","335.64K","-1.40%"
"2018년 02월 02일","68.58","70.00","70.02","67.96","307.13K","-1.54%"
"2018년 02월 01일","69.65","69.00","69.97","68.81","336.92K","0.87%"
"2018년 01월 31일","69.05","68.43","69.15","68.33","20.43K","0.04%"
"2018년 01월 30일","69.02","69.30","69.39","68.40","135.87K","-0.63%"
"2018년 01월 29일","69.46","70.47","70.64","69.07","202.24K","-1.50%"
"2018년 01월 26일","70.52","70.07","70.83","70.05","227.60K","0.14%"
"2018년 01월 25일","70.42","70.95","71.28","69.97","301.93K","-0.16%"
"2018년 01월 24일","70.53","69.97","70.94","69.54","308.37K","0.81%"
"2018년 01월 23일","69.96","69.17","70.24","69.12","343.73K","1.35%"
"2018년 01월 22일","69.03","68.80","69.51","68.39","250.60K","0.61%"
"2018년 01월 19일","68.61","69.01","69.08","68.28","278.36K","-1.01%"
"2018년 01월 18일","69.31","69.53","69.63","68.80","270.23K","-0.10%"
"2018년 01월 17일","69.38","69.35","69.59","68.55","280.42K","0.33%"
"2018년 01월 16일","69.15","70.05","70.13","68.83","322.95K","-1.58%"
"2018년 01월 15일","70.26","69.88","70.37","69.55","173.46K","0.56%"
"2018년 01월 12일","69.87","69.15","69.93","68.59","302.10K","0.88%"
"2018년 01월 11일","69.26","69.15","70.05","69.00","341.94K","0.09%"
"2018년 01월 10일","69.20","69.12","69.37","68.75","290.54K","0.55%"
"2018년 01월 09일","68.82","68.00","69.29","67.70","319.92K","1.53%"
"2018년 01월 08일","67.78","67.80","67.99","67.44","210.35K","0.24%"
"2018년 01월 05일","67.62","67.97","68.11","67.26","183.45K","-0.66%"
"2018년 01월 04일","68.07","67.89","68.27","67.62","246.15K","0.34%"
"2018년 01월 03일","67.84","66.54","68.03","66.40","260.86K","1.91%"
"2018년 01월 02일","66.57","66.55","67.29","66.24","211.74K","-0.45%"
"2017년 12월 29일","66.87","66.15","66.98","66.15","157.95K","0.22%"
"2017년 12월 28일","66.72","66.43","66.85","66.23","35.09K","0.42%"
"2017년 12월 27일","66.44","66.76","66.94","66.03","122.43K","-0.87%"
"2017년 12월 26일","67.02","65.20","67.10","65.00","74.25K","2.71%"
"2017년 12월 22일","65.25","64.63","65.28","64.38","110.42K","0.54%"
"2017년 12월 21일","64.90","64.49","64.93","64.20","155.42K","0.53%"
"2017년 12월 20일","64.56","63.83","64.60","63.67","222.73K","1.19%"
"2017년 12월 19일","63.80","63.41","63.91","63.30","213.19K","0.62%"
"2017년 12월 18일","63.41","63.36","63.91","63.00","234.62K","0.28%"
"2017년 12월 15일","63.23","63.39","63.68","63.08","213.00K","-0.13%"
"2017년 12월 14일","63.31","62.81","63.50","62.01","277.67K","1.39%"
"2017년 12월 13일","62.44","63.80","64.32","62.36","354.37K","-1.42%"
"2017년 12월 12일","63.34","64.66","65.83","63.07","508.99K","-2.09%"
"2017년 12월 11일","64.69","63.29","64.93","62.99","488.01K","2.03%"
"2017년 12월 08일","63.40","62.08","63.64","62.01","362.43K","1.93%"
"2017년 12월 07일","62.20","61.30","62.26","61.15","238.96K","1.60%"
"2017년 12월 06일","61.22","62.64","62.93","61.13","314.26K","-2.61%"
"2017년 12월 05일","62.86","62.45","63.15","62.12","219.34K","0.66%"
"2017년 12월 04일","62.45","63.50","63.68","62.31","250.52K","-2.01%"
"2017년 12월 01일","63.73","62.74","64.32","62.59","308.15K","0.25%"
"2017년 11월 30일","63.57","63.28","64.21","63.21","26.21K","0.73%"
"2017년 11월 29일","63.11","63.30","64.07","62.50","178.20K","-0.79%"
"2017년 11월 28일","63.61","63.78","63.89","63.10","186.93K","-0.36%"
"2017년 11월 27일","63.84","63.80","63.99","63.10","249.09K","-0.03%"
"2017년 11월 24일","63.86","63.35","63.95","63.28","152.70K","0.49%"
"2017년 11월 23일","63.55","63.24","63.57","62.88","113.08K","0.36%"
"2017년 11월 22일","63.32","62.78","63.43","62.62","322.87K","1.20%"
"2017년 11월 21일","62.57","62.10","62.87","62.07","338.16K","0.56%"
"2017년 11월 20일","62.22","62.80","62.80","61.44","283.48K","-0.80%"
"2017년 11월 17일","62.72","61.41","62.92","61.08","356.74K","2.22%"
"2017년 11월 16일","61.36","61.88","62.15","61.25","314.06K","-0.82%"
"2017년 11월 15일","61.87","61.55","62.13","61.30","279.41K","-0.55%"
"2017년 11월 14일","62.21","63.06","63.17","61.21","418.94K","-1.50%"
"2017년 11월 13일","63.16","63.68","63.77","62.61","335.15K","-0.57%"
"2017년 11월 10일","63.52","63.80","64.27","63.35","307.97K","-0.64%"
"2017년 11월 09일","63.93","63.52","64.25","63.26","319.86K","0.69%"
"2017년 11월 08일","63.49","63.69","64.64","62.95","418.07K","-0.31%"
"2017년 11월 07일","63.69","64.12","64.65","63.50","389.46K","-0.90%"
"2017년 11월 06일","64.27","62.27","64.44","62.08","356.99K","3.54%"
"2017년 11월 03일","62.07","60.88","62.23","60.60","272.74K","2.39%"
"2017년 11월 02일","60.62","60.50","60.86","60.02","289.30K","0.21%"
"2017년 11월 01일","60.49","61.07","61.70","60.00","337.76K","-1.43%"
"2017년 10월 31일","61.37","60.86","61.41","60.53","29.12K","0.77%"
"2017년 10월 30일","60.90","60.66","61.00","60.14","168.54K","0.76%"
"2017년 10월 27일","60.44","59.37","60.65","58.82","209.89K","1.92%"
"2017년 10월 26일","59.30","58.42","59.55","58.05","232.28K","1.47%"
"2017년 10월 25일","58.44","58.44","58.74","57.85","260.55K","0.19%"
"2017년 10월 24일","58.33","57.41","58.57","57.04","334.68K","1.67%"
"2017년 10월 23일","57.37","57.95","58.05","57.27","353.07K","-0.66%"
"2017년 10월 20일","57.75","57.32","57.94","56.60","369.89K","0.91%"
"2017년 10월 19일","57.23","58.24","58.30","57.02","430.67K","-1.58%"
"2017년 10월 18일","58.15","58.16","58.54","57.74","329.33K","0.47%"
"2017년 10월 17일","57.88","57.78","58.35","57.18","405.22K","0.10%"
"2017년 10월 16일","57.82","57.28","58.47","57.12","341.78K","1.14%"
"2017년 10월 13일","57.17","56.44","57.57","56.34","332.60K","1.64%"
"2017년 10월 12일","56.25","56.74","56.83","55.88","339.53K","-1.21%"
"2017년 10월 11일","56.94","56.56","57.09","56.51","85.99K","0.58%"
"2017년 10월 10일","56.61","55.78","56.91","55.73","290.34K","1.47%"
"2017년 10월 09일","55.79","55.50","55.98","55.06","301.15K","0.31%"
"2017년 10월 06일","55.62","56.99","57.28","55.13","395.65K","-2.42%"
"2017년 10월 05일","57.00","55.77","57.24","55.70","379.30K","2.15%"
"2017년 10월 04일","55.80","55.67","56.20","55.38","330.85K","-0.36%"
"2017년 10월 03일","56.00","56.10","56.40","55.70","275.42K","-0.21%"
"2017년 10월 02일","56.12","56.73","56.76","55.50","352.05K","-2.47%"
"2017년 09월 29일","57.54","57.60","57.80","57.14","24.02K","0.23%"
"2017년 09월 28일","57.41","57.70","58.65","56.85","117.89K","-0.85%"
"2017년 09월 27일","57.90","58.57","58.89","57.57","142.87K","-0.92%"
"2017년 09월 26일","58.44","59.05","59.49","57.77","214.73K","-0.98%"
"2017년 09월 25일","59.02","56.87","59.25","56.70","224.94K","3.80%"
"2017년 09월 22일","56.86","56.50","56.91","56.22","208.36K","0.76%"
"2017년 09월 21일","56.43","56.17","56.53","55.76","251.62K","0.25%"
"2017년 09월 20일","56.29","55.35","56.48","55.26","295.65K","2.09%"
"2017년 09월 19일","55.14","55.48","55.89","54.89","221.76K","-0.61%"
"2017년 09월 18일","55.48","55.59","55.95","54.82","278.12K","-0.25%"
"2017년 09월 15일","55.62","55.29","55.85","54.86","271.07K","0.27%"
"2017년 09월 14일","55.47","55.02","55.99","54.93","327.35K","0.56%"
"2017년 09월 13일","55.16","54.18","55.21","54.03","291.47K","1.64%"
"2017년 09월 12일","54.27","53.77","54.44","53.42","279.34K","0.80%"
"2017년 09월 11일","53.84","53.82","54.14","53.04","276.43K","0.11%"
"2017년 09월 08일","53.78","54.54","54.87","53.57","307.45K","-1.30%"
"2017년 09월 07일","54.49","54.13","54.67","53.89","306.72K","0.54%"
"2017년 09월 06일","54.20","53.16","54.31","53.09","322.60K","1.54%"
"2017년 09월 05일","53.38","52.30","53.66","52.09","300.78K","1.99%"
"2017년 09월 04일","52.34","52.85","52.85","51.99","121.54K","-0.78%"
"2017년 09월 01일","52.75","52.84","52.95","52.24","262.20K","0.71%"
"2017년 08월 31일","52.38","50.58","52.43","50.56","33.50K","2.99%"
"2017년 08월 30일","50.86","51.97","52.01","50.58","152.59K","-2.19%"
"2017년 08월 29일","52.00","52.04","52.19","51.36","139.97K","0.21%"
"2017년 08월 28일","51.89","52.38","52.84","51.52","141.58K","-0.99%"
"2017년 08월 25일","52.41","52.30","52.68","51.93","218.09K","0.71%"
"2017년 08월 24일","52.04","52.55","52.71","51.61","255.76K","-1.01%"
"2017년 08월 23일","52.57","51.68","52.63","51.45","287.20K","1.35%"
"2017년 08월 22일","51.87","51.78","52.28","51.39","313.92K","0.41%"
"2017년 08월 21일","51.66","53.00","53.00","51.30","271.57K","-2.01%"
"2017년 08월 18일","52.72","50.89","52.96","50.78","317.44K","3.31%"
"2017년 08월 17일","51.03","50.40","51.12","50.00","334.30K","1.51%"
"2017년 08월 16일","50.27","50.98","51.40","50.15","305.55K","-1.04%"
"2017년 08월 15일","50.80","50.65","51.15","50.02","334.16K","0.14%"
"2017년 08월 14일","50.73","52.02","52.38","50.55","281.57K","-2.63%"
"2017년 08월 11일","52.10","51.94","52.28","51.30","245.31K","0.39%"
"2017년 08월 10일","51.90","52.72","53.64","51.67","450.28K","-1.52%"
"2017년 08월 09일","52.70","51.99","52.85","51.81","265.61K","1.07%"
