날짜,통화명,환율,전일대비,Cross Rate
2019.05.14,베트남 동화 (VND) (100),5.07,0.02,"23,329.00"
2019.05.15,베트남 동화 (VND) (100),5.08,0.01,"23,380.00"
2019.05.16,베트남 동화 (VND) (100),5.1,0.02,"23,325.00"
2019.05.17,베트남 동화 (VND) (100),5.1,0,"23,310.00"
2019.05.20,베트남 동화 (VND) (100),5.1,0,"23,392.00"
2019.05.21,베트남 동화 (VND) (100),5.1,0,"23,407.50"
2019.05.22,베트남 동화 (VND) (100),5.1,0,"23,391.50"
2019.05.23,베트남 동화 (VND) (100),5.11,0.01,"23,375.00"
2019.05.24,베트남 동화 (VND) (100),5.09,-0.02,"23,389.00"
2019.05.27,베트남 동화 (VND) (100),5.09,0,"23,390.00"
2019.05.28,베트남 동화 (VND) (100),5.06,-0.03,"23,388.00"
2019.05.29,베트남 동화 (VND) (100),5.08,0.02,"23,394.00"
2019.05.30,베트남 동화 (VND) (100),5.1,0.02,"23,407.00"
2019.05.31,베트남 동화 (VND) (100),5.08,-0.02,"23,420.00"
2019.06.03,베트남 동화 (VND) (100),5.09,0.01,"23,412.50"
2019.06.04,베트남 동화 (VND) (100),5.06,-0.03,"23,394.50"
2019.06.05,베트남 동화 (VND) (100),5.05,-0.01,"23,400.00"
2019.06.07,베트남 동화 (VND) (100),5.04,-0.01,"23,403.00"
2019.06.10,베트남 동화 (VND) (100),5.04,0,"23,396.00"
2019.06.11,베트남 동화 (VND) (100),5.07,0.03,"23,365.00"
2019.06.12,베트남 동화 (VND) (100),5.06,-0.01,"23,340.00"
2019.06.13,베트남 동화 (VND) (100),5.07,0.01,"23,320.00"
2019.06.14,베트남 동화 (VND) (100),5.08,0.01,"23,320.00"
2019.06.17,베트남 동화 (VND) (100),5.07,-0.01,"23,335.00"
2019.06.18,베트남 동화 (VND) (100),5.08,0.01,"23,350.00"
2019.06.19,베트남 동화 (VND) (100),5.08,0,"23,330.00"
2019.06.20,베트남 동화 (VND) (100),5.05,-0.03,"23,316.50"
2019.06.21,베트남 동화 (VND) (100),5.01,-0.04,"23,300.00"
2019.06.24,베트남 동화 (VND) (100),4.99,-0.02,"23,290.00"
2019.06.25,베트남 동화 (VND) (100),4.97,-0.02,"23,291.00"
2019.06.26,베트남 동화 (VND) (100),4.96,-0.01,"23,297.00"
2019.06.27,베트남 동화 (VND) (100),4.97,0.01,"23,305.00"
2019.06.28,베트남 동화 (VND) (100),4.96,-0.01,"23,315.00"
2019.07.01,베트남 동화 (VND) (100),4.96,0,"23,305.00"
2019.07.02,베트남 동화 (VND) (100),4.97,0.01,"23,260.00"
2019.07.03,베트남 동화 (VND) (100),5.01,0.04,"23,240.00"
2019.07.04,베트남 동화 (VND) (100),5.03,0.02,"23,250.00"
2019.07.05,베트남 동화 (VND) (100),5.03,0,"23,250.00"
2019.07.08,베트남 동화 (VND) (100),5.04,0.01,"23,237.50"
2019.07.09,베트남 동화 (VND) (100),5.07,0.03,"23,246.50"
2019.07.10,베트남 동화 (VND) (100),5.08,0.01,"23,230.00"
2019.07.11,베트남 동화 (VND) (100),5.09,0.01,"23,220.00"
2019.07.12,베트남 동화 (VND) (100),5.06,-0.03,"23,202.50"
2019.07.15,베트남 동화 (VND) (100),5.07,0.01,"23,205.00"
2019.07.16,베트남 동화 (VND) (100),5.08,0.01,"23,201.50"
2019.07.17,베트남 동화 (VND) (100),5.08,0,"23,201.00"
2019.07.18,베트남 동화 (VND) (100),5.09,0.01,"23,202.50"
2019.07.19,베트남 동화 (VND) (100),5.08,-0.01,"23,216.00"
2019.07.22,베트남 동화 (VND) (100),5.05,-0.03,"23,247.00"
2019.07.23,베트남 동화 (VND) (100),5.07,0.02,"23,241.00"
2019.07.24,베트남 동화 (VND) (100),5.08,0.01,"23,217.00"
2019.07.25,베트남 동화 (VND) (100),5.08,0,"23,210.00"
2019.07.26,베트남 동화 (VND) (100),5.08,0,"23,208.00"
2019.07.29,베트남 동화 (VND) (100),5.1,0.02,"23,211.50"
2019.07.30,베트남 동화 (VND) (100),5.1,0,"23,210.00"
2019.07.31,베트남 동화 (VND) (100),5.09,-0.01,"23,205.00"
2019.08.01,베트남 동화 (VND) (100),5.09,0,"23,232.50"
2019.08.02,베트남 동화 (VND) (100),5.12,0.03,"23,205.00"
2019.08.05,베트남 동화 (VND) (100),5.15,0.03,"23,220.00"
2019.08.06,베트남 동화 (VND) (100),5.21,0.06,"23,269.00"
2019.08.07,베트남 동화 (VND) (100),5.22,0.01,"23,255.00"
2019.08.08,베트남 동화 (VND) (100),5.23,0.01,"23,216.00"
2019.08.09,베트남 동화 (VND) (100),5.22,-0.01,"23,225.00"
2019.08.12,베트남 동화 (VND) (100),5.21,-0.01,"23,205.00"
2019.08.13,베트남 동화 (VND) (100),5.24,0.03,"23,198.50"
2019.08.14,베트남 동화 (VND) (100),5.25,0.01,"23,206.50"
2019.08.16,베트남 동화 (VND) (100),5.22,-0.03,"23,209.00"
2019.08.19,베트남 동화 (VND) (100),5.23,0.01,"23,212.00"
2019.08.20,베트남 동화 (VND) (100),5.22,-0.01,"23,206.00"
2019.08.21,베트남 동화 (VND) (100),5.22,0,"23,204.00"
2019.08.22,베트남 동화 (VND) (100),5.19,-0.03,"23,201.50"
2019.08.23,베트남 동화 (VND) (100),5.19,0,"23,205.00"
2019.08.26,베트남 동화 (VND) (100),5.23,0.04,"23,199.00"
2019.08.27,베트남 동화 (VND) (100),5.25,0.02,"23,199.00"
2019.08.28,베트남 동화 (VND) (100),5.23,-0.02,"23,197.50"
2019.08.29,베트남 동화 (VND) (100),5.23,0,"23,207.50"
2019.08.30,베트남 동화 (VND) (100),5.24,0.01,"23,200.00"
2019.09.02,베트남 동화 (VND) (100),5.22,-0.02,"23,186.00"
2019.09.03,베트남 동화 (VND) (100),5.23,0.01,"23,186.00"
2019.09.04,베트남 동화 (VND) (100),5.24,0.01,"23,199.00"
2019.09.05,베트남 동화 (VND) (100),5.21,-0.03,"23,199.50"
2019.09.06,베트남 동화 (VND) (100),5.17,-0.04,"23,198.50"
2019.09.09,베트남 동화 (VND) (100),5.16,-0.01,"23,199.00"
2019.09.10,베트남 동화 (VND) (100),5.14,-0.02,"23,201.00"
2019.09.11,베트남 동화 (VND) (100),5.14,0,"23,199.50"
2019.09.16,베트남 동화 (VND) (100),5.13,-0.01,"23,207.50"
2019.09.17,베트남 동화 (VND) (100),5.1,-0.03,"23,219.00"
2019.09.18,베트남 동화 (VND) (100),5.12,0.02,"23,226.50"
2019.09.19,베트남 동화 (VND) (100),5.13,0.01,"23,211.50"
2019.09.20,베트남 동화 (VND) (100),5.15,0.02,"23,212.00"
2019.09.23,베트남 동화 (VND) (100),5.13,-0.02,"23,205.00"
2019.09.24,베트남 동화 (VND) (100),5.14,0.01,"23,203.00"
2019.09.25,베트남 동화 (VND) (100),5.15,0.01,"23,205.00"
2019.09.26,베트남 동화 (VND) (100),5.16,0.01,"23,205.00"
2019.09.27,베트남 동화 (VND) (100),5.17,0.01,"23,201.00"
2019.09.30,베트남 동화 (VND) (100),5.18,0.01,"23,205.00"
2019.10.01,베트남 동화 (VND) (100),5.17,-0.01,"23,201.00"
2019.10.02,베트남 동화 (VND) (100),5.16,-0.01,"23,201.50"
2019.10.04,베트남 동화 (VND) (100),5.19,0.03,"23,201.50"
2019.10.07,베트남 동화 (VND) (100),5.16,-0.03,"23,201.00"
2019.10.08,베트남 동화 (VND) (100),5.16,0,"23,201.00"
2019.10.10,베트남 동화 (VND) (100),5.14,-0.02,"23,226.00"
2019.10.11,베트남 동화 (VND) (100),5.16,0.02,"23,201.00"
2019.10.14,베트남 동화 (VND) (100),5.13,-0.03,"23,205.00"
2019.10.15,베트남 동화 (VND) (100),5.1,-0.03,"23,205.00"
2019.10.16,베트남 동화 (VND) (100),5.1,0,"23,201.50"
2019.10.17,베트남 동화 (VND) (100),5.12,0.02,"23,203.00"
2019.10.18,베트남 동화 (VND) (100),5.11,-0.01,"23,207.00"
2019.10.21,베트남 동화 (VND) (100),5.09,-0.02,"23,204.00"
2019.10.22,베트남 동화 (VND) (100),5.06,-0.03,"23,207.50"
2019.10.23,베트남 동화 (VND) (100),5.05,-0.01,"23,202.50"
2019.10.24,베트남 동화 (VND) (100),5.06,0.01,"23,206.50"
2019.10.25,베트남 동화 (VND) (100),5.05,-0.01,"23,204.00"
2019.10.28,베트남 동화 (VND) (100),5.06,0.01,"23,200.50"
2019.10.29,베트남 동화 (VND) (100),5.04,-0.02,"23,202.00"
2019.10.30,베트남 동화 (VND) (100),5.03,-0.01,"23,203.00"
2019.10.31,베트남 동화 (VND) (100),5.04,0.01,"23,201.00"
2019.11.01,베트남 동화 (VND) (100),5.01,-0.03,"23,203.00"
2019.11.04,베트남 동화 (VND) (100),5.03,0.02,"23,202.00"
2019.11.05,베트남 동화 (VND) (100),5,-0.03,"23,200.00"
2019.11.06,베트남 동화 (VND) (100),5,0,"23,199.50"
2019.11.07,베트남 동화 (VND) (100),4.99,-0.01,"23,199.50"
2019.11.08,베트남 동화 (VND) (100),5,0.01,"23,199.50"
2019.11.11,베트남 동화 (VND) (100),4.98,-0.02,"23,199.00"
2019.11.12,베트남 동화 (VND) (100),5.01,0.03,"23,202.00"
2019.11.13,베트남 동화 (VND) (100),5.02,0.01,"23,199.50"
2019.11.14,베트남 동화 (VND) (100),5.03,0.01,"23,201.50"
2019.11.15,베트남 동화 (VND) (100),5.04,0.01,"23,201.00"
2019.11.18,베트남 동화 (VND) (100),5.03,-0.01,"23,205.00"
2019.11.19,베트남 동화 (VND) (100),5.02,-0.01,"23,206.00"
2019.11.20,베트남 동화 (VND) (100),5.04,0.02,"23,201.50"
2019.11.21,베트남 동화 (VND) (100),5.04,0,"23,199.50"
2019.11.22,베트남 동화 (VND) (100),5.07,0.03,"23,195.00"
2019.11.25,베트남 동화 (VND) (100),5.08,0.01,"23,196.00"
2019.11.26,베트남 동화 (VND) (100),5.07,-0.01,"23,199.50"
2019.11.27,베트남 동화 (VND) (100),5.06,-0.01,"23,190.50"
2019.11.28,베트남 동화 (VND) (100),5.07,0.01,"23,202.50"
2019.11.29,베트남 동화 (VND) (100),5.08,0.01,"23,201.50"
2019.12.02,베트남 동화 (VND) (100),5.09,0.01,"23,180.00"
2019.12.03,베트남 동화 (VND) (100),5.09,0,"23,176.50"
2019.12.04,베트남 동화 (VND) (100),5.12,0.03,"23,171.00"
2019.12.05,베트남 동화 (VND) (100),5.15,0.03,"23,172.50"
2019.12.06,베트남 동화 (VND) (100),5.14,-0.01,"23,168.00"
2019.12.09,베트남 동화 (VND) (100),5.13,-0.01,"23,177.50"
2019.12.10,베트남 동화 (VND) (100),5.13,0,"23,171.50"
2019.12.11,베트남 동화 (VND) (100),5.14,0.01,"23,171.00"
2019.12.12,베트남 동화 (VND) (100),5.15,0.01,"23,176.50"
2019.12.13,베트남 동화 (VND) (100),5.13,-0.02,"23,170.00"
2019.12.16,베트남 동화 (VND) (100),5.06,-0.07,"23,174.00"
2019.12.17,베트남 동화 (VND) (100),5.06,0,"23,177.50"
2019.12.18,베트남 동화 (VND) (100),5.03,-0.03,"23,177.00"
2019.12.19,베트남 동화 (VND) (100),5.03,0,"23,174.00"
2019.12.20,베트남 동화 (VND) (100),5.03,0,"23,170.00"
2019.12.23,베트남 동화 (VND) (100),5.02,-0.01,"23,176.00"
2019.12.24,베트남 동화 (VND) (100),5.01,-0.01,"23,174.50"
2019.12.26,베트남 동화 (VND) (100),5.02,0.01,"23,174.00"
2019.12.27,베트남 동화 (VND) (100),5.01,-0.01,"23,172.00"
2019.12.30,베트남 동화 (VND) (100),5.01,0,"23,172.00"
