날짜,통화명,환율,전일대비,Cross Rate
2017.10.26,베트남 동화 (VND) (100),4.97,0,"22,725.00"
2017.10.27,베트남 동화 (VND) (100),4.95,-0.02,"22,725.00"
2017.10.30,베트남 동화 (VND) (100),4.98,0.03,"22,710.00"
2017.10.31,베트남 동화 (VND) (100),4.95,-0.03,"22,710.00"
2017.11.01,베트남 동화 (VND) (100),4.94,-0.01,"22,710.00"
2017.11.02,베트남 동화 (VND) (100),4.92,-0.02,"22,713.50"
2017.11.03,베트남 동화 (VND) (100),4.9,-0.02,"22,712.50"
2017.11.06,베트남 동화 (VND) (100),4.9,0,"22,712.50"
2017.11.07,베트남 동화 (VND) (100),4.92,0.02,"22,715.00"
2017.11.08,베트남 동화 (VND) (100),4.89,-0.03,"22,713.50"
2017.11.09,베트남 동화 (VND) (100),4.91,0.02,"22,707.50"
2017.11.10,베트남 동화 (VND) (100),4.91,0,"22,712.50"
2017.11.13,베트남 동화 (VND) (100),4.92,0.01,"22,712.00"
2017.11.14,베트남 동화 (VND) (100),4.94,0.02,"22,707.50"
2017.11.15,베트남 동화 (VND) (100),4.92,-0.02,"22,715.00"
2017.11.16,베트남 동화 (VND) (100),4.91,-0.01,"22,711.00"
2017.11.17,베트남 동화 (VND) (100),4.86,-0.05,"22,711.00"
2017.11.20,베트남 동화 (VND) (100),4.83,-0.03,"22,710.00"
2017.11.21,베트남 동화 (VND) (100),4.84,0.01,"22,710.00"
2017.11.22,베트남 동화 (VND) (100),4.83,-0.01,"22,710.00"
2017.11.23,베트남 동화 (VND) (100),4.8,-0.03,"22,722.50"
2017.11.24,베트남 동화 (VND) (100),4.79,-0.01,"22,727.50"
2017.11.27,베트남 동화 (VND) (100),4.77,-0.02,"22,725.00"
2017.11.28,베트남 동화 (VND) (100),4.79,0.02,"22,720.00"
2017.11.29,베트남 동화 (VND) (100),4.79,0,"22,715.00"
2017.11.30,베트남 동화 (VND) (100),4.76,-0.03,"22,720.00"
2017.12.01,베트남 동화 (VND) (100),4.78,0.02,"22,717.50"
2017.12.04,베트남 동화 (VND) (100),4.79,0.01,"22,712.50"
2017.12.05,베트남 동화 (VND) (100),4.79,0,"22,712.50"
2017.12.06,베트남 동화 (VND) (100),4.77,-0.02,"22,715.00"
2017.12.07,베트남 동화 (VND) (100),4.81,0.04,"22,715.00"
2017.12.08,베트남 동화 (VND) (100),4.81,0,"22,713.50"
2017.12.11,베트남 동화 (VND) (100),4.81,0,"22,710.50"
2017.12.12,베트남 동화 (VND) (100),4.81,0,"22,710.00"
2017.12.13,베트남 동화 (VND) (100),4.8,-0.01,"22,713.50"
2017.12.14,베트남 동화 (VND) (100),4.81,0.01,"22,713.50"
2017.12.15,베트남 동화 (VND) (100),4.78,-0.03,"22,715.00"
2017.12.18,베트남 동화 (VND) (100),4.8,0.02,"22,712.50"
2017.12.19,베트남 동화 (VND) (100),4.79,-0.01,"22,714.50"
2017.12.20,베트남 동화 (VND) (100),4.78,-0.01,"22,713.50"
2017.12.21,베트남 동화 (VND) (100),4.77,-0.01,"22,712.50"
2017.12.22,베트남 동화 (VND) (100),4.76,-0.01,"22,715.00"
2017.12.26,베트남 동화 (VND) (100),4.75,-0.01,"22,711.00"
2017.12.27,베트남 동화 (VND) (100),4.74,-0.01,"22,702.50"
2017.12.28,베트남 동화 (VND) (100),4.73,-0.01,"22,710.50"
2017.12.29,베트남 동화 (VND) (100),4.72,-0.01,"22,710.50"
2018.01.02,베트남 동화 (VND) (100),4.72,0,"22,710.00"
2018.01.03,베트남 동화 (VND) (100),4.69,-0.03,"22,710.00"
2018.01.04,베트남 동화 (VND) (100),4.69,0,"22,708.50"
2018.01.05,베트남 동화 (VND) (100),4.69,0,"22,710.25"
2018.01.08,베트남 동화 (VND) (100),4.68,-0.01,"22,710.00"
2018.01.09,베트남 동화 (VND) (100),4.69,0.01,"22,712.50"
2018.01.10,베트남 동화 (VND) (100),4.7,0.01,"22,709.50"
2018.01.11,베트남 동화 (VND) (100),4.71,0.01,"22,713.50"
2018.01.12,베트남 동화 (VND) (100),4.72,0.01,"22,707.50"
2018.01.15,베트남 동화 (VND) (100),4.69,-0.03,"22,709.50"
2018.01.16,베트남 동화 (VND) (100),4.67,-0.02,"22,709.50"
2018.01.17,베트남 동화 (VND) (100),4.69,0.02,"22,710.50"
2018.01.18,베트남 동화 (VND) (100),4.69,0,"22,712.50"
2018.01.19,베트남 동화 (VND) (100),4.71,0.02,"22,713.50"
2018.01.22,베트남 동화 (VND) (100),4.7,-0.01,"22,712.50"
2018.01.23,베트남 동화 (VND) (100),4.71,0.01,"22,711.00"
2018.01.24,베트남 동화 (VND) (100),4.71,0,"22,710.50"
2018.01.25,베트남 동화 (VND) (100),4.71,0,"22,710.50"
2018.01.26,베트남 동화 (VND) (100),4.67,-0.04,"22,713.50"
2018.01.29,베트남 동화 (VND) (100),4.69,0.02,"22,710.50"
2018.01.30,베트남 동화 (VND) (100),4.69,0,"22,711.00"
2018.01.31,베트남 동화 (VND) (100),4.72,0.03,"22,710.00"
2018.02.01,베트남 동화 (VND) (100),4.72,0,"22,710.00"
2018.02.02,베트남 동화 (VND) (100),4.72,0,"22,709.50"
2018.02.05,베트남 동화 (VND) (100),4.74,0.02,"22,709.50"
2018.02.06,베트남 동화 (VND) (100),4.8,0.06,"22,707.50"
2018.02.07,베트남 동화 (VND) (100),4.82,0.02,"22,710.00"
2018.02.08,베트남 동화 (VND) (100),4.77,-0.05,"22,703.50"
2018.02.09,베트남 동화 (VND) (100),4.79,0.02,"22,699.00"
2018.02.12,베트남 동화 (VND) (100),4.81,0.02,"22,705.00"
2018.02.13,베트남 동화 (VND) (100),4.77,-0.04,"22,704.50"
2018.02.14,베트남 동화 (VND) (100),4.77,0,"22,712.50"
2018.02.19,베트남 동화 (VND) (100),4.76,-0.01,"22,707.50"
2018.02.20,베트남 동화 (VND) (100),4.7,-0.06,"22,707.50"
2018.02.21,베트남 동화 (VND) (100),4.71,0.01,"22,700.00"
2018.02.22,베트남 동화 (VND) (100),4.73,0.02,"22,717.50"
2018.02.23,베트남 동화 (VND) (100),4.77,0.04,"22,722.50"
2018.02.26,베트남 동화 (VND) (100),4.74,-0.03,"22,740.50"
2018.02.27,베트남 동화 (VND) (100),4.72,-0.02,"22,742.00"
2018.02.28,베트남 동화 (VND) (100),4.71,-0.01,"22,750.50"
2018.03.02,베트남 동화 (VND) (100),4.76,0.05,"22,750.50"
2018.03.05,베트남 동화 (VND) (100),4.75,-0.01,"22,761.00"
2018.03.06,베트남 동화 (VND) (100),4.75,0,"22,766.50"
2018.03.07,베트남 동화 (VND) (100),4.72,-0.03,"22,769.50"
2018.03.08,베트남 동화 (VND) (100),4.7,-0.02,"22,759.50"
2018.03.09,베트남 동화 (VND) (100),4.69,-0.01,"22,757.00"
2018.03.12,베트남 동화 (VND) (100),4.7,0.01,"22,761.00"
2018.03.13,베트남 동화 (VND) (100),4.68,-0.02,"22,758.50"
2018.03.14,베트남 동화 (VND) (100),4.68,0,"22,762.50"
2018.03.15,베트남 동화 (VND) (100),4.68,0,"22,766.50"
2018.03.16,베트남 동화 (VND) (100),4.68,0,"22,767.50"
2018.03.19,베트남 동화 (VND) (100),4.7,0.02,"22,764.50"
2018.03.20,베트남 동화 (VND) (100),4.71,0.01,"22,767.00"
2018.03.21,베트남 동화 (VND) (100),4.7,-0.01,"22,774.50"
2018.03.22,베트남 동화 (VND) (100),4.7,0,"22,774.00"
2018.03.23,베트남 동화 (VND) (100),4.69,-0.01,"22,795.00"
2018.03.26,베트남 동화 (VND) (100),4.74,0.05,"22,803.00"
2018.03.27,베트남 동화 (VND) (100),4.74,0,"22,811.00"
2018.03.28,베트남 동화 (VND) (100),4.7,-0.04,"22,815.50"
2018.03.29,베트남 동화 (VND) (100),4.69,-0.01,"22,819.00"
2018.03.30,베트남 동화 (VND) (100),4.68,-0.01,"22,809.50"
2018.04.02,베트남 동화 (VND) (100),4.67,-0.01,"22,794.00"
2018.04.03,베트남 동화 (VND) (100),4.64,-0.03,"22,792.50"
2018.04.04,베트남 동화 (VND) (100),4.64,0,"22,810.00"
2018.04.05,베트남 동화 (VND) (100),4.64,0,"22,815.50"
2018.04.06,베트남 동화 (VND) (100),4.64,0,"22,814.00"
2018.04.09,베트남 동화 (VND) (100),4.67,0.03,"22,802.50"
2018.04.10,베트남 동화 (VND) (100),4.68,0.01,"22,792.50"
2018.04.11,베트남 동화 (VND) (100),4.68,0,"22,792.50"
2018.04.12,베트남 동화 (VND) (100),4.68,0,"22,790.50"
2018.04.13,베트남 동화 (VND) (100),4.69,0.01,"22,788.50"
2018.04.16,베트남 동화 (VND) (100),4.7,0.01,"22,786.50"
2018.04.17,베트남 동화 (VND) (100),4.71,0.01,"22,777.50"
2018.04.18,베트남 동화 (VND) (100),4.69,-0.02,"22,772.50"
2018.04.19,베트남 동화 (VND) (100),4.68,-0.01,"22,774.00"
2018.04.20,베트남 동화 (VND) (100),4.67,-0.01,"22,779.00"
2018.04.23,베트남 동화 (VND) (100),4.69,0.02,"22,772.00"
2018.04.24,베트남 동화 (VND) (100),4.69,0,"22,771.50"
2018.04.25,베트남 동화 (VND) (100),4.73,0.04,"22,769.00"
2018.04.26,베트남 동화 (VND) (100),4.74,0.01,"22,769.00"
2018.04.27,베트남 동화 (VND) (100),4.74,0,"22,767.00"
2018.04.30,베트남 동화 (VND) (100),4.73,-0.01,"22,763.50"
2018.05.02,베트남 동화 (VND) (100),4.69,-0.04,"22,763.50"
2018.05.03,베트남 동화 (VND) (100),4.72,0.03,"22,761.00"
2018.05.04,베트남 동화 (VND) (100),4.73,0.01,"22,762.50"
2018.05.08,베트남 동화 (VND) (100),4.73,0,"22,768.50"
2018.05.09,베트남 동화 (VND) (100),4.73,0,"22,772.50"
2018.05.10,베트남 동화 (VND) (100),4.75,0.02,"22,777.00"
2018.05.11,베트남 동화 (VND) (100),4.72,-0.03,"22,770.00"
2018.05.14,베트남 동화 (VND) (100),4.69,-0.03,"22,770.00"
2018.05.15,베트남 동화 (VND) (100),4.68,-0.01,"22,767.50"
2018.05.16,베트남 동화 (VND) (100),4.71,0.03,"22,770.50"
2018.05.17,베트남 동화 (VND) (100),4.74,0.03,"22,772.50"
2018.05.18,베트남 동화 (VND) (100),4.74,0,"22,775.00"
2018.05.21,베트남 동화 (VND) (100),4.74,0,"22,785.50"
2018.05.23,베트남 동화 (VND) (100),4.76,0.02,"22,769.50"
2018.05.24,베트남 동화 (VND) (100),4.74,-0.02,"22,774.00"
2018.05.25,베트남 동화 (VND) (100),4.74,0,"22,778.00"
2018.05.28,베트남 동화 (VND) (100),4.74,0,"22,770.00"
2018.05.29,베트남 동화 (VND) (100),4.7,-0.04,"22,814.50"
2018.05.30,베트남 동화 (VND) (100),4.71,0.01,"22,837.50"
2018.05.31,베트남 동화 (VND) (100),4.73,0.02,"22,855.00"
2018.06.01,베트남 동화 (VND) (100),4.72,-0.01,"22,806.00"
2018.06.04,베트남 동화 (VND) (100),4.72,0,"22,797.00"
2018.06.05,베트남 동화 (VND) (100),4.69,-0.03,"22,827.00"
2018.06.07,베트남 동화 (VND) (100),4.69,0,"22,806.00"
2018.06.08,베트남 동화 (VND) (100),4.68,-0.01,"22,802.00"
2018.06.11,베트남 동화 (VND) (100),4.71,0.03,"22,793.00"
2018.06.12,베트남 동화 (VND) (100),4.71,0,"22,815.50"
2018.06.14,베트남 동화 (VND) (100),4.71,0,"22,812.50"
2018.06.15,베트남 동화 (VND) (100),4.75,0.04,"22,813.00"
2018.06.18,베트남 동화 (VND) (100),4.78,0.03,"22,816.00"
2018.06.19,베트남 동화 (VND) (100),4.84,0.06,"22,836.00"
2018.06.20,베트남 동화 (VND) (100),4.84,0,"22,853.50"
2018.06.21,베트남 동화 (VND) (100),4.85,0.01,"22,867.50"
2018.06.22,베트남 동화 (VND) (100),4.85,0,"22,877.00"
2018.06.25,베트남 동화 (VND) (100),4.84,-0.01,"22,892.50"
2018.06.26,베트남 동화 (VND) (100),4.87,0.03,"22,897.50"
2018.06.27,베트남 동화 (VND) (100),4.87,0,"22,921.00"
2018.06.28,베트남 동화 (VND) (100),4.87,0,"22,937.50"
2018.06.29,베트남 동화 (VND) (100),4.89,0.02,"22,937.50"
2018.07.02,베트남 동화 (VND) (100),4.87,-0.02,"22,958.50"
2018.07.03,베트남 동화 (VND) (100),4.87,0,"22,954.50"
2018.07.04,베트남 동화 (VND) (100),4.86,-0.01,"23,046.00"
2018.07.05,베트남 동화 (VND) (100),4.84,-0.02,"23,039.00"
2018.07.06,베트남 동화 (VND) (100),4.85,0.01,"23,041.50"
2018.07.09,베트남 동화 (VND) (100),4.85,0,"23,036.50"
2018.07.10,베트남 동화 (VND) (100),4.83,-0.02,"23,039.00"
2018.07.11,베트남 동화 (VND) (100),4.83,0,"23,039.50"
2018.07.12,베트남 동화 (VND) (100),4.86,0.03,"23,044.00"
2018.07.13,베트남 동화 (VND) (100),4.89,0.03,"23,048.00"
2018.07.16,베트남 동화 (VND) (100),4.87,-0.02,"23,051.00"
2018.07.17,베트남 동화 (VND) (100),4.9,0.03,"23,050.50"
2018.07.18,베트남 동화 (VND) (100),4.88,-0.02,"23,051.00"
2018.07.19,베트남 동화 (VND) (100),4.9,0.02,"23,049.50"
2018.07.20,베트남 동화 (VND) (100),4.91,0.01,"23,052.00"
2018.07.23,베트남 동화 (VND) (100),4.92,0.01,"23,054.00"
2018.07.24,베트남 동화 (VND) (100),4.86,-0.06,"23,225.00"
2018.07.25,베트남 동화 (VND) (100),4.88,0.02,"23,251.00"
2018.07.26,베트남 동화 (VND) (100),4.86,-0.02,"23,217.50"
2018.07.27,베트남 동화 (VND) (100),4.83,-0.03,"23,180.00"
2018.07.30,베트남 동화 (VND) (100),4.82,-0.01,"23,232.50"
2018.07.31,베트남 동화 (VND) (100),4.8,-0.02,"23,257.50"
2018.08.01,베트남 동화 (VND) (100),4.8,0,"23,283.00"
2018.08.02,베트남 동화 (VND) (100),4.81,0.01,"23,291.50"
2018.08.03,베트남 동화 (VND) (100),4.82,0.01,"23,282.50"
2018.08.06,베트남 동화 (VND) (100),4.84,0.02,"23,306.00"
2018.08.07,베트남 동화 (VND) (100),4.82,-0.02,"23,307.50"
2018.08.08,베트남 동화 (VND) (100),4.83,0.01,"23,303.00"
2018.08.09,베트남 동화 (VND) (100),4.81,-0.02,"23,284.00"
2018.08.10,베트남 동화 (VND) (100),4.8,-0.01,"23,277.50"
2018.08.13,베트남 동화 (VND) (100),4.84,0.04,"23,277.00"
2018.08.14,베트남 동화 (VND) (100),4.86,0.02,"23,315.00"
2018.08.16,베트남 동화 (VND) (100),4.86,0,"23,312.50"
2018.08.17,베트남 동화 (VND) (100),4.85,-0.01,"23,313.00"
2018.08.20,베트남 동화 (VND) (100),4.83,-0.02,"23,294.00"
2018.08.21,베트남 동화 (VND) (100),4.82,-0.01,"23,273.00"
2018.08.22,베트남 동화 (VND) (100),4.81,-0.01,"23,269.00"
2018.08.23,베트남 동화 (VND) (100),4.81,0,"23,275.00"
2018.08.24,베트남 동화 (VND) (100),4.81,0,"23,282.00"
2018.08.27,베트남 동화 (VND) (100),4.81,0,"23,302.50"
2018.08.28,베트남 동화 (VND) (100),4.78,-0.03,"23,294.00"
2018.08.29,베트남 동화 (VND) (100),4.76,-0.02,"23,296.50"
2018.08.30,베트남 동화 (VND) (100),4.76,0,"23,301.00"
2018.08.31,베트남 동화 (VND) (100),4.76,0,"23,303.00"
2018.09.03,베트남 동화 (VND) (100),4.78,0.02,"23,304.00"
2018.09.04,베트남 동화 (VND) (100),4.78,0,"23,304.00"
2018.09.05,베트남 동화 (VND) (100),4.78,0,"23,313.00"
2018.09.06,베트남 동화 (VND) (100),4.79,0.01,"23,314.00"
2018.09.07,베트남 동화 (VND) (100),4.81,0.02,"23,314.50"
2018.09.10,베트남 동화 (VND) (100),4.82,0.01,"23,303.00"
2018.09.11,베트남 동화 (VND) (100),4.84,0.02,"23,303.00"
2018.09.12,베트남 동화 (VND) (100),4.84,0,"23,285.50"
2018.09.13,베트남 동화 (VND) (100),4.84,0,"23,281.00"
2018.09.14,베트남 동화 (VND) (100),4.82,-0.02,"23,277.00"
2018.09.17,베트남 동화 (VND) (100),4.81,-0.01,"23,248.50"
2018.09.18,베트남 동화 (VND) (100),4.84,0.03,"23,291.50"
2018.09.19,베트남 동화 (VND) (100),4.84,0,"23,281.50"
2018.09.20,베트남 동화 (VND) (100),4.82,-0.02,"23,307.50"
2018.09.21,베트남 동화 (VND) (100),4.8,-0.02,"23,322.50"
2018.09.27,베트남 동화 (VND) (100),4.78,-0.02,"23,348.50"
2018.09.28,베트남 동화 (VND) (100),4.77,-0.01,"23,347.50"
2018.10.01,베트남 동화 (VND) (100),4.76,-0.01,"23,327.50"
2018.10.02,베트남 동화 (VND) (100),4.76,0,"23,331.00"
2018.10.04,베트남 동화 (VND) (100),4.78,0.02,"23,342.50"
2018.10.05,베트남 동화 (VND) (100),4.83,0.05,"23,350.50"
2018.10.08,베트남 동화 (VND) (100),4.85,0.02,"23,331.50"
2018.10.10,베트남 동화 (VND) (100),4.85,0,"23,356.50"
2018.10.11,베트남 동화 (VND) (100),4.85,0,"23,351.00"
2018.10.12,베트남 동화 (VND) (100),4.89,0.04,"23,346.00"
2018.10.15,베트남 동화 (VND) (100),4.85,-0.04,"23,345.50"
2018.10.16,베트남 동화 (VND) (100),4.86,0.01,"23,332.50"
2018.10.17,베트남 동화 (VND) (100),4.83,-0.03,"23,339.00"
2018.10.18,베트남 동화 (VND) (100),4.82,-0.01,"23,343.50"
2018.10.19,베트남 동화 (VND) (100),4.85,0.03,"23,347.50"
2018.10.22,베트남 동화 (VND) (100),4.86,0.01,"23,351.50"
2018.10.23,베트남 동화 (VND) (100),4.84,-0.02,"23,348.50"
2018.10.24,베트남 동화 (VND) (100),4.86,0.02,"23,348.50"
2018.10.25,베트남 동화 (VND) (100),4.85,-0.01,"23,349.00"
2018.10.26,베트남 동화 (VND) (100),4.88,0.03,"23,350.50"
2018.10.29,베트남 동화 (VND) (100),4.88,0,"23,356.00"
2018.10.30,베트남 동화 (VND) (100),4.88,0,"23,345.50"
2018.10.31,베트남 동화 (VND) (100),4.89,0.01,"23,344.00"
2018.11.01,베트남 동화 (VND) (100),4.88,-0.01,"23,345.50"
2018.11.02,베트남 동화 (VND) (100),4.88,0,"23,346.00"
2018.11.05,베트남 동화 (VND) (100),4.82,-0.06,"23,331.50"
2018.11.06,베트남 동화 (VND) (100),4.82,0,"23,312.50"
2018.11.07,베트남 동화 (VND) (100),4.81,-0.01,"23,326.00"
2018.11.08,베트남 동화 (VND) (100),4.81,0,"23,326.50"
2018.11.09,베트남 동화 (VND) (100),4.8,-0.01,"23,319.00"
2018.11.12,베트남 동화 (VND) (100),4.83,0.03,"23,295.00"
2018.11.13,베트남 동화 (VND) (100),4.86,0.03,"23,302.50"
2018.11.14,베트남 동화 (VND) (100),4.87,0.01,"23,309.00"
2018.11.15,베트남 동화 (VND) (100),4.86,-0.01,"23,317.50"
2018.11.16,베트남 동화 (VND) (100),4.85,-0.01,"23,309.00"
2018.11.19,베트남 동화 (VND) (100),4.84,-0.01,"23,307.00"
2018.11.20,베트남 동화 (VND) (100),4.84,0,"23,311.50"
2018.11.21,베트남 동화 (VND) (100),4.83,-0.01,"23,337.00"
2018.11.22,베트남 동화 (VND) (100),4.84,0.01,"23,353.00"
2018.11.23,베트남 동화 (VND) (100),4.84,0,"23,347.50"
2018.11.26,베트남 동화 (VND) (100),4.84,0,"23,362.50"
2018.11.27,베트남 동화 (VND) (100),4.84,0,"23,341.00"
2018.11.28,베트남 동화 (VND) (100),4.84,0,"23,347.50"
2018.11.29,베트남 동화 (VND) (100),4.84,0,"23,336.00"
2018.11.30,베트남 동화 (VND) (100),4.81,-0.03,"23,328.00"
2018.12.03,베트남 동화 (VND) (100),4.8,-0.01,"23,317.50"
2018.12.04,베트남 동화 (VND) (100),4.78,-0.02,"23,301.00"
2018.12.05,베트남 동화 (VND) (100),4.77,-0.01,"23,284.00"
2018.12.06,베트남 동화 (VND) (100),4.78,0.01,"23,307.50"
2018.12.07,베트남 동화 (VND) (100),4.79,0.01,"23,333.00"
2018.12.10,베트남 동화 (VND) (100),4.8,0.01,"23,312.50"
2018.12.11,베트남 동화 (VND) (100),4.83,0.03,"23,306.00"
2018.12.12,베트남 동화 (VND) (100),4.85,0.02,"23,302.00"
2018.12.13,베트남 동화 (VND) (100),4.84,-0.01,"23,302.50"
2018.12.14,베트남 동화 (VND) (100),4.83,-0.01,"23,287.50"
2018.12.17,베트남 동화 (VND) (100),4.85,0.02,"23,288.00"
2018.12.18,베트남 동화 (VND) (100),4.85,0,"23,319.00"
2018.12.19,베트남 동화 (VND) (100),4.85,0,"23,319.00"
2018.12.20,베트남 동화 (VND) (100),4.83,-0.02,"23,308.00"
2018.12.21,베트남 동화 (VND) (100),4.84,0.01,"23,302.50"
2018.12.24,베트남 동화 (VND) (100),4.83,-0.01,"23,283.50"
2018.12.26,베트남 동화 (VND) (100),4.83,0,"23,278.50"
2018.12.27,베트남 동화 (VND) (100),4.84,0.01,"23,262.50"
2018.12.28,베트남 동화 (VND) (100),4.83,-0.01,"23,232.50"
2018.12.31,베트남 동화 (VND) (100),4.82,-0.01,"23,195.00"
2019.01.02,베트남 동화 (VND) (100),4.82,0,"23,195.00"
2019.01.03,베트남 동화 (VND) (100),4.82,0,"23,207.50"
2019.01.04,베트남 동화 (VND) (100),4.86,0.04,"23,202.50"
2019.01.07,베트남 동화 (VND) (100),4.85,-0.01,"23,199.00"
2019.01.08,베트남 동화 (VND) (100),4.82,-0.03,"23,199.00"
2019.01.09,베트남 동화 (VND) (100),4.84,0.02,"23,198.50"
2019.01.10,베트남 동화 (VND) (100),4.83,-0.01,"23,198.50"
2019.01.11,베트남 동화 (VND) (100),4.82,-0.01,"23,197.00"
2019.01.14,베트남 동화 (VND) (100),4.82,0,"23,199.00"
2019.01.15,베트남 동화 (VND) (100),4.83,0.01,"23,199.50"
2019.01.16,베트남 동화 (VND) (100),4.83,0,"23,204.00"
2019.01.17,베트남 동화 (VND) (100),4.84,0.01,"23,199.00"
2019.01.18,베트남 동화 (VND) (100),4.83,-0.01,"23,198.50"
2019.01.21,베트남 동화 (VND) (100),4.83,0,"23,199.50"
2019.01.22,베트남 동화 (VND) (100),4.86,0.03,"23,198.50"
2019.01.23,베트남 동화 (VND) (100),4.87,0.01,"23,198.50"
2019.01.24,베트남 동화 (VND) (100),4.86,-0.01,"23,198.00"
2019.01.25,베트남 동화 (VND) (100),4.86,0,"23,197.00"
2019.01.28,베트남 동화 (VND) (100),4.85,-0.01,"23,194.50"
2019.01.29,베트남 동화 (VND) (100),4.82,-0.03,"23,195.00"
2019.01.30,베트남 동화 (VND) (100),4.82,0,"23,197.00"
2019.01.31,베트남 동화 (VND) (100),4.81,-0.01,"23,204.00"
2019.02.01,베트남 동화 (VND) (100),4.79,-0.02,"23,199.00"
2019.02.07,베트남 동화 (VND) (100),4.81,0.02,"23,207.50"
2019.02.08,베트남 동화 (VND) (100),4.84,0.03,"23,207.50"
2019.02.11,베트남 동화 (VND) (100),4.85,0.01,"23,207.50"
2019.02.12,베트남 동화 (VND) (100),4.84,-0.01,"23,212.50"
2019.02.13,베트남 동화 (VND) (100),4.85,0.01,"23,209.00"
2019.02.14,베트남 동화 (VND) (100),4.84,-0.01,"23,197.50"
2019.02.15,베트남 동화 (VND) (100),4.85,0.01,"23,202.00"
2019.02.18,베트남 동화 (VND) (100),4.86,0.01,"23,201.50"
2019.02.19,베트남 동화 (VND) (100),4.85,-0.01,"23,200.00"
2019.02.20,베트남 동화 (VND) (100),4.86,0.01,"23,199.50"
2019.02.21,베트남 동화 (VND) (100),4.84,-0.02,"23,199.00"
2019.02.22,베트남 동화 (VND) (100),4.84,0,"23,211.50"
2019.02.25,베트남 동화 (VND) (100),4.85,0.01,"23,210.00"
2019.02.26,베트남 동화 (VND) (100),4.83,-0.02,"23,217.00"
2019.02.27,베트남 동화 (VND) (100),4.82,-0.01,"23,201.00"
2019.02.28,베트남 동화 (VND) (100),4.82,0,"23,199.50"
2019.03.04,베트남 동화 (VND) (100),4.83,0.01,"23,203.00"
2019.03.05,베트남 동화 (VND) (100),4.85,0.02,"23,200.50"
2019.03.06,베트남 동화 (VND) (100),4.85,0,"23,199.00"
2019.03.07,베트남 동화 (VND) (100),4.86,0.01,"23,200.50"
2019.03.08,베트남 동화 (VND) (100),4.86,0,"23,198.00"
2019.03.11,베트남 동화 (VND) (100),4.89,0.03,"23,199.50"
2019.03.12,베트남 동화 (VND) (100),4.89,0,"23,198.50"
2019.03.13,베트남 동화 (VND) (100),4.87,-0.02,"23,198.50"
2019.03.14,베트남 동화 (VND) (100),4.88,0.01,"23,199.50"
2019.03.15,베트남 동화 (VND) (100),4.88,0,"23,199.00"
2019.03.18,베트남 동화 (VND) (100),4.9,0.02,"23,199.00"
2019.03.19,베트남 동화 (VND) (100),4.89,-0.01,"23,204.00"
2019.03.20,베트남 동화 (VND) (100),4.87,-0.02,"23,209.00"
2019.03.21,베트남 동화 (VND) (100),4.87,0,"23,210.00"
2019.03.22,베트남 동화 (VND) (100),4.85,-0.02,"23,200.50"
2019.03.25,베트남 동화 (VND) (100),4.87,0.02,"23,201.50"
2019.03.26,베트남 동화 (VND) (100),4.89,0.02,"23,199.50"
2019.03.27,베트남 동화 (VND) (100),4.88,-0.01,"23,198.50"
2019.03.28,베트남 동화 (VND) (100),4.89,0.01,"23,198.50"
2019.03.29,베트남 동화 (VND) (100),4.9,0.01,"23,201.00"
2019.04.01,베트남 동화 (VND) (100),4.9,0,"23,204.00"
2019.04.02,베트남 동화 (VND) (100),4.88,-0.02,"23,201.50"
2019.04.03,베트남 동화 (VND) (100),4.9,0.02,"23,198.50"
2019.04.04,베트남 동화 (VND) (100),4.89,-0.01,"23,200.00"
2019.04.05,베트남 동화 (VND) (100),4.89,0,"23,199.00"
2019.04.08,베트남 동화 (VND) (100),4.9,0.01,"23,200.00"
2019.04.09,베트남 동화 (VND) (100),4.92,0.02,"23,199.50"
2019.04.10,베트남 동화 (VND) (100),4.93,0.01,"23,198.50"
2019.04.11,베트남 동화 (VND) (100),4.92,-0.01,"23,200.50"
2019.04.12,베트남 동화 (VND) (100),4.91,-0.01,"23,196.50"
2019.04.15,베트남 동화 (VND) (100),4.92,0.01,"23,199.50"
2019.04.16,베트남 동화 (VND) (100),4.89,-0.03,"23,199.50"
2019.04.17,베트남 동화 (VND) (100),4.9,0.01,"23,199.50"
2019.04.18,베트남 동화 (VND) (100),4.9,0,"23,198.50"
2019.04.19,베트남 동화 (VND) (100),4.9,0,"23,203.50"
2019.04.22,베트남 동화 (VND) (100),4.9,0,"23,212.50"
2019.04.23,베트남 동화 (VND) (100),4.91,0.01,"23,219.00"
2019.04.24,베트남 동화 (VND) (100),4.91,0,"23,217.50"
2019.04.25,베트남 동화 (VND) (100),4.94,0.03,"23,216.50"
2019.04.26,베트남 동화 (VND) (100),4.99,0.05,"23,220.00"
2019.04.29,베트남 동화 (VND) (100),4.98,-0.01,"23,290.00"
2019.04.30,베트남 동화 (VND) (100),4.97,-0.01,"23,290.00"
2019.05.02,베트남 동화 (VND) (100),5,0.03,"23,290.00"
2019.05.03,베트남 동화 (VND) (100),5,0,"23,270.00"
2019.05.07,베트남 동화 (VND) (100),5.02,0.02,"23,281.50"
2019.05.08,베트남 동화 (VND) (100),5.02,0,"23,295.00"
2019.05.09,베트남 동화 (VND) (100),5.01,-0.01,"23,367.50"
2019.05.10,베트남 동화 (VND) (100),5.02,0.01,"23,400.00"
2019.05.13,베트남 동화 (VND) (100),5.05,0.03,"23,347.50"
