시도별,지출목적별,Dec.15,Jan.16,Feb.16,Mar.16,Apr.16,May.16,Jun.16,Jul.16,Aug.16,Sep.16,Oct.16,Nov.16,Dec.16,Jan.17,Feb.17,Mar.17,Apr.17,May.17,Jun.17,Jul.17,Aug.17,Sep.17,Oct.17,Nov.17,Dec.17,Jan.18,Feb.18,Mar.18,Apr.18,May.18,Jun.18,Jul.18,Aug.18,Sep.18,Oct.18,Nov.18,Dec.18,Jan.19,Feb.19,Mar.19,Apr.19,May.19,Jun.19,Jul.19,Aug.19,Sep.19,Oct.19,Nov.19,Dec.19,Jan.20,Feb.20,Mar.20,Apr.20,May.20,Jun.20,Jul.20,Aug.20,Sep.20,Oct.20,Nov.20,Dec.20,Jan.21,Feb.21,Mar.21,Apr.21,May.21,Jun.21,Jul.21
전국,0 총지수,100.22,100.39,100.82,100.56,100.75,100.81,100.79,100.6,100.86,101.46,101.6,101.45,101.56,102.64,102.92,102.85,102.72,102.83,102.61,102.78,103.37,103.49,103.39,102.62,102.99,103.42,104.21,104.1,104.29,104.34,104.13,103.93,104.85,105.65,105.46,104.71,104.35,104.24,104.69,104.49,104.87,105.05,104.88,104.56,104.81,105.2,105.46,104.87,105.12,105.79,105.8,105.54,104.95,104.71,104.87,104.86,105.5,106.2,105.61,105.5,105.67,106.47,107,107.16,107.39,107.46,107.39,107.61
