year,week,wind_kr,temperature_kr,water_temp_kr
2016,41,5.189075630252101,19.600840336134457,21.387394957983204
2016,42,5.942735042735041,19.63504273504273,20.964957264957263
2016,43,7.233620689655174,17.260526315789463,20.33362068965517
2016,44,6.59831932773109,14.485454545454543,18.878448275862073
2016,45,6.6873949579831935,14.393043478260873,18.15210084033614
2016,46,5.921008403361344,15.662068965517248,17.811764705882343
2016,47,7.231578947368419,10.099137931034488,17.08706896551724
2016,48,6.387500000000001,11.118584070796457,16.177477477477474
2016,49,6.776724137931035,9.456779661016949,15.184615384615386
2016,50,7.5267241379310335,8.463793103448278,14.687288135593226
2016,51,7.169090909090909,10.67207207207207,14.52727272727273
2016,52,6.828846153846153,7.109174311926604,14.023853211009174
2017,1,6.000000000000001,10.151785714285712,13.744444444444442
2017,2,9.258035714285713,4.3780701754385944,12.904504504504503
2017,3,7.438260869565214,4.682758620689655,12.213157894736847
2017,4,6.455555555555555,5.0084745762711895,11.236283185840705
2017,5,6.970270270270272,6.079090909090908,11.234579439252336
2017,6,8.773109243697476,3.45126050420168,10.637288135593218
2017,7,6.696460176991149,7.135398230088497,10.27
2017,8,7.707407407407407,6.0616822429906545,9.870873786407767
2017,9,5.033333333333335,8.349532710280377,10.67476635514019
2017,10,6.4728070175438575,7.391228070175437,10.87105263157895
2017,11,5.235294117647059,9.068907563025217,10.774789915966386
2017,12,5.312605042016808,9.489075630252097,11.114285714285716
2017,13,4.923529411764705,9.94453781512605,11.284033613445379
2017,14,5.244537815126052,12.62773109243697,11.932773109243701
2017,15,6.012711864406777,13.026050420168067,12.241176470588234
2017,16,4.778151260504201,13.346218487394959,12.893277310924367
2017,17,5.356302521008404,14.759663865546218,13.721008403361346
2017,18,4.66779661016949,15.689830508474573,14.62457627118644
2017,19,4.997478991596638,15.884033613445382,14.873949579831933
2017,20,3.434745762711864,17.17542372881357,16.37542372881356
2017,21,4.348739495798317,17.500840336134452,16.999999999999996
2017,22,4.042857142857143,18.291596638655463,17.34285714285715
2017,23,4.852941176470587,18.808403361344546,17.901680672268906
2017,24,4.172268907563023,19.455932203389825,19.07142857142858
2017,25,3.0579831932773107,21.263025210084027,20.74957983193277
2017,26,3.8051282051282054,22.585217391304354,21.682905982905986
2017,27,4.5,23.886956521739133,22.460504201680678
2017,28,4.886554621848738,24.30087719298247,22.747899159663866
2017,29,3.749137931034483,25.418421052631576,24.340517241379327
2017,30,3.7964285714285713,25.8125,25.42232142857143
2017,31,4.462393162393163,27.655172413793103,27.259482758620692
2017,32,4.781196581196583,27.327586206896562,27.46724137931033
2017,33,5.003361344537817,26.319327731092436,26.4983193277311
2017,34,5.055462184873952,27.25508474576272,26.665254237288124
2017,35,6.1226890756302526,24.402521008403365,25.470588235294116
2017,36,3.619327731092436,24.51596638655463,25.102521008403375
2017,37,7.590677966101695,23.410256410256427,23.859322033898316
2017,38,4.0470588235294125,22.823478260869575,23.4655462184874
2017,39,5.947058823529411,22.193277310924366,23.118487394957985
2017,40,6.421008403361345,20.70168067226891,22.09159663865546
2017,41,6.37983193277311,19.62773109243698,21.843697478991597
2017,42,7.751260504201678,19.01101694915254,20.56722689075631
2017,43,5.744827586206895,17.603448275862068,19.866379310344822
2017,44,5.627731092436972,14.921848739495797,18.866386554621844
2017,45,5.993693693693696,15.362499999999994,18.40357142857142
2017,46,6.676724137931031,10.61739130434783,17.21965811965812
2017,47,6.883620689655175,9.814529914529917,16.06581196581197
2017,48,5.818965517241379,9.290598290598295,15.213559322033893
2017,49,7.486206896551723,6.8033898305084755,14.336440677966102
2017,50,7.947058823529412,2.9411764705882355,13.232773109243702
2017,51,6.161344537815125,6.9914529914529915,12.630769230769229
2017,52,7.2184873949579815,5.439495798319326,12.065546218487395
2018,1,6.53675213675214,4.909401709401711,11.74957264957265
2018,2,8.22232142857143,2.6642857142857146,10.99910714285714
2018,3,5.015929203539824,7.569026548672567,10.730973451327435
2018,4,8.358620689655172,-0.5299145299145303,10.188235294117652
2018,5,7.4940170940170905,1.2084745762711866,9.520168067226889
2018,6,7.089915966386554,1.2745762711864403,9.116806722689075
2018,7,6.849514563106795,4.252884615384618,8.38989898989899
2018,8,5.560504201680672,5.860504201680671,8.794871794871797
2018,9,6.094915254237289,7.416379310344828,9.170689655172417
2018,10,6.961016949152541,6.342857142857139,9.362184873949582
2018,11,5.842857142857143,9.431355932203383,9.763559322033895
2018,12,6.560526315789476,7.740178571428571,9.842608695652174
2018,13,4.1915966386554615,11.587068965517238,10.984873949579834
2018,14,6.734745762711868,10.60508474576271,11.51779661016949
2018,15,6.352173913043477,12.049572649572651,11.751260504201683
2018,16,4.235714285714286,13.009322033898306,12.694117647058821
2018,17,5.559813084112149,13.027118644067796,13.136440677966105
2018,18,6.23653846153846,14.515254237288136,13.79830508474576
2018,19,5.1657142857142855,14.218584070796462,14.264601769911508
2018,20,6.270535714285714,16.24954954954955,15.251785714285717
2018,21,4.109649122807016,16.64336283185841,16.29823008849558
2018,22,3.058823529411766,18.484873949579832,18.076470588235296
2018,23,4.276470588235294,19.37203389830509,19.005932203389836
2018,24,5.374789915966385,18.942857142857147,19.45126050420168
2018,25,3.4159663865546213,20.89831932773109,20.452100840336133
2018,26,5.219298245614032,21.75446428571428,20.714285714285708
2018,27,6.175,21.873913043478257,21.655084745762718
2018,28,3.9495652173913043,23.58205128205128,22.86495726495727
2018,29,3.1389830508474583,26.014035087719293,25.64374999999999
2018,30,3.9890756302521018,27.220338983050848,26.9135593220339
2018,31,4.335042735042736,27.732110091743102,27.253211009174304
2018,32,4.076106194690269,27.84070796460177,28.13451327433628
2018,33,5.6,27.18608695652173,27.461739130434776
2018,34,6.498319327731088,26.03445378151261,25.857983193277317
2018,35,5.133613445378155,25.146551724137936,25.272268907563035
2018,36,5.927586206896553,24.47758620689655,24.984873949579836
2018,37,5.789285714285719,22.8732142857143,24.000892857142865
2018,38,4.158620689655172,23.13965517241379,24.1508620689655
2018,39,6.865546218487396,21.120168067226892,23.226050420168068
2018,40,7.55982905982906,20.445299145299153,22.02649572649574
2018,41,5.532456140350879,17.63805309734513,20.81415929203539
2018,42,5.2837606837606845,17.224561403508776,20.220175438596495
2018,43,5.676470588235295,16.943220338983053,19.405084745762704
2018,44,4.615966386554621,14.448305084745769,18.135593220338993
2018,45,5.476470588235293,16.00084033613445,17.858823529411758
2018,46,5.6613445378151255,13.524369747899156,17.360504201680673
2018,47,5.5756302521008365,11.491525423728817,16.684745762711863
2018,48,4.910924369747897,12.893220338983049,16.168907563025208
2018,49,7.916666666666667,7.850892857142858,15.850909090909097
2018,50,6.717543859649123,6.34786324786325,14.500917431192654
2018,51,6.210434782608697,10.577118644067797,14.36068376068376
2018,52,8.265789473684212,3.6473684210526325,13.814912280701755
2019,1,6.550420168067228,4.872881355932202,12.666386554621848
2019,2,6.173504273504272,5.953846153846156,12.286324786324787
2019,3,6.634821428571429,5.8321428571428555,11.866964285714287
2019,4,7.530701754385962,5.812280701754384,11.65964912280701
2019,5,7.049122807017544,6.5214285714285705,11.082142857142857
2019,6,6.651485148514853,5.338317757009345,11.171962616822427
2019,7,6.866071428571426,4.133035714285713,10.763392857142858
2019,8,5.4352941176470555,7.35126050420168,10.886554621848743
2019,9,4.946218487394957,8.918487394957983,10.857983193277306
2019,10,5.650847457627117,9.355084745762712,11.011016949152538
2019,11,6.635714285714286,8.016071428571431,10.686607142857142
2019,12,6.671186440677966,9.555357142857146,11.245762711864405
2019,13,6.265546218487395,10.199122807017542,11.65966386554622
2019,14,5.363025210084032,10.189075630252105,11.717647058823529
2019,15,5.55948275862069,11.100854700854699,12.261538461538457
2019,16,4.080172413793103,13.17844827586207,13.224999999999998
2019,17,5.25966386554622,13.091071428571425,13.703418803418806
2019,18,4.087931034482759,14.575652173913044,14.38173913043478
2019,19,4.23109243697479,15.180508474576264,15.095762711864408
2019,20,4.1193277310924366,17.612068965517242,16.734482758620686
2019,21,5.242857142857143,17.91271186440678,16.758474576271187
2019,22,4.886486486486485,17.71666666666666,17.13135593220339
2019,23,4.234545454545454,18.660344827586208,18.2948275862069
2019,24,4.593636363636363,18.608474576271195,18.82711864406779
2019,25,3.9249999999999985,20.135897435897434,19.977777777777774
2019,26,4.1235294117647046,21.107563025210094,21.05714285714285
2019,27,3.8050847457627106,21.71623931623931,21.45555555555554
2019,28,5.342857142857143,21.74957983193277,21.668103448275854
2019,29,5.545378151260505,23.05431034482758,22.443589743589744
2019,30,5.294117647058823,23.978151260504198,22.863865546218484
2019,31,4.295726495726497,25.75811965811966,24.847863247863252
2019,32,4.934782608695651,26.832173913043473,26.13217391304348
2019,33,5.720952380952385,26.76057692307692,26.303846153846152
2019,34,3.9657407407407397,25.88173076923076,26.13428571428572
2019,35,4.22155172413793,24.53333333333334,25.437719298245607
2019,36,5.430088495575222,24.736283185840716,24.652678571428577
2019,37,5.1058252427184465,23.97961165048544,24.013592233009717
2019,38,8.477358490566042,22.16226415094339,23.61320754716981
2019,39,4.44954954954955,21.994594594594595,22.95779816513762
2019,40,6.428205128205127,21.81351351351352,22.939655172413797
2019,41,6.3999999999999995,19.61782178217821,22.08571428571428
2019,42,6.090178571428572,18.320000000000007,21.52053571428572
2019,43,6.639285714285714,18.609259259259264,20.757798165137622
2019,44,5.109090909090909,17.680165289256188,19.944628099173553
2019,45,6.141984732824426,15.763076923076925,19.32692307692308
2019,46,6.576335877862598,14.977099236641225,18.325190839694656
2019,47,7.0242424242424235,12.81985294117647,16.894117647058824
2019,48,7.625714285714286,10.232608695652171,16.349999999999998
2019,49,7.260150375939848,7.243609022556389,15.034586466165415
2019,50,6.208275862068964,10.43379310344828,14.855862068965514
2019,51,6.806122448979589,9.477551020408162,14.470068027210887
2019,52,6.362585034013604,8.774829931972793,13.774149659863951
2020,1,6.534265734265739,6.94265734265734,13.1886524822695
2020,2,7.867857142857143,8.473571428571429,12.859854014598541
2020,3,6.48041958041958,5.767832167832167,12.36643356643357
2020,4,6.940714285714285,8.267857142857139,11.884285714285712
2020,5,7.459999999999999,7.672142857142863,11.654676258992804
2020,6,7.084827586206896,4.409090909090909,11.387412587412587
2020,7,6.048299319727891,9.512328767123291,11.254166666666668
2020,8,6.817687074829934,6.871428571428576,10.900684931506849
2020,9,6.518571428571429,9.256115107913667,10.931428571428569
2020,10,6.115646258503401,7.713698630136988,11.04285714285714
2020,11,7.6880597014925325,8.681954887218044,10.52781954887218
2020,12,6.956060606060606,10.062121212121214,10.700757575757576
2020,13,6.333333333333334,10.49603174603174,11.251587301587298
2020,14,6.2200000000000015,10.429770992366414,12.020610687022904
2020,15,5.535036496350364,10.595588235294123,12.141911764705888
2020,16,5.881379310344824,12.058741258741255,12.571527777777781
2020,17,7.776870748299322,11.469387755102035,12.508163265306123
2020,18,5.254421768707485,14.33424657534246,13.269863013698625
2020,19,5.846258503401359,14.760544217687073,14.083673469387756
2020,20,4.636054421768708,15.40136054421769,14.726530612244902
2020,21,5.512499999999999,15.381690140845059,15.136619718309857
2020,22,3.394444444444446,16.806164383561647,16.568493150684926
2020,23,3.756249999999999,18.425694444444446,17.842361111111128
2020,24,4.043571428571427,20.580714285714286,19.48857142857143
2020,25,4.182857142857142,20.41071428571428,20.312857142857137
2020,26,4.015602836879432,21.422857142857133,20.95379310344828
2020,27,5.076428571428572,20.37928571428571,20.03061224489796
2020,28,4.008759124087591,21.481954887218045,20.884172661870497
2020,29,5.38111888111888,21.56985294117648,21.269930069930066
2020,30,5.104861111111111,22.322142857142854,21.549650349650353
2020,31,3.837410071942444,23.54748201438848,22.60000000000001
2020,32,6.268148148148151,24.638970588235285,22.98382352941177
2020,33,5.369696969696971,25.39312977099236,24.018181818181812
2020,34,3.1712328767123297,26.155172413793117,26.098630136986298
2020,35,5.55034965034965,26.476811594202886,25.790977443609005
2020,36,7.0227272727272725,24.467968749999994,24.73471074380165
2020,37,6.4550387596899235,22.891199999999994,23.13
2020,38,3.9230769230769225,22.64545454545454,23.054545454545444
2020,39,6.810273972602738,21.59315068493151,22.52397260273972
2020,40,4.302040816326532,21.297278911564632,22.272108843537413
2020,41,7.60952380952381,19.28639455782312,21.168707482993202
2020,42,5.853174603174605,18.2672,20.617460317460335
2020,43,6.592063492063492,17.050393700787392,19.659689922480624
2020,44,5.188028169014086,17.138461538461538,18.931468531468536
2020,45,6.141258741258741,14.879432624113468,18.066197183098595
2020,46,4.904964539007094,14.696551724137928,17.424137931034476
2020,47,7.46642857142857,15.306802721088426,17.24489795918367
2020,48,7.173188405797099,10.026206896551724,16.259999999999994
2020,49,6.578723404255319,8.54964539007092,15.354929577464784
2020,50,5.648611111111111,9.343055555555544,14.97291666666667
2020,51,8.27210884353741,3.411888111888113,14.009589041095895
2020,52,5.842553191489361,8.487234042553192,13.503571428571425
2020,53,8.074657534246574,4.307194244604318,12.84178082191781
2021,1,8.569930069930074,0.5984615384615385,12.096527777777776
2021,2,7.497777777777782,6.164925373134331,11.474647887323936
2021,3,6.488636363636367,7.853731343283583,11.355555555555563
2021,4,7.341428571428571,6.701438848920864,10.88802816901408
2021,5,6.986259541984733,6.485401459854011,10.547482014388493
2021,6,4.886153846153845,7.559124087591243,10.610714285714282
2021,7,9.679999999999998,5.585714285714286,10.524812030075191
2021,8,7.653787878787881,8.122302158273385,10.391366906474829
2021,9,6.775757575757576,7.965217391304348,10.435971223021584
2021,10,4.970992366412216,9.125563909774435,10.4530303030303
2021,11,6.565413533834588,9.991729323308267,11.178195488721801
2021,12,6.062595419847326,11.180303030303026,11.630303030303036
2021,13,6.378125000000001,12.584920634920628,12.436842105263166
2021,14,5.404615384615384,11.912500000000001,12.74538461538461
2021,15,6.70381679389313,12.119402985074615,12.718115942028989
2021,16,4.893129770992364,14.20671641791045,13.528368794326239
2021,17,5.5593984962406005,13.411538461538466,13.891608391608388
2021,18,5.703968253968252,14.824166666666672,14.358156028368793
2021,19,4.9931818181818155,16.151999999999997,15.479999999999999
2021,20,4.20281690140845,16.418518518518514,16.392465753424652
2021,21,5.19722222222222,17.21773049645391,16.70416666666667
2021,22,4.951449275362317,18.91449275362319,18.086956521739125
2021,23,4.053787878787878,19.966917293233085,19.358646616541353
2021,24,4.39044117647059,20.50148148148148,20.23037037037038
2021,25,3.664999999999999,21.54428571428572,21.625000000000004
2021,26,4.265000000000001,22.549999999999994,22.465000000000003
