exchange,year,week,CTRY_2
0.3115,2018,3,페루
0.3113,2018,4,페루
0.3111,2018,5,페루
0.3089,2018,6,페루
0.306,2018,7,페루
0.308,2018,8,페루
0.3079,2018,9,페루
0.3076,2018,10,페루
0.3068,2018,11,페루
0.3058,2018,12,페루
0.311,2018,13,페루
0.3099,2018,14,페루
0.3089,2018,15,페루
0.3103,2018,16,페루
0.3093,2018,17,페루
0.3076,2018,18,페루
0.3051,2018,19,페루
0.3071,2018,20,페루
0.3047,2018,21,페루
0.3053,2018,22,페루
0.306,2018,23,페루
0.3063,2018,24,페루
0.3052,2018,25,페루
0.3059,2018,26,페루
0.3043,2018,27,페루
0.3052,2018,28,페루
0.3061,2018,29,페루
0.3049,2018,30,페루
0.3059,2018,31,페루
0.3059,2018,32,페루
0.3043,2018,33,페루
0.3023,2018,34,페루
0.3043,2018,35,페루
0.3028,2018,36,페루
0.2998,2018,37,페루
0.3019,2018,38,페루
0.3027,2018,39,페루
0.3022,2018,40,페루
0.301,2018,41,페루
0.2994,2018,42,페루
0.2999,2018,43,페루
0.2979,2018,44,페루
0.2969,2018,45,페루
0.2962,2018,46,페루
0.2961,2018,47,페루
0.2957,2018,48,페루
0.2953,2018,49,페루
0.2967,2018,50,페루
0.2994,2018,51,페루
0.2982,2018,52,페루
0.2968,2019,1,페루
0.2982,2019,2,페루
0.2988,2019,3,페루
0.3005,2019,4,페루
0.2976,2019,5,페루
0.3001,2019,6,페루
0.2999,2019,7,페루
0.2995,2019,8,페루
0.3022,2019,9,페루
0.3024,2019,10,페루
0.3015,2019,11,페루
0.3029,2019,12,페루
0.3027,2019,13,페루
0.3019,2019,14,페루
0.3035,2019,15,페루
0.3031,2019,16,페루
0.302,2019,17,페루
0.3012,2019,18,페루
0.3015,2019,19,페루
0.3003,2019,20,페루
0.2992,2019,21,페루
0.2986,2019,22,페루
0.2974,2019,23,페루
0.2996,2019,24,페루
0.2986,2019,25,페루
0.3025,2019,26,페루
0.3034,2019,27,페루
0.3033,2019,28,페루
0.304,2019,29,페루
0.3043,2019,30,페루
0.3026,2019,31,페루
0.2951,2019,32,페루
0.2957,2019,33,페루
0.2952,2019,34,페루
0.2956,2019,35,페루
0.2936,2019,36,페루
0.2985,2019,37,페루
0.2999,2019,38,페루
0.298,2019,39,페루
0.2966,2019,40,페루
0.2954,2019,41,페루
0.2969,2019,42,페루
0.2994,2019,43,페루
0.2999,2019,44,페루
0.2999,2019,45,페루
0.2974,2019,46,페루
0.2963,2019,47,페루
0.2952,2019,48,페루
0.2948,2019,49,페루
0.2961,2019,50,페루
0.2981,2019,51,페루
0.301,2019,52,페루
0.3013,2020,1,페루
0.3006,2020,2,페루
0.2999,2020,3,페루
0.3014,2020,4,페루
0.2999,2020,5,페루
0.2963,2020,6,페루
0.2946,2020,7,페루
0.2958,2020,8,페루
0.2935,2020,9,페루
0.2908,2020,10,페루
0.2847,2020,11,페루
0.2811,2020,12,페루
0.2829,2020,13,페루
0.29,2020,14,페루
0.2943,2020,15,페루
0.295,2020,16,페루
0.2937,2020,17,페루
0.2942,2020,18,페루
0.2953,2020,19,페루
0.2922,2020,20,페루
0.2915,2020,21,페루
0.2915,2020,22,페루
0.2922,2020,23,페루
0.2908,2020,24,페루
0.2874,2020,25,페루
0.2851,2020,26,페루
0.2832,2020,27,페루
0.282,2020,28,페루
0.2858,2020,29,페루
0.2852,2020,30,페루
0.2843,2020,31,페루
0.2823,2020,32,페루
0.2807,2020,33,페루
0.2793,2020,34,페루
0.2788,2020,35,페루
0.2821,2020,36,페루
0.2826,2020,37,페루
0.2806,2020,38,페루
0.2815,2020,39,페루
0.2785,2020,40,페루
0.2785,2020,41,페루
0.2787,2020,42,페루
0.2784,2020,43,페루
0.2773,2020,44,페루
0.2765,2020,45,페루
0.2789,2020,46,페루
0.2726,2020,47,페루
0.2772,2020,48,페루
0.2771,2020,49,페루
0.2774,2020,50,페루
0.2784,2020,51,페루
0.2772,2020,52,페루
0.2763,2020,53,페루
0.2755,2021,1,페루
0.2767,2021,2,페루
0.2765,2021,3,페루
0.2743,2021,4,페루
0.2745,2021,5,페루
0.2745,2021,6,페루
0.2743,2021,7,페루
0.2737,2021,8,페루
0.2734,2021,9,페루
0.27,2021,10,페루
0.2697,2021,11,페루
0.2692,2021,12,페루
0.2666,2021,13,페루
0.2704,2021,14,페루
0.276,2021,15,페루
0.2721,2021,16,페루
0.2604,2021,17,페루
0.262,2021,18,페루
0.2681,2021,19,페루
0.26899999999999996,2021,20,페루
0.2623,2021,21,페루
0.2603,2021,22,페루
0.2539,2021,23,페루
0.2564,2021,24,페루
0.2528,2021,25,페루
0.2572,2021,26,페루
0.0277,2015,53,태국
0.0277,2016,1,태국
0.0276,2016,2,태국
0.0275,2016,3,태국
0.0278,2016,4,태국
0.0281,2016,5,태국
0.0282,2016,6,태국
0.0281,2016,7,태국
0.027999999999999997,2016,8,태국
0.0281,2016,9,태국
0.0282,2016,10,태국
0.0285,2016,11,태국
0.0286,2016,12,태국
0.0283,2016,13,태국
0.0284,2016,14,태국
0.0286,2016,15,태국
0.0286,2016,16,태국
0.0285,2016,17,태국
0.0287,2016,18,태국
0.0284,2016,19,태국
0.0282,2016,20,태국
0.027999999999999997,2016,21,태국
0.0279,2016,22,태국
0.0284,2016,23,태국
0.0284,2016,24,태국
0.0284,2016,25,태국
0.0283,2016,26,태국
0.0285,2016,27,태국
0.0284,2016,28,태국
0.0286,2016,29,태국
0.0285,2016,30,태국
0.0288,2016,31,태국
0.0286,2016,32,태국
0.0289,2016,33,태국
0.0289,2016,34,태국
0.0289,2016,35,태국
0.0288,2016,36,태국
0.0287,2016,37,태국
0.0287,2016,38,태국
0.0289,2016,39,태국
0.0289,2016,40,태국
0.0285,2016,41,태국
0.0284,2016,42,태국
0.0285,2016,43,태국
0.0285,2016,44,태국
0.0286,2016,45,태국
0.0282,2016,46,태국
0.0282,2016,47,태국
0.0281,2016,48,태국
0.0281,2016,49,태국
0.0281,2016,50,태국
0.0279,2016,51,태국
0.0279,2016,52,태국
0.0279,2017,1,태국
0.027999999999999997,2017,2,태국
0.0282,2017,3,태국
0.0284,2017,4,태국
0.0284,2017,5,태국
0.0286,2017,6,태국
0.0285,2017,7,태국
0.0285,2017,8,태국
0.0287,2017,9,태국
0.0285,2017,10,태국
0.0283,2017,11,태국
0.0289,2017,12,태국
0.0291,2017,13,태국
0.0291,2017,14,태국
0.0289,2017,15,태국
0.0292,2017,16,태국
0.0291,2017,17,태국
0.0289,2017,18,태국
0.0289,2017,19,태국
0.028999999999999998,2017,20,태국
0.0291,2017,21,태국
0.0293,2017,22,태국
0.0294,2017,23,태국
0.0294,2017,24,태국
0.0294,2017,25,태국
0.0295,2017,26,태국
0.0294,2017,27,태국
0.0293,2017,28,태국
0.0297,2017,29,태국
0.0299,2017,30,태국
0.03,2017,31,태국
0.0301,2017,32,태국
0.0301,2017,33,태국
0.0301,2017,34,태국
0.0301,2017,35,태국
0.0301,2017,36,태국
0.0302,2017,37,태국
0.0302,2017,38,태국
0.0302,2017,39,태국
0.0299,2017,40,태국
0.03,2017,41,태국
0.0302,2017,42,태국
0.0301,2017,43,태국
0.0301,2017,44,태국
0.0302,2017,45,태국
0.0302,2017,46,태국
0.0305,2017,47,태국
0.0307,2017,48,태국
0.0307,2017,49,태국
0.0307,2017,50,태국
0.0306,2017,51,태국
0.0305,2017,52,태국
0.0307,2018,1,태국
0.031,2018,2,태국
0.0313,2018,3,태국
0.0314,2018,4,태국
0.0318,2018,5,태국
0.0316,2018,6,태국
0.0316,2018,7,태국
0.0319,2018,8,태국
0.032,2018,9,태국
0.0318,2018,10,태국
0.0319,2018,11,태국
0.0321,2018,12,태국
0.0321,2018,13,태국
0.032,2018,14,태국
0.032,2018,15,태국
0.0321,2018,16,태국
0.0317,2018,17,태국
0.0317,2018,18,태국
0.0314,2018,19,태국
0.0313,2018,20,태국
0.0311,2018,21,태국
0.0312,2018,22,태국
0.0312,2018,23,태국
0.0312,2018,24,태국
0.0306,2018,25,태국
0.0303,2018,26,태국
0.0301,2018,27,태국
0.0302,2018,28,태국
0.0301,2018,29,태국
0.0299,2018,30,태국
0.0301,2018,31,태국
0.03,2018,32,태국
0.03,2018,33,태국
0.0303,2018,34,태국
0.0307,2018,35,태국
0.0306,2018,36,태국
0.0305,2018,37,태국
0.0307,2018,38,태국
0.0308,2018,39,태국
0.031,2018,40,태국
0.0304,2018,41,태국
0.0306,2018,42,태국
0.0305,2018,43,태국
0.0301,2018,44,태국
0.0304,2018,45,태국
0.0301,2018,46,태국
0.0303,2018,47,태국
0.0303,2018,48,태국
0.0305,2018,49,태국
0.0304,2018,50,태국
0.0305,2018,51,태국
0.0308,2018,52,태국
0.0309,2019,1,태국
0.0313,2019,2,태국
0.0313,2019,3,태국
0.0314,2019,4,태국
0.0317,2019,5,태국
0.0319,2019,6,태국
0.0318,2019,7,태국
0.032,2019,8,태국
0.032,2019,9,태국
0.0314,2019,10,태국
0.0316,2019,11,태국
0.0315,2019,12,태국
0.0317,2019,13,태국
0.0315,2019,14,태국
0.0314,2019,15,태국
0.0314,2019,16,태국
0.0313,2019,17,태국
0.0313,2019,18,태국
0.0313,2019,19,태국
0.0316,2019,20,태국
0.0314,2019,21,태국
0.0314,2019,22,태국
0.0319,2019,23,태국
0.0319,2019,24,태국
0.0319,2019,25,태국
0.0326,2019,26,태국
0.0326,2019,27,태국
0.0324,2019,28,태국
0.0324,2019,29,태국
0.0324,2019,30,태국
0.0324,2019,31,태국
0.0324,2019,32,태국
0.0324,2019,33,태국
0.0324,2019,34,태국
0.0327,2019,35,태국
0.0326,2019,36,태국
0.0326,2019,37,태국
0.0328,2019,38,태국
0.0328,2019,39,태국
0.0327,2019,40,태국
0.0328,2019,41,태국
0.0329,2019,42,태국
0.033,2019,43,태국
0.0331,2019,44,태국
0.0331,2019,45,태국
0.0329,2019,46,태국
0.0331,2019,47,태국
0.0331,2019,48,태국
0.033,2019,49,태국
0.033,2019,50,태국
0.0331,2019,51,태국
0.0331,2019,52,태국
0.0334,2020,1,태국
0.0331,2020,2,태국
0.0331,2020,3,태국
0.0329,2020,4,태국
0.0325,2020,5,태국
0.0322,2020,6,태국
0.0319,2020,7,태국
0.0321,2020,8,태국
0.0316,2020,9,태국
0.0317,2020,10,태국
0.0318,2020,11,태국
0.0311,2020,12,태국
0.0305,2020,13,태국
0.0306,2020,14,태국
0.0305,2020,15,태국
0.0306,2020,16,태국
0.0308,2020,17,태국
0.0308,2020,18,태국
0.0309,2020,19,태국
0.031,2020,20,태국
0.0312,2020,21,태국
0.0313,2020,22,태국
0.0316,2020,23,태국
0.0318,2020,24,태국
0.0322,2020,25,태국
0.0323,2020,26,태국
0.0324,2020,27,태국
0.0321,2020,28,태국
0.0318,2020,29,태국
0.0314,2020,30,태국
0.0318,2020,31,태국
0.032,2020,32,태국
0.0321,2020,33,태국
0.0321,2020,34,태국
0.0317,2020,35,태국
0.0322,2020,36,태국
0.0319,2020,37,태국
0.0319,2020,38,태국
0.0319,2020,39,태국
0.0316,2020,40,태국
0.0319,2020,41,태국
0.0321,2020,42,태국
0.032,2020,43,태국
0.032,2020,44,태국
0.0321,2020,45,태국
0.0327,2020,46,태국
0.0331,2020,47,태국
0.0329,2020,48,태국
0.033,2020,49,태국
0.0331,2020,50,태국
0.0332,2020,51,태국
0.0332,2020,52,태국
0.0331,2020,53,태국
0.0334,2021,1,태국
0.0332,2021,2,태국
0.0332,2021,3,태국
0.0333,2021,4,태국
0.0333,2021,5,태국
0.0333,2021,6,태국
0.0334,2021,7,태국
0.0333,2021,8,태국
0.0331,2021,9,태국
0.0325,2021,10,태국
0.0325,2021,11,태국
0.0324,2021,12,태국
0.032,2021,13,태국
0.0319,2021,14,태국
0.0317,2021,15,태국
0.032,2021,16,태국
0.0318,2021,17,태국
0.0321,2021,18,태국
0.0321,2021,19,태국
0.0317,2021,20,태국
0.0319,2021,21,태국
0.032,2021,22,태국
0.0321,2021,23,태국
0.0321,2021,24,태국
0.0316,2021,25,태국
0.0313,2021,26,태국
4.4381324338718264e-05,2015,53,베트남
4.4474093840338e-05,2016,1,베트남
4.4537478287979335e-05,2016,2,베트남
4.464285714285714e-05,2016,3,베트남
4.4732721986132864e-05,2016,4,베트남
4.490144133626689e-05,2016,5,베트남
4.48913629017777e-05,2016,6,베트남
4.470272686633885e-05,2016,7,베트남
4.4688742905662074e-05,2016,8,베트남
4.4739726640270225e-05,2016,9,베트남
4.474673348845535e-05,2016,10,베트남
4.485210019959185e-05,2016,11,베트남
4.486920626374121e-05,2016,12,베트남
4.475975203097375e-05,2016,13,베트남
4.478180067620519e-05,2016,14,베트남
4.485310607759587e-05,2016,15,베트남
4.476676515355e-05,2016,16,베트남
4.48581361444432e-05,2016,17,베트남
4.488531801247812e-05,2016,18,베트남
4.488229617827248e-05,2016,19,베트남
4.490144133626689e-05,2016,20,베트남
4.4841038518452086e-05,2016,21,베트남
4.460999710035019e-05,2016,22,베트남
4.461099214846538e-05,2016,23,베트남
4.46149727848666e-05,2016,24,베트남
4.4634886627387956e-05,2016,25,베트남
4.4753742531719206e-05,2016,26,베트남
4.4827972654936685e-05,2016,27,베트남
4.485411200071767e-05,2016,28,베트남
4.485914229319936e-05,2016,29,베트남
4.4849082836256e-05,2016,30,베트남
4.486216101029587e-05,2016,31,베트남
4.486115472612265e-05,2016,32,베트남
4.480086017651539e-05,2016,33,베트남
4.485210019959185e-05,2016,34,베트남
4.48340021071981e-05,2016,35,베트남
4.4840033181624546e-05,2016,36,베트남
4.488330341113106e-05,2016,37,베트남
4.483199210956939e-05,2016,38,베트남
4.4793836368115745e-05,2016,39,베트남
4.48340021071981e-05,2016,40,베트남
4.484304932735426e-05,2016,41,베트남
4.4824958536913345e-05,2016,42,베트남
4.481893151667265e-05,2016,43,베트남
4.4812906116961686e-05,2016,44,베트남
4.478079799382025e-05,2016,45,베트남
4.474873584821229e-05,2016,46,베트남
4.4316419233325945e-05,2016,47,베트남
4.404316229905307e-05,2016,48,베트남
4.402377283733216e-05,2016,49,베트남
4.420377942314068e-05,2016,50,베트남
4.393673110720563e-05,2016,51,베트남
4.393094056143742e-05,2016,52,베트남
4.3915506565368234e-05,2017,1,베트남
4.428207682940329e-05,2017,2,베트남
4.430463869567144e-05,2017,3,베트남
4.4340982152754686e-05,2017,4,베트남
4.4262476485559366e-05,2017,5,베트남
4.426737494466578e-05,2017,6,베트남
4.4101433296582143e-05,2017,7,베트남
4.38298525125463e-05,2017,8,베트남
4.3894302519532974e-05,2017,9,베트남
4.385003288752467e-05,2017,10,베트남
4.385003288752467e-05,2017,11,베트남
4.387408138642097e-05,2017,12,베트남
4.390972161236498e-05,2017,13,베트남
4.398504508467121e-05,2017,14,베트남
4.4081992506061265e-05,2017,15,베트남
4.400440044004401e-05,2017,16,베트남
4.4014084507042256e-05,2017,17,베트남
4.3956043956043955e-05,2017,18,베트남
4.3994720633523984e-05,2017,19,베트남
4.4089766765133806e-05,2017,20,베트남
4.402861860209136e-05,2017,21,베트남
4.39734400422145e-05,2017,22,베트남
4.402377283733216e-05,2017,23,베트남
4.406742315743087e-05,2017,24,베트남
4.402377283733216e-05,2017,25,베트남
4.400440044004401e-05,2017,26,베트남
4.398407776384949e-05,2017,27,베트남
4.400440044004401e-05,2017,28,베트남
4.3994720633523984e-05,2017,29,베트남
4.3994720633523984e-05,2017,30,베트남
4.400149605086573e-05,2017,31,베트남
4.398504508467121e-05,2017,32,베트남
4.399956000439996e-05,2017,33,베트남
4.399956000439996e-05,2017,34,베트남
4.398504508467121e-05,2017,35,베트남
4.3994720633523984e-05,2017,36,베트남
4.4014084507042256e-05,2017,37,베트남
4.400440044004401e-05,2017,38,베트남
4.398504508467121e-05,2017,39,베트남
4.399956000439996e-05,2017,40,베트남
4.400343226771688e-05,2017,41,베트남
4.4018928139099815e-05,2017,42,베트남
4.4007305212665296e-05,2017,43,베트남
4.403346543372963e-05,2017,44,베트남
4.402377283733216e-05,2017,45,베트남
4.4038313332599356e-05,2017,46,베트남
4.403346543372963e-05,2017,47,베트남
4.4014084507042256e-05,2017,48,베트남
4.402474190495058e-05,2017,49,베트남
4.403346543372963e-05,2017,50,베트남
4.402474190495058e-05,2017,51,베트남
4.403152657302629e-05,2017,52,베트남
4.403346543372963e-05,2018,1,베트남
4.402861860209136e-05,2018,2,베트남
4.4034434928113786e-05,2018,3,베트남
4.403152657302629e-05,2018,4,베트남
4.403152657302629e-05,2018,5,베트남
4.4038313332599356e-05,2018,6,베트남
4.404413222048493e-05,2018,7,베트남
4.4038313332599356e-05,2018,8,베트남
4.397150646381145e-05,2018,9,베트남
4.3924186853490866e-05,2018,10,베트남
4.393962695256717e-05,2018,11,베트남
4.392322220758115e-05,2018,12,베트남
4.383849896979528e-05,2018,13,베트남
4.387408138642097e-05,2018,14,베트남
4.387408138642097e-05,2018,15,베트남
4.39029744265174e-05,2018,16,베트남
4.391454230068287e-05,2018,17,베트남
4.3929975618863535e-05,2018,18,베트남
4.3920328524057364e-05,2018,19,베트남
4.392225760404085e-05,2018,20,베트남
4.391454230068287e-05,2018,21,베트남
4.383177365272086e-05,2018,22,베트남
4.3807771498663866e-05,2018,23,베트남
4.38298525125463e-05,2018,24,베트남
4.379050621825189e-05,2018,25,베트남
4.367289005349929e-05,2018,26,베트남
4.3564442701866734e-05,2018,27,베트남
4.340466166066236e-05,2018,28,베트남
4.338300687620659e-05,2018,29,베트남
4.3057050592034446e-05,2018,30,베트남
4.299688272600237e-05,2018,31,베트남
4.2904644427759305e-05,2018,32,베트남
4.2890842805061124e-05,2018,33,베트남
4.296824646586173e-05,2018,34,베트남
4.2929509744998716e-05,2018,35,베트남
4.291108822519739e-05,2018,36,베트남
4.2912929665708285e-05,2018,37,베트남
4.29341175965481e-05,2018,38,베트남
4.284857314251435e-05,2018,39,베트남
4.286142900004286e-05,2018,40,베트남
4.282196766941441e-05,2018,41,베트남
4.285867352405443e-05,2018,42,베트남
4.282930380966657e-05,2018,43,베트남
4.283480756462702e-05,2018,44,베트남
4.289544235924933e-05,2018,45,베트남
4.29138504452312e-05,2018,46,베트남
4.2897282457156344e-05,2018,47,베트남
4.284306584979221e-05,2018,48,베트남
4.291661302090039e-05,2018,49,베트남
4.290740581824423e-05,2018,50,베트남
4.288348556970711e-05,2018,51,베트남
4.295717169981528e-05,2018,52,베트남
4.311273981461522e-05,2019,1,베트남
4.3105306263201e-05,2019,2,베트남
4.310437724950969e-05,2019,3,베트남
4.3106235316938593e-05,2019,4,베트남
4.311273981461522e-05,2019,5,베트남
4.308951847463105e-05,2019,6,베트남
4.308023694130317e-05,2019,7,베트남
4.310344827586207e-05,2019,8,베트남
4.3071886979368576e-05,2019,9,베트남
4.310251934225556e-05,2019,10,베트남
4.3106235316938593e-05,2019,11,베트남
4.3096017927943454e-05,2019,12,베트남
4.310437724950969e-05,2019,13,베트남
4.310066159515549e-05,2019,14,베트남
4.310437724950969e-05,2019,15,베트남
4.310437724950969e-05,2019,16,베트남
4.3068176924070814e-05,2019,17,베트남
4.293688278231e-05,2019,18,베트남
4.295255889869639e-05,2019,19,베트남
4.2865103519225e-05,2019,20,베트남
4.272134999465984e-05,2019,21,베트남
4.2756969386009915e-05,2019,22,베트남
4.274508965782556e-05,2019,23,베트남
4.2799058420714746e-05,2019,24,베트남
4.282655246252677e-05,2019,25,베트남
4.2935039285560944e-05,2019,26,베트남
4.299226139294927e-05,2019,27,베트남
4.301722839997419e-05,2019,28,베트남
4.310066159515549e-05,2019,29,베트남
4.308116491469929e-05,2019,30,베트남
4.308487720809996e-05,2019,31,베트남
4.297563281619322e-05,2019,32,베트남
4.3106235316938593e-05,2019,33,베트남
4.3092303714556576e-05,2019,34,베트남
4.3105306263201e-05,2019,35,베트남
4.312947468299836e-05,2019,36,베트남
4.310159044868756e-05,2019,37,베트남
4.3068176924070814e-05,2019,38,베트남
4.3097875274748965e-05,2019,39,베트남
4.310159044868756e-05,2019,40,베트남
4.310159044868756e-05,2019,41,베트남
4.309416074121957e-05,2019,42,베트남
4.308951847463105e-05,2019,43,베트남
4.309973278165675e-05,2019,44,베트남
4.310344827586207e-05,2019,45,베트남
4.309973278165675e-05,2019,46,베트남
4.3092303714556576e-05,2019,47,베트남
4.310437724950969e-05,2019,48,베트남
4.314715336655664e-05,2019,49,베트남
4.315646375935956e-05,2019,50,베트남
4.31452917700356e-05,2019,51,베트남
4.315087704157587e-05,2019,52,베트남
4.315460135936994e-05,2020,1,베트남
4.31462225482159e-05,2020,2,베트남
4.315180806075775e-05,2020,3,베트남
4.3159257660768235e-05,2020,4,베트남
4.3158326320105305e-05,2020,5,베트남
4.299226139294927e-05,2020,6,베트남
4.29894890699224e-05,2020,7,베트남
4.3048709614929295e-05,2020,8,베트남
4.3013527754478793e-05,2020,9,베트남
4.30274084591885e-05,2020,10,베트남
4.3152739120115646e-05,2020,11,베트남
4.30551967622492e-05,2020,12,베트남
4.247186239116585e-05,2020,13,베트남
4.229671143068626e-05,2020,14,베트남
4.264392324093817e-05,2020,15,베트남
4.267486023983272e-05,2020,16,베트남
4.264210481429363e-05,2020,17,베트남
4.263210623920875e-05,2020,18,베트남
4.265119849867781e-05,2020,19,베트남
4.287337349139317e-05,2020,20,베트남
4.284581931917993e-05,2020,21,베트남
4.289452236949342e-05,2020,22,베트남
4.298302170642596e-05,2020,23,베트남
4.299688272600237e-05,2020,24,베트남
4.306168586500161e-05,2020,25,베트남
4.308023694130317e-05,2020,26,베트남
4.310251934225556e-05,2020,27,베트남
4.3098804008188775e-05,2020,28,베트남
4.314063848144953e-05,2020,29,베트남
4.31238949501919e-05,2020,30,베트남
4.3137846990056735e-05,2020,31,베트남
4.31452917700356e-05,2020,32,베트남
4.3159257660768235e-05,2020,33,베트남
4.315180806075775e-05,2020,34,베트남
4.31462225482159e-05,2020,35,베트남
4.315180806075775e-05,2020,36,베트남
4.315180806075775e-05,2020,37,베트남
4.314994606256742e-05,2020,38,베트남
4.314436103201312e-05,2020,39,베트남
4.3125754700707254e-05,2020,40,베트남
4.3097875274748965e-05,2020,41,베트남
4.314436103201312e-05,2020,42,베트남
4.314994606256742e-05,2020,43,베트남
4.314994606256742e-05,2020,44,베트남
4.31462225482159e-05,2020,45,베트남
4.3159257660768235e-05,2020,46,베트남
4.314994606256742e-05,2020,47,베트남
4.31462225482159e-05,2020,48,베트남
4.32152117545376e-05,2020,49,베트남
4.323950361049855e-05,2020,50,베트남
4.324137334601747e-05,2020,51,베트남
4.325259515570934e-05,2020,52,베트남
4.3243243243243235e-05,2020,53,베트남
4.3346337234503684e-05,2021,1,베트남
4.338394793926248e-05,2021,2,베트남
4.334821622090251e-05,2021,3,베트남
4.336513443191674e-05,2021,4,베트남
4.339336081579519e-05,2021,5,베트남
4.3535045711798e-05,2021,6,베트남
4.344048653344917e-05,2021,8,베트남
4.344048653344917e-05,2021,9,베트남
4.343105320304018e-05,2021,10,베트남
4.332567913002037e-05,2021,11,베트남
4.3335066736002776e-05,2021,12,베트남
4.3346337234503684e-05,2021,13,베트남
4.332943368430175e-05,2021,14,베트남
4.335197468244679e-05,2021,15,베트남
4.334070125254627e-05,2021,16,베트남
4.340277777777778e-05,2021,17,베트남
4.336513443191674e-05,2021,19,베트남
4.3391477913737744e-05,2021,20,베트남
4.337265787647467e-05,2021,21,베트남
4.340277777777778e-05,2021,22,베트남
4.347826086956522e-05,2021,23,베트남
4.3584379358437934e-05,2021,24,베트남
4.345181194055792e-05,2021,25,베트남
4.344048653344917e-05,2021,26,베트남
