,날짜,종가
320,2020-04-06,0.0305
315,2020-04-13,0.0306
310,2020-04-20,0.0308
305,2020-04-27,0.0308
300,2020-05-04,0.0309
295,2020-05-11,0.031
290,2020-05-18,0.0312
285,2020-05-25,0.0313
280,2020-06-01,0.0316
275,2020-06-08,0.0318
270,2020-06-15,0.0322
265,2020-06-22,0.0323
260,2020-06-29,0.0324
255,2020-07-06,0.0321
250,2020-07-13,0.0318
245,2020-07-20,0.0314
240,2020-07-27,0.0318
235,2020-08-03,0.032
230,2020-08-10,0.0321
225,2020-08-17,0.0321
220,2020-08-24,0.0317
215,2020-08-31,0.0322
210,2020-09-07,0.0319
205,2020-09-14,0.0319
200,2020-09-21,0.0319
195,2020-09-28,0.0316
190,2020-10-05,0.0319
185,2020-10-12,0.0321
180,2020-10-19,0.032
175,2020-10-26,0.032
170,2020-11-02,0.0321
165,2020-11-09,0.0327
160,2020-11-16,0.0331
155,2020-11-23,0.0329
150,2020-11-30,0.033
145,2020-12-07,0.0331
140,2020-12-14,0.0332
135,2020-12-21,0.0332
130,2020-12-28,0.0331
125,2021-01-04,0.0334
120,2021-01-11,0.0332
115,2021-01-18,0.0332
110,2021-01-25,0.0333
105,2021-02-01,0.0333
100,2021-02-08,0.0333
95,2021-02-15,0.0334
90,2021-02-22,0.0333
85,2021-03-01,0.0331
80,2021-03-08,0.0325
75,2021-03-15,0.0325
70,2021-03-22,0.0324
65,2021-03-29,0.032
60,2021-04-05,0.0319
55,2021-04-12,0.0317
50,2021-04-19,0.032
45,2021-04-26,0.0318
40,2021-05-03,0.0321
35,2021-05-10,0.0321
30,2021-05-17,0.0317
25,2021-05-24,0.0319
20,2021-05-31,0.032
15,2021-06-07,0.0321
10,2021-06-14,0.0321
5,2021-06-21,0.0316
0,2021-06-28,0.0313
