,날짜,종가
950,2017-11-06,0.0016
945,2017-11-13,0.0016
940,2017-11-20,0.0016
935,2017-11-27,0.0016
930,2017-12-04,0.0015
925,2017-12-11,0.0015
920,2017-12-18,0.0016
915,2017-12-25,0.0016
910,2018-01-01,0.0016
905,2018-01-08,0.0017
900,2018-01-15,0.0017
895,2018-01-22,0.0017
890,2018-01-29,0.0017
885,2018-02-05,0.0017
880,2018-02-12,0.0017
875,2018-02-19,0.0017
870,2018-02-26,0.0017
865,2018-03-05,0.0017
860,2018-03-12,0.0017
855,2018-03-19,0.0016
850,2018-03-26,0.0017
845,2018-04-02,0.0017
840,2018-04-09,0.0017
835,2018-04-16,0.0017
830,2018-04-23,0.0017
825,2018-04-30,0.0016
820,2018-05-07,0.0016
815,2018-05-14,0.0016
810,2018-05-21,0.0016
805,2018-05-28,0.0016
800,2018-06-04,0.0016
795,2018-06-11,0.0016
790,2018-06-18,0.0016
785,2018-06-25,0.0016
780,2018-07-02,0.0015
775,2018-07-09,0.0015
770,2018-07-16,0.0015
765,2018-07-23,0.0015
760,2018-07-30,0.0016
755,2018-08-06,0.0015
750,2018-08-13,0.0015
745,2018-08-20,0.0015
740,2018-08-27,0.0015
735,2018-09-03,0.0015
730,2018-09-10,0.0014
725,2018-09-17,0.0015
720,2018-09-24,0.0015
715,2018-10-01,0.0015
710,2018-10-08,0.0015
705,2018-10-15,0.0015
700,2018-10-22,0.0015
695,2018-10-29,0.0014
690,2018-11-05,0.0015
685,2018-11-12,0.0015
680,2018-11-19,0.0015
675,2018-11-26,0.0015
670,2018-12-03,0.0015
665,2018-12-10,0.0015
660,2018-12-17,0.0015
655,2018-12-24,0.0014
650,2018-12-31,0.0014
645,2019-01-07,0.0015
640,2019-01-14,0.0015
635,2019-01-21,0.0015
630,2019-01-28,0.0015
625,2019-02-04,0.0015
620,2019-02-11,0.00151
615,2019-02-18,0.001513
610,2019-02-25,0.001536
605,2019-03-04,0.001514
600,2019-03-11,0.00149
595,2019-03-18,0.001501
590,2019-03-25,0.001471
585,2019-04-01,0.001494
580,2019-04-08,0.001505
575,2019-04-15,0.001512
570,2019-04-22,0.001504
565,2019-04-29,0.001474
560,2019-05-06,0.001473
555,2019-05-13,0.001442
550,2019-05-20,0.001436
545,2019-05-27,0.001431
540,2019-06-03,0.001421
535,2019-06-10,0.001428
530,2019-06-17,0.001428
525,2019-06-24,0.001468
520,2019-07-01,0.001469
515,2019-07-08,0.001453
510,2019-07-15,0.001471
505,2019-07-22,0.00145
500,2019-07-29,0.001435
495,2019-08-05,0.001386
490,2019-08-12,0.0014
485,2019-08-19,0.001401
480,2019-08-26,0.001389
475,2019-09-02,0.001378
470,2019-09-09,0.001398
465,2019-09-16,0.001408
460,2019-09-23,0.001385
455,2019-09-30,0.001371
450,2019-10-07,0.00139
445,2019-10-14,0.0014
440,2019-10-21,0.001374
435,2019-10-28,0.001381
430,2019-11-04,0.001347
425,2019-11-11,0.001316
420,2019-11-18,0.001286
415,2019-11-25,0.001262
410,2019-12-02,0.001244
405,2019-12-09,0.001293
400,2019-12-16,0.001312
395,2019-12-23,0.001327
